order_id,signal_id,created_at,symbol,side,reason,stop_loss,status,rejection_reason
BTC_USDT-ORD-000001,BTC_USDT-SIG-000001,2020-01-29T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,8698.357142857143,ACCEPTED,
BTC_USDT-ORD-000002,BTC_USDT-SIG-000002,2020-02-26T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000003,BTC_USDT-SIG-000003,2020-04-07T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,6413.8,ACCEPTED,
BTC_USDT-ORD-000004,BTC_USDT-SIG-000004,2020-04-08T00:00:00Z,BTC/USDT,sell,momentum_failure_close_below_ema50,,ACCEPTED,
BTC_USDT-ORD-000005,BTC_USDT-SIG-000005,2020-04-24T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,6756.042857142857,ACCEPTED,
BTC_USDT-ORD-000006,BTC_USDT-SIG-000006,2020-05-22T00:00:00Z,BTC/USDT,sell,rsi_failure_below_45,,ACCEPTED,
BTC_USDT-ORD-000007,BTC_USDT-SIG-000007,2020-06-02T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,9295.528571428571,ACCEPTED,
BTC_USDT-ORD-000008,BTC_USDT-SIG-000008,2020-07-23T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,9192.542857142857,ACCEPTED,
BTC_USDT-ORD-000009,BTC_USDT-SIG-000009,2020-08-22T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
BTC_USDT-ORD-000010,BTC_USDT-SIG-000010,2020-10-11T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,10759.571428571428,ACCEPTED,
BTC_USDT-ORD-000011,BTC_USDT-SIG-000011,2020-11-10T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
BTC_USDT-ORD-000012,BTC_USDT-SIG-000012,2020-11-13T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,14663.085714285715,ACCEPTED,
BTC_USDT-ORD-000013,BTC_USDT-SIG-000013,2020-12-13T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
BTC_USDT-ORD-000014,BTC_USDT-SIG-000014,2020-12-17T00:00:00Z,BTC/USDT,buy,regime_momentum_breakout_entry,19675.942857142858,ACCEPTED,
BTC_USDT-ORD-000015,BTC_USDT-SIG-000015,2021-01-16T00:00:00Z,BTC/USDT,sell,time_stop_30_bars,,ACCEPTED,
