event_id,family_id,lane_id,control_trade_id,universe_id,period_id,pair,decision_time,governor_state,horizon_hours,exit_time,entry_open,exit_open,forward_return
2150,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 14:00:00+00:00,OPEN,48,2022-08-03 14:00:00+00:00,41.811,39.817,-0.04769079907201457
2153,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 14:00:00+00:00,OPEN,6,2022-08-01 20:00:00+00:00,23138.8,22950.6,-0.00813352464259165
2153,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 14:00:00+00:00,OPEN,24,2022-08-02 14:00:00+00:00,23138.8,22732.8,-0.017546285892094615
2153,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 14:00:00+00:00,OPEN,48,2022-08-03 14:00:00+00:00,23138.8,23259.3,0.005207703078811354
2156,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,365,E2,ROBUSTNESS_2022,AVAX-USDT,2022-08-01 14:00:00+00:00,OPEN,6,2022-08-01 20:00:00+00:00,23.207,23.204,-0.00012927134054385725
2156,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,365,E2,ROBUSTNESS_2022,AVAX-USDT,2022-08-01 14:00:00+00:00,OPEN,24,2022-08-02 14:00:00+00:00,23.207,22.337,-0.037488688757702504
2156,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,365,E2,ROBUSTNESS_2022,AVAX-USDT,2022-08-01 14:00:00+00:00,OPEN,48,2022-08-03 14:00:00+00:00,23.207,23.85,0.027707157323221487
2159,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 14:00:00+00:00,OPEN,6,2022-08-01 20:00:00+00:00,41.811,41.183,-0.015019970821075757
2159,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 14:00:00+00:00,OPEN,24,2022-08-02 14:00:00+00:00,41.811,40.107,-0.040754825285212015
2159,TROUGH_RECOVERY_FAILURE,OPEN_OR_CAUTION,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 14:00:00+00:00,OPEN,48,2022-08-03 14:00:00+00:00,41.811,39.817,-0.04769079907201457
2163,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2163,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2163,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2178,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2178,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2178,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2193,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2193,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2193,PERSISTENT_LOWER_HIGH_GIVEBACK,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2164,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2164,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2164,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2179,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2179,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2179,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2194,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2194,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2194,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2165,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2165,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2165,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2180,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2180,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2180,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2195,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2195,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2195,PERSISTENT_LOWER_HIGH_GIVEBACK,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2160,STALE_PEAK_FRESH_DECAY,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2160,STALE_PEAK_FRESH_DECAY,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2160,STALE_PEAK_FRESH_DECAY,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2175,STALE_PEAK_FRESH_DECAY,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2175,STALE_PEAK_FRESH_DECAY,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2175,STALE_PEAK_FRESH_DECAY,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2190,STALE_PEAK_FRESH_DECAY,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2190,STALE_PEAK_FRESH_DECAY,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2190,STALE_PEAK_FRESH_DECAY,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2161,STALE_PEAK_FRESH_DECAY,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2161,STALE_PEAK_FRESH_DECAY,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2161,STALE_PEAK_FRESH_DECAY,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2176,STALE_PEAK_FRESH_DECAY,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2176,STALE_PEAK_FRESH_DECAY,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2176,STALE_PEAK_FRESH_DECAY,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2191,STALE_PEAK_FRESH_DECAY,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2191,STALE_PEAK_FRESH_DECAY,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2191,STALE_PEAK_FRESH_DECAY,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2162,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2162,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2162,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2177,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2177,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2177,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2192,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2192,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2192,STALE_PEAK_FRESH_DECAY,OPEN_OR_CAUTION,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2166,TROUGH_RECOVERY_FAILURE,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2166,TROUGH_RECOVERY_FAILURE,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2166,TROUGH_RECOVERY_FAILURE,GLOBAL,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2169,TROUGH_RECOVERY_FAILURE,GLOBAL,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2169,TROUGH_RECOVERY_FAILURE,GLOBAL,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2169,TROUGH_RECOVERY_FAILURE,GLOBAL,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2172,TROUGH_RECOVERY_FAILURE,GLOBAL,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2172,TROUGH_RECOVERY_FAILURE,GLOBAL,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
2172,TROUGH_RECOVERY_FAILURE,GLOBAL,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,0.37938,0.37232,-0.018609309926722606
2181,TROUGH_RECOVERY_FAILURE,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2181,TROUGH_RECOVERY_FAILURE,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2181,TROUGH_RECOVERY_FAILURE,GLOBAL,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2184,TROUGH_RECOVERY_FAILURE,GLOBAL,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2184,TROUGH_RECOVERY_FAILURE,GLOBAL,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2184,TROUGH_RECOVERY_FAILURE,GLOBAL,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2187,TROUGH_RECOVERY_FAILURE,GLOBAL,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2187,TROUGH_RECOVERY_FAILURE,GLOBAL,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
2187,TROUGH_RECOVERY_FAILURE,GLOBAL,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,0.37938,0.37232,-0.018609309926722606
2196,TROUGH_RECOVERY_FAILURE,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2196,TROUGH_RECOVERY_FAILURE,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2196,TROUGH_RECOVERY_FAILURE,GLOBAL,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2199,TROUGH_RECOVERY_FAILURE,GLOBAL,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2199,TROUGH_RECOVERY_FAILURE,GLOBAL,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2199,TROUGH_RECOVERY_FAILURE,GLOBAL,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2202,TROUGH_RECOVERY_FAILURE,GLOBAL,367,E2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2202,TROUGH_RECOVERY_FAILURE,GLOBAL,367,E2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
2202,TROUGH_RECOVERY_FAILURE,GLOBAL,367,E2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,0.37938,0.37232,-0.018609309926722606
2167,TROUGH_RECOVERY_FAILURE,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2167,TROUGH_RECOVERY_FAILURE,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2167,TROUGH_RECOVERY_FAILURE,OPEN,22,C2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2170,TROUGH_RECOVERY_FAILURE,OPEN,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2170,TROUGH_RECOVERY_FAILURE,OPEN,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2170,TROUGH_RECOVERY_FAILURE,OPEN,25,C2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2173,TROUGH_RECOVERY_FAILURE,OPEN,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2173,TROUGH_RECOVERY_FAILURE,OPEN,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
2173,TROUGH_RECOVERY_FAILURE,OPEN,26,C2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,0.37938,0.37232,-0.018609309926722606
2182,TROUGH_RECOVERY_FAILURE,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2182,TROUGH_RECOVERY_FAILURE,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2182,TROUGH_RECOVERY_FAILURE,OPEN,191,D2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2185,TROUGH_RECOVERY_FAILURE,OPEN,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2185,TROUGH_RECOVERY_FAILURE,OPEN,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2185,TROUGH_RECOVERY_FAILURE,OPEN,194,D2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2188,TROUGH_RECOVERY_FAILURE,OPEN,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2188,TROUGH_RECOVERY_FAILURE,OPEN,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
2188,TROUGH_RECOVERY_FAILURE,OPEN,195,D2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,0.37938,0.37232,-0.018609309926722606
2197,TROUGH_RECOVERY_FAILURE,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,23323.5,23020.2,-0.013004051707505293
2197,TROUGH_RECOVERY_FAILURE,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,23323.5,22975.2,-0.014933436233841357
2197,TROUGH_RECOVERY_FAILURE,OPEN,363,E2,ROBUSTNESS_2022,BTC-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,23323.5,23357.8,0.0014706197611851213
2200,TROUGH_RECOVERY_FAILURE,OPEN,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,42.471,41.131,-0.0315509406418496
2200,TROUGH_RECOVERY_FAILURE,OPEN,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,42.471,41.492,-0.023051023051023023
2200,TROUGH_RECOVERY_FAILURE,OPEN,366,E2,ROBUSTNESS_2022,SOL-USDT,2022-08-01 17:00:00+00:00,OPEN,48,2022-08-03 17:00:00+00:00,42.471,40.158,-0.05446069082432703
2203,TROUGH_RECOVERY_FAILURE,OPEN,367,E2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,6,2022-08-01 23:00:00+00:00,0.37938,0.37777,-0.0042437661447625175
2203,TROUGH_RECOVERY_FAILURE,OPEN,367,E2,ROBUSTNESS_2022,XRP-USDT,2022-08-01 17:00:00+00:00,OPEN,24,2022-08-02 17:00:00+00:00,0.37938,0.373,-0.01681691180346878
