family_id,expected_direction,lane_id,universe_id,period_id,horizon_hours,event_count,trade_count,pair_count,signal_day_count,markout_count,mean_forward_return,median_forward_return,positive_share,lopo_worst_directional_mean,support_pass,cell_outcome,expected_direction_pass,reversed_direction
STALE_PEAK_FRESH_DECAY,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,24,58,24,8,30,58,0.004924409554567569,-0.00015477771770738835,0.5,0.007560595535119764,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,24,131,36,10,53,131,0.004457934421972065,-0.003308388587778932,0.4198473282442748,0.007976182552574105,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,24,128,36,10,56,128,0.01058458185735969,-0.0010860006700380564,0.4609375,0.01363553010000952,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,24,61,16,7,18,61,-0.006272950925197729,-0.014933436233841357,0.36065573770491804,-0.004454178079677477,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,24,119,35,10,49,119,0.00819120952958391,-0.0030112236517929603,0.42016806722689076,0.01264903592971426,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,24,63,22,10,21,63,-0.002936320988355767,-0.0007360219283775171,0.49206349206349204,0.00045587564983656884,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,24,58,25,9,24,58,0.0014379050139537997,-0.0014055666261602595,0.4827586206896552,0.0035017527450267026,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,24,3,3,3,2,3,0.07728947221303757,0.07877722745912541,1.0,0.0853962970364911,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,24,68,26,9,25,68,-0.002506299736433463,-0.002034097077060315,0.47058823529411764,-0.0016561829752779914,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,24,114,34,10,46,114,-0.0006559836903671108,-0.0006521987554812814,0.4824561403508772,0.0012463885900447296,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,24,114,36,11,52,114,0.0012452554228945065,-0.0014055666261602595,0.47368421052631576,0.0029842530290312987,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,24,7,5,5,6,7,0.014118569397113201,0.00853736146299866,0.5714285714285714,0.023503759500382543,False,INSUFFICIENT_SUPPORT,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,24,120,35,10,49,120,-0.00016154717259238746,-0.0013645523792775727,0.475,0.001165264722706952,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,24,182,41,10,66,182,0.001398464331518639,-0.002979576947227114,0.4340659340659341,0.0034408366749421647,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,24,173,42,10,71,173,0.007376845544779845,-0.0007360219283775171,0.47398843930635837,0.009668427130694308,True,NO_DIRECTIONAL_EDGE,False,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,24,63,18,7,19,63,-0.0036437907501122883,-0.011277065841802991,0.38095238095238093,-0.0010734213337029958,True,QUALIFIED_EXPECTED_DIRECTION,True,False
STALE_PEAK_FRESH_DECAY,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,24,172,40,10,64,172,0.004429937983379129,-0.0027599092841908424,0.4418604651162791,0.00751038997310143,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2023,24,231,49,10,87,231,0.004153203036147881,0.00018089368056140032,0.5108225108225108,0.006066882664401092,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2023,24,235,50,11,90,235,0.009577319957733024,0.002784162967660153,0.548936170212766,0.01254282181044653,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2022,24,86,20,7,24,86,-0.0012550119426029541,-0.0064049763455638065,0.4418604651162791,0.004059818859587167,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2023,24,225,49,11,86,225,0.009012008569112663,0.0019565022699561396,0.5333333333333333,0.011994844035657507,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2022,24,8,4,4,4,8,-0.026918808350769582,-0.02477911238540209,0.375,-0.018408715026410616,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,C2,ROBUSTNESS_2023,24,55,20,7,27,55,0.004187839429740646,0.0002247753153199472,0.509090909090909,0.005833994272707437,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,D2,ROBUSTNESS_2022,24,8,4,4,4,8,-0.026918808350769582,-0.02477911238540209,0.375,-0.018408715026410616,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,D2,ROBUSTNESS_2023,24,61,21,8,32,61,0.0004256683846443084,0.0002247753153199472,0.5081967213114754,0.004632841245238383,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,E2,ROBUSTNESS_2022,24,8,4,4,4,8,-0.026918808350769582,-0.02477911238540209,0.375,-0.018408715026410616,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,24,56,20,7,28,56,0.0057278646367859105,0.0011086169832233983,0.5178571428571429,0.007801325825069484,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,24,75,18,7,20,75,-0.0034926813790288266,-0.008344267672625971,0.41333333333333333,0.00199109763362348,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,24,136,38,10,55,136,0.006142365288211778,-0.0011106073674355676,0.47058823529411764,0.010266354575921099,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,24,75,18,7,20,75,-0.0034926813790288266,-0.008344267672625971,0.41333333333333333,0.00199109763362348,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,24,139,40,10,58,139,0.015495949223790755,0.0019565022699561396,0.5323741007194245,0.020175792571075327,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,24,75,18,7,20,75,-0.0034926813790288266,-0.008344267672625971,0.41333333333333333,0.00199109763362348,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,24,126,37,10,51,126,0.014011771080246144,0.00010956598193179179,0.5079365079365079,0.0198888692210498,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,24,5,3,3,2,5,0.07504336407202254,0.08514761055866393,1.0,0.08876153111515661,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,24,60,25,10,23,60,0.0032559662739100066,0.009048524815588821,0.65,0.006600341111246082,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,24,5,3,3,2,5,0.07504336407202254,0.08514761055866393,1.0,0.08876153111515661,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,24,60,28,9,26,60,0.008384037169099533,0.009048524815588821,0.6333333333333333,0.010496038740980833,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,24,5,3,3,2,5,0.07504336407202254,0.08514761055866393,1.0,0.08876153111515661,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,24,66,29,9,27,66,0.0021365881109479713,0.006927463871719719,0.5909090909090909,0.0041052729193248524,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,24,12,5,5,5,12,0.0087806958551812,0.01456837188180704,0.5833333333333334,0.021780127276677094,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,24,108,37,10,46,108,0.0026432309921175707,0.004821729930723162,0.5740740740740741,0.0044204814706142095,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,24,12,5,5,5,12,0.0087806958551812,0.01456837188180704,0.5833333333333334,0.021780127276677094,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,24,114,39,11,53,114,0.003410419330593303,0.0045450001247155924,0.5614035087719298,0.005718780562152266,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,24,12,5,5,5,12,0.0087806958551812,0.01456837188180704,0.5833333333333334,0.021780127276677094,False,INSUFFICIENT_SUPPORT,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,24,115,38,10,50,115,0.002796130757051642,0.003571338112003275,0.5478260869565217,0.004470988074769775,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,24,80,20,7,22,80,0.0014158214616618841,-0.005863245656200999,0.45,0.008513621422766253,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,24,187,46,10,71,187,0.004599791263203358,0.00046879578083780515,0.5187165775401069,0.006828775334782316,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,24,80,20,7,22,80,0.0014158214616618841,-0.005863245656200999,0.45,0.008513621422766253,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,24,186,47,10,74,186,0.012857365637762186,0.003926252016496434,0.5645161290322581,0.016193080253245083,True,REVERSED_DIRECTION,False,True
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,24,80,20,7,22,80,0.0014158214616618841,-0.005863245656200999,0.45,0.008513621422766253,True,NO_DIRECTIONAL_EDGE,False,False
PERSISTENT_LOWER_HIGH_GIVEBACK,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,24,180,45,10,69,180,0.010211354121638564,0.0023396218961190263,0.5444444444444444,0.013628345552016793,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2022,24,132,21,7,29,132,-0.0016165080713478465,-0.0029037909962103536,0.45454545454545453,-0.00036539154600185073,True,QUALIFIED_EXPECTED_DIRECTION,True,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,C2,ROBUSTNESS_2023,24,271,49,10,94,271,0.005431877698793115,0.0024719323113258085,0.5424354243542435,0.006624104478887425,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2022,24,132,21,7,29,132,-0.0016165080713478465,-0.0029037909962103536,0.45454545454545453,-0.00036539154600185073,True,QUALIFIED_EXPECTED_DIRECTION,True,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,D2,ROBUSTNESS_2023,24,271,50,11,94,271,0.00881907307330663,0.004753102719831093,0.5719557195571956,0.010236814110025473,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2022,24,132,21,7,29,132,-0.0016165080713478465,-0.0029037909962103536,0.45454545454545453,-0.00036539154600185073,True,QUALIFIED_EXPECTED_DIRECTION,True,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,GLOBAL,E2,ROBUSTNESS_2023,24,265,49,11,91,265,0.008187229121400182,0.0029761904761906877,0.5547169811320755,0.009507767316287422,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,C2,ROBUSTNESS_2022,24,20,4,4,7,20,-0.013009783280777138,-0.007637490904406352,0.45,-0.0005162173600234447,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,C2,ROBUSTNESS_2023,24,59,23,8,33,59,0.006087794406698885,0.005647165123108255,0.576271186440678,0.008804331967273744,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,D2,ROBUSTNESS_2022,24,20,4,4,7,20,-0.013009783280777138,-0.007637490904406352,0.45,-0.0005162173600234447,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,D2,ROBUSTNESS_2023,24,56,21,9,28,56,0.005303237441031892,0.00586597295934943,0.5714285714285714,0.008549784301096278,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,E2,ROBUSTNESS_2022,24,20,4,4,7,20,-0.013009783280777138,-0.007637490904406352,0.45,-0.0005162173600234447,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,LOCKED,E2,ROBUSTNESS_2023,24,59,22,8,31,59,0.0069190769168057204,0.005647165123108255,0.576271186440678,0.009919006242189728,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,C2,ROBUSTNESS_2022,24,113,19,7,24,113,-0.00047830476273149567,-0.0028391018542515134,0.45132743362831856,0.0014371954796690706,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,C2,ROBUSTNESS_2023,24,159,40,10,58,159,0.008136621715436963,0.0024719323113258085,0.5534591194968553,0.010922020083959996,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,D2,ROBUSTNESS_2022,24,113,19,7,24,113,-0.00047830476273149567,-0.0028391018542515134,0.45132743362831856,0.0014371954796690706,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,D2,ROBUSTNESS_2023,24,169,42,10,60,169,0.012349327538356734,0.004938726997008036,0.591715976331361,0.015163858015396896,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,E2,ROBUSTNESS_2022,24,113,19,7,24,113,-0.00047830476273149567,-0.0028391018542515134,0.45132743362831856,0.0014371954796690706,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN,E2,ROBUSTNESS_2023,24,152,39,10,52,152,0.011792522805829004,0.0032801526861544472,0.5723684210526315,0.014819623742867638,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,C2,ROBUSTNESS_2022,24,3,3,3,2,3,0.06659584728820149,0.07877722745912541,1.0,0.08107684951481786,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,C2,ROBUSTNESS_2023,24,69,27,10,26,69,0.0024943530738228896,0.0007616146230007281,0.5217391304347826,0.00452738900169964,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,D2,ROBUSTNESS_2022,24,3,3,3,2,3,0.06659584728820149,0.07877722745912541,1.0,0.08107684951481786,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,D2,ROBUSTNESS_2023,24,67,30,9,28,67,0.004211194068651784,0.0035841148961182068,0.5373134328358209,0.007188855763603427,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,E2,ROBUSTNESS_2022,24,3,3,3,2,3,0.06659584728820149,0.07877722745912541,1.0,0.08107684951481786,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION,E2,ROBUSTNESS_2023,24,74,32,10,31,74,0.0031217777563441896,0.0006152052019192666,0.5135135135135135,0.004314743916570947,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2022,24,22,5,5,8,22,-0.0052230057746690895,-0.0025845369005702,0.5,0.009082966978193179,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,C2,ROBUSTNESS_2023,24,123,38,10,54,123,0.003091112096213892,0.003633861569226182,0.5365853658536586,0.00422420083210588,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2022,24,22,5,5,8,22,-0.0052230057746690895,-0.0025845369005702,0.5,0.009082966978193179,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,D2,ROBUSTNESS_2023,24,118,39,11,51,118,0.003627524195277547,0.004343750538137292,0.5423728813559322,0.005632607328446684,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2022,24,22,5,5,8,22,-0.0052230057746690895,-0.0025845369005702,0.5,0.009082966978193179,False,INSUFFICIENT_SUPPORT,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,CAUTION_OR_LOCKED,E2,ROBUSTNESS_2023,24,128,40,11,57,128,0.0038137003734867395,0.0032778835028706155,0.53125,0.0054089291283034345,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2022,24,115,21,7,25,115,0.0005822771844940873,-0.002533730550571822,0.4608695652173913,0.0027498168512928582,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,C2,ROBUSTNESS_2023,24,222,46,10,74,222,0.0057229535090230115,0.0019028813655898036,0.5405405405405406,0.006684811123201697,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2022,24,115,21,7,25,115,0.0005822771844940873,-0.002533730550571822,0.4608695652173913,0.0027498168512928582,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,D2,ROBUSTNESS_2023,24,225,47,10,77,225,0.00993445771510702,0.004753102719831093,0.5777777777777777,0.011201722406583818,True,REVERSED_DIRECTION,False,True
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2022,24,115,21,7,25,115,0.0005822771844940873,-0.002533730550571822,0.4608695652173913,0.0027498168512928582,True,NO_DIRECTIONAL_EDGE,False,False
TROUGH_RECOVERY_FAILURE,NEGATIVE,OPEN_OR_CAUTION,E2,ROBUSTNESS_2023,24,215,45,10,70,215,0.009024617742837802,0.0029761904761906877,0.5581395348837209,0.010142753522259771,True,REVERSED_DIRECTION,False,True
FAST_POST_PEAK_RECLAIM_CONTROL,POSITIVE,GLOBAL,C2,ROBUSTNESS_2022,24,31,14,6,16,31,0.006555429397646683,-0.0035853910507018805,0.4838709677419355,0.0014260295931473755,True,NO_DIRECTIONAL_EDGE,False,False
