universe_id,cost_multiplier,exit_reason,trade_count,gross_pnl,net_pnl,implied_fees,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_holding_bars,positive_net_contribution
C2,1.0,HARD_STOP,704,-434342.12890052993,-488958.44752860884,54616.318628078894,-4.889584475286089,0.0,0.0,-0.9631200646893862,-1.0606746386135215,7.8821022727272725,False
C2,1.0,PROFIT_FLOOR,422,153541.3915888254,119788.61758327909,33752.77400554629,1.197886175832791,0.9478672985781991,341.75645297416895,0.39274489920452627,0.18366633418505485,20.438388625592417,True
C2,1.0,TIME_EXIT,80,475486.9831259445,468759.9261324118,6727.056993532665,4.687599261324118,1.0,,8.030620370869228,6.101098371258218,88.8,True
C2,2.0,HARD_STOP,594,-371215.69336990465,-459614.572157952,88398.87878804738,-4.59614572157952,0.0,0.0,-1.0818994469074095,-1.138661108411442,7.8686868686868685,False
C2,2.0,PROFIT_FLOOR,348,130650.99634045706,77392.49036420413,53258.50597625295,0.7739249036420414,0.7729885057471264,17.464707014606805,0.30804140501728844,0.13404929970232865,20.913793103448278,True
C2,2.0,TIME_EXIT,65,385356.8929525497,374879.42756155715,10477.46539099258,3.7487942756155714,1.0,,7.93549519107116,5.748500851149716,87.87692307692308,True
D2,1.0,HARD_STOP,695,-425787.8547868483,-480502.4081092047,54714.553322356434,-4.805024081092047,0.0,0.0,-0.9595419032219188,-1.0593333131065843,7.673381294964029,False
D2,1.0,PROFIT_FLOOR,415,151448.15287566793,118015.70713571056,33432.44573995735,1.1801570713571057,0.944578313253012,329.95447273554134,0.3938493843947178,0.1911164781065875,20.06746987951807,True
D2,1.0,TIME_EXIT,84,470682.1821356786,463666.13101779745,7016.051117881145,4.636661310177974,1.0,,7.576066286435166,5.57420037329992,88.57142857142857,True
D2,2.0,HARD_STOP,640,-394042.32593930245,-493076.80872922647,99034.48278992402,-4.930768087292265,0.0,0.0,-1.0741248790826992,-1.1376168981893393,7.6984375,False
D2,2.0,PROFIT_FLOOR,390,140785.07311818804,78807.3688135914,61977.70430459666,0.7880736881359139,0.7384615384615385,13.302833479783402,0.28007109187482865,0.1226030704480335,20.397435897435898,True
D2,2.0,TIME_EXIT,76,418875.67807739123,406363.02372772247,12512.654349668719,4.063630237277224,1.0,,7.361601790277263,5.400870690787926,87.78947368421052,True
E2,1.0,HARD_STOP,709,-438348.7832913605,-493393.02186463744,55044.23857327696,-4.933930218646374,0.0,0.0,-0.9648009359323816,-1.0610818330303107,7.8645980253878705,False
E2,1.0,PROFIT_FLOOR,429,156869.78765336872,122719.69340887651,34150.094244492226,1.2271969340887652,0.9487179487179487,350.09433199706143,0.39545762525847367,0.18335034403422196,20.3986013986014,True
E2,1.0,TIME_EXIT,81,464841.55526223074,458034.09713634866,6807.458125882041,4.580340971363486,1.0,,7.7549200535982,5.8285919571381,88.88888888888889,True
E2,2.0,HARD_STOP,588,-368786.0330672806,-456208.36060274625,87422.32753546562,-4.562083606027462,0.0,0.0,-1.0846971607072042,-1.1392680192284212,7.875850340136054,False
E2,2.0,PROFIT_FLOOR,354,133633.0453632467,79725.80050693272,53907.24485631398,0.7972580050693272,0.7740112994350282,17.740330120867032,0.3114969277984816,0.13404929970232865,20.95762711864407,True
E2,2.0,TIME_EXIT,64,378339.2304965492,368116.1875650565,10223.042931492762,3.681161875650565,1.0,,7.918586470171216,5.625891240821097,87.75,True
