universe_id,cost_multiplier,path,sha256,trade_count,maximum_entry_year
C2,1.0,universes/C2/cost-1x/adjusted-trades.parquet,e1e597ce0af5f37bac111b8a0a2d17fe0d7027c16fe10992b819823ad33e4894,1206,2024
C2,2.0,universes/C2/cost-2x/adjusted-trades.parquet,50402a00e64812d3caa5cffffb4be1361dd9268836ffaa4f0ef1bef7886bfdeb,1007,2024
D2,1.0,universes/D2/cost-1x/adjusted-trades.parquet,07ccd3acccc349fe051d49b5741f3ce8056a41ee5b1d49077820340b7749c3bc,1194,2024
D2,2.0,universes/D2/cost-2x/adjusted-trades.parquet,19f3c8b835820362b5fc4bb41a05d1c80b32b901f5dcb5ada885d5a2b1dc6bb9,1106,2024
E2,1.0,universes/E2/cost-1x/adjusted-trades.parquet,d9b94779ce52e937b28f6b3a309b3cc4192d7510fe3f21fefd353feb5617ef2e,1219,2024
E2,2.0,universes/E2/cost-2x/adjusted-trades.parquet,94f1ee91b4e2b56949b9fda3889bdecaf76af441287e1ce8420f987aa97e6854,1006,2024
