universe_id,cost_multiplier,entry_year,trade_count,gross_pnl,net_pnl,implied_fees,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_holding_bars,positive_net_contribution
C2,1.0,2019,32,-7345.284078434463,-9817.862195725096,2472.5781172906336,-0.09817862195725097,0.3125,0.1712616336038531,-0.5090532357149752,-0.787298266586171,11.03125,False
C2,1.0,2020,259,76473.40271617172,55123.63903305103,21349.76368312069,0.5512363903305103,0.4092664092664093,1.5556881964534857,0.2971836719191385,-0.6501543097679672,19.517374517374517,True
C2,1.0,2021,330,72632.42396946943,50161.500069315865,22470.923900153568,0.5016150006931587,0.43333333333333335,1.339456429443045,0.20116490551327368,-1.0278041665400162,19.187878787878788,True
C2,1.0,2022,41,-8315.901614549855,-11153.329587721279,2837.4279731714228,-0.11153329587721278,0.2682926829268293,0.4348654338107538,-0.4211438388149892,-1.0462252363445876,12.439024390243903,False
C2,1.0,2023,228,25945.27090224455,5834.547541090815,20110.723361153738,0.05834547541090815,0.40789473684210525,1.0774367482129348,0.04391479493013047,-0.5076017511857442,16.214912280701753,True
C2,1.0,2024,316,35296.333919338605,9441.601327070806,25854.7325922678,0.09441601327070806,0.370253164556962,1.0697246840567038,0.03272306783641592,-0.7476551123943151,16.870253164556964,True
C2,2.0,2019,32,-7345.284078434463,-12290.44031301573,4945.156234581267,-0.1229044031301573,0.125,0.10784020427137471,-0.6367584509531623,-0.9198436469000317,11.03125,False
C2,2.0,2020,213,50715.887830860134,16877.77718569568,33838.11064516445,0.16877777185695678,0.3380281690140845,1.1835850566695711,0.1078380497605633,-0.78943009019141,18.87323943661972,True
C2,2.0,2021,316,72119.57380177129,29537.66407234099,42581.90972943029,0.2953766407234099,0.3987341772151899,1.1894738794405537,0.12198942452192679,-1.090129922566437,19.579113924050635,True
C2,2.0,2022,40,-7919.787993628346,-13462.236034012902,5542.4480403845555,-0.134622360340129,0.2,0.37038130620008775,-0.5240442629356975,-1.1563824327343175,12.675,False
C2,2.0,2023,187,3436.9986152011315,-28601.515497852823,32038.514113053952,-0.28601515497852825,0.28342245989304815,0.6279678917624993,-0.2005847458743475,-0.7039970986138394,15.106951871657754,False
C2,2.0,2024,219,33784.80774733247,596.0963546540797,33188.71139267839,0.0059609635465407975,0.3242009132420091,1.0057069550137516,-0.010563695976512633,-0.9132066428774617,17.22374429223744,True
D2,1.0,2019,32,-7345.284078434463,-9817.862195725096,2472.5781172906336,-0.09817862195725097,0.3125,0.1712616336038531,-0.5090532357149752,-0.787298266586171,11.03125,False
D2,1.0,2020,250,97471.90266250157,76727.77378744264,20744.12887505893,0.7672777378744264,0.412,1.8213211657579322,0.42396934752134685,-0.6486617629400943,19.52,True
D2,1.0,2021,321,93117.28584529282,70522.72172690884,22594.56411838398,0.7052272172690884,0.45794392523364486,1.5120737149288623,0.29245385982620564,-0.9591204615089968,20.043613707165107,True
D2,1.0,2022,41,-8315.901614549855,-11153.329587721279,2837.4279731714228,-0.11153329587721278,0.2682926829268293,0.4348654338107538,-0.4211438388149892,-1.0462252363445876,12.439024390243903,False
D2,1.0,2023,239,19536.198532558734,-1231.2079933920459,20767.406525950784,-0.012312079933920458,0.41422594142259417,0.9845758698595038,0.0020998589212487787,-0.5014008715773647,16.476987447698743,False
D2,1.0,2024,311,1878.2788771294008,-23868.665693209787,25746.94457033919,-0.23868665693209787,0.3408360128617363,0.8274330653967777,-0.10887412021641518,-0.7752193615616282,16.032154340836012,False
D2,2.0,2019,32,-7345.284078434463,-12290.44031301573,4945.156234581267,-0.1229044031301573,0.125,0.10784020427137471,-0.6367584509531623,-0.9198436469000317,11.03125,False
D2,2.0,2020,215,68329.45356870547,33556.20932746903,34773.24424123645,0.3355620932746903,0.3488372093023256,1.3798310619381262,0.21534906571485277,-0.762733344726191,19.311627906976746,True
D2,2.0,2021,321,93117.28584529282,47928.157608524874,45189.12823676795,0.47928157608524874,0.4205607476635514,1.3193341933317184,0.19787647881168047,-1.0714195886399724,20.043613707165107,True
D2,2.0,2022,41,-8315.901614549855,-13990.7575608927,5674.8559463428455,-0.139907575608927,0.1951219512195122,0.36144686175752894,-0.5370442334435975,-1.1561387753301873,12.439024390243903,False
D2,2.0,2023,227,19374.171153546464,-19772.54838517013,39146.7195387166,-0.19772548385170127,0.31277533039647576,0.7801657229211659,-0.11341643826951206,-0.6547391684227253,16.378854625550662,False
D2,2.0,2024,270,458.7003817163859,-43337.03686482791,43795.73724654428,-0.4333703686482791,0.26296296296296295,0.6799816097059067,-0.22373423725573055,-0.9085232560779138,16.248148148148147,False
E2,1.0,2019,32,-7345.284078434463,-9817.862195725096,2472.5781172906336,-0.09817862195725097,0.3125,0.1712616336038531,-0.5090532357149752,-0.787298266586171,11.03125,False
E2,1.0,2020,259,76473.40271617172,55123.63903305103,21349.76368312069,0.5512363903305103,0.4092664092664093,1.5556881964534857,0.2971836719191385,-0.6501543097679672,19.517374517374517,True
E2,1.0,2021,329,68294.65058550003,45905.06177482316,22389.588810676883,0.4590506177482316,0.4376899696048632,1.3140963210279732,0.18452634577524832,-1.0204700575300336,19.09726443768997,True
E2,1.0,2022,41,-8315.901614549855,-11153.329587721279,2837.4279731714228,-0.11153329587721278,0.2682926829268293,0.4348654338107538,-0.4211438388149892,-1.0462252363445876,12.439024390243903,False
E2,1.0,2023,239,19720.430578764754,-1078.3299611412767,20798.760539906034,-0.010783299611412767,0.41422594142259417,0.9865025880490939,0.0029527349728569988,-0.5014008715773647,16.640167364016737,False
E2,1.0,2024,319,34535.26143678678,8381.589617301232,26153.67181948555,0.08381589617301231,0.36990595611285265,1.0612143433165497,0.027984766426169295,-0.7526402221145517,16.768025078369906,True
E2,2.0,2019,32,-7345.284078434463,-12290.44031301573,4945.156234581267,-0.1229044031301573,0.125,0.10784020427137471,-0.6367584509531623,-0.9198436469000317,11.03125,False
E2,2.0,2020,213,50715.887830860134,16877.77718569568,33838.11064516445,0.16877777185695678,0.3380281690140845,1.1835850566695711,0.1078380497605633,-0.78943009019141,18.87323943661972,True
E2,2.0,2021,317,68549.2625957204,25728.887721287247,42820.37487443315,0.25728887721287247,0.4037854889589905,1.1668216437874996,0.10558451003424986,-1.085747316332733,19.479495268138802,True
E2,2.0,2022,40,-7919.787993628346,-13462.236034012902,5542.4480403845555,-0.134622360340129,0.2,0.37038130620008775,-0.5240442629356975,-1.1563824327343175,12.675,False
E2,2.0,2023,186,4466.360340628373,-26891.790007733594,31358.150348361974,-0.26891790007733596,0.2956989247311828,0.6470326024153169,-0.18798153025328984,-0.6954213546329657,15.623655913978494,False
E2,2.0,2024,218,34719.804097369255,1671.4289170223128,33048.37518034695,0.016714289170223127,0.3256880733944954,1.0161551271311453,-0.004035195729504366,-0.9112381610808898,16.995412844036696,True
