universe_id,cost_multiplier,market_regime,trade_count,gross_pnl,net_pnl,implied_fees,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_holding_bars,positive_net_contribution
C2,1.0,BEAR,95,3796.385587516409,-2351.998950269362,6148.3845377857715,-0.02351998950269362,0.3894736842105263,0.9056655989037168,-0.08892713537459873,-0.71292543202416,12.157894736842104,False
C2,1.0,BULL,56,7209.6504819384345,4015.1039049582523,3194.5465769801835,0.040151039049582525,0.48214285714285715,1.2705192328737844,0.14339656803422315,-0.7244749250829243,15.696428571428571,True
C2,1.0,STRONG_BULL,1055,183680.20974478516,97926.99123239324,85753.2185123919,0.9792699123239323,0.3943127962085308,1.2178405393785863,0.1237623901831194,-0.7191562410132137,18.240758293838862,True
C2,2.0,BEAR,96,1131.2291631491844,-11300.771562574088,12432.000725723272,-0.11300771562574087,0.20833333333333334,0.6279658840502229,-0.2716167533757802,-0.8479647516694834,11.052083333333334,False
C2,2.0,BULL,56,8105.7641028599455,1732.565179306324,6373.198923553619,0.017325651793063238,0.4642857142857143,1.1079246648202015,0.06187732783236872,-0.43723570071671336,16.375,True
C2,2.0,STRONG_BULL,855,135555.20265709306,2225.5521510770704,133329.65050601604,0.022255521510770704,0.3368421052631579,1.0053257401763425,0.0034706466293599357,-0.9273902512097306,18.346198830409357,True
D2,1.0,BEAR,103,3952.2642411203583,-2727.2032610943443,6679.4675022147,-0.027272032610943443,0.3883495145631068,0.8975390712332008,-0.08930569400229944,-0.7055808772502924,12.902912621359222,False
D2,1.0,BULL,52,8427.148451231542,5417.622880252558,3009.525570978982,0.05417622880252558,0.5,1.4059749680459126,0.20837011077894446,-0.30420674530647634,16.826923076923077,True
D2,1.0,STRONG_BULL,1039,183963.06753214632,98489.01042514504,85474.05710700125,0.9848901042514504,0.3946102021174206,1.2233820267860305,0.12638949043971132,-0.7077689642498014,18.187680461982676,True
D2,2.0,BEAR,106,3901.851868569613,-9863.944540515417,13765.796409085031,-0.09863944540515417,0.2358490566037736,0.6907451617768484,-0.21888258754676942,-0.834450458955101,11.924528301886792,False
D2,2.0,BULL,53,8927.148451231542,2791.5836337220344,6135.5648175095075,0.027915836337220345,0.4716981132075472,1.1869843274469187,0.10534277863102007,-0.026787293290969016,17.28301886792453,True
D2,2.0,STRONG_BULL,947,152789.4249364757,-834.0552811191883,153623.48021759486,-0.008340552811191882,0.33157338965153116,0.9981574235571254,-0.001174312257823581,-0.8560064690802768,18.34635691657867,False
E2,1.0,BEAR,97,3370.368643340122,-2908.9165636763983,6279.28520701652,-0.029089165636763982,0.3917525773195876,0.8859105032578644,-0.09857642358145315,-0.71292543202416,12.1340206185567,False
E2,1.0,BULL,55,7565.7747791714255,4437.472144494073,3128.30263467735,0.044374721444940736,0.4909090909090909,1.3077337108365596,0.16136262343614807,-0.715066423681545,15.945454545454545,True
E2,1.0,STRONG_BULL,1067,172426.41620172744,85832.2130997701,86594.20310195735,0.858322130997701,0.3964386129334583,1.1891294241540356,0.10725674864076234,-0.7166127634829226,18.250234301780694,True
E2,2.0,BEAR,98,705.2122189728981,-11988.58984521187,12693.802064184772,-0.11988589845211871,0.20408163265306123,0.6140612338640938,-0.2801106621362293,-0.8479647516694834,11.051020408163266,False
E2,2.0,BULL,54,8961.888400092936,2818.106758792268,6143.781641300661,0.02818106758792268,0.48148148148148145,1.188276360659803,0.10437432439971375,-0.020183894306564497,16.833333333333332,True
E2,2.0,STRONG_BULL,854,133519.14217344954,804.1105556626353,132715.0316177869,0.008041105556626352,0.34192037470725994,1.0019378983941154,0.0012554419292156544,-0.9302219307044581,18.353629976580795,True
