universe_id,cost_multiplier,engine_id,trade_count,gross_pnl,net_pnl,implied_fees,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_holding_bars,positive_net_contribution
C2,1.0,COMPRESSION_EXPANSION_SPECIALIST_V3,623,77827.66561661364,27686.329002473656,50141.336614139975,0.2768632900247366,0.38362760834670945,1.111366367844744,0.05156829858455195,-0.664921336104177,17.203852327447834,True
C2,1.0,TREND_CONTINUATION_CORE_V3,583,116858.58019762638,71903.76718460847,44954.81301301788,0.7190376718460847,0.41337907375643224,1.2987225919517171,0.168137910076063,-0.7916713324845671,18.11320754716981,True
C2,2.0,COMPRESSION_EXPANSION_SPECIALIST_V3,496,33637.20695284954,-42645.26076827329,76282.46772112284,-0.4264526076827329,0.29435483870967744,0.8143730208098756,-0.13458472596730733,-0.856884063294405,16.816532258064516,False
C2,2.0,TREND_CONTINUATION_CORE_V3,511,111154.98897025266,35302.60653608259,75852.38243417005,0.35302606536082587,0.3679060665362035,1.1504936245764539,0.09219442070924652,-0.9513950043398093,18.244618395303327,True
D2,1.0,COMPRESSION_EXPANSION_SPECIALIST_V3,608,36951.975873863645,-12894.779829028063,49846.75570289173,-0.12894779829028064,0.36348684210526316,0.9480619631362879,-0.036564525160706816,-0.6869592369303154,16.66611842105263,False
D2,1.0,TREND_CONTINUATION_CORE_V3,586,159390.50435063455,114074.20987333135,45316.294477303214,1.1407420987333134,0.4351535836177474,1.4904544580689814,0.2648236708922152,-0.7334841702621745,18.716723549488055,True
D2,2.0,COMPRESSION_EXPANSION_SPECIALIST_V3,551,31076.912375948283,-57736.98574295542,88813.89811890371,-0.5773698574295542,0.2813067150635209,0.7708301569496188,-0.1561580821650352,-0.8130965944817051,16.78402903811252,False
D2,2.0,TREND_CONTINUATION_CORE_V3,555,134541.51288032852,49830.56955504283,84710.9433252857,0.4983056955504283,0.37657657657657656,1.2013008906223763,0.1212840406347063,-0.8831400925341449,18.56936936936937,True
E2,1.0,COMPRESSION_EXPANSION_SPECIALIST_V3,627,64830.027091086995,14427.353064741945,50402.67402634505,0.14427353064741943,0.3827751196172249,1.0574844075157734,0.022451574203501686,-0.6676596887382229,17.16267942583732,True
E2,1.0,TREND_CONTINUATION_CORE_V3,592,118532.532533152,72933.41561584582,45599.11691730617,0.7293341561584582,0.4189189189189189,1.3004267974230448,0.16837642732379238,-0.7729556235673744,18.18581081081081,True
E2,2.0,COMPRESSION_EXPANSION_SPECIALIST_V3,494,26619.63435127578,-49079.83414233188,75699.46849360768,-0.4907983414233188,0.291497975708502,0.7859057498946972,-0.1534251027671142,-0.856884063294405,16.516194331983804,False
E2,2.0,TREND_CONTINUATION_CORE_V3,512,116566.60844123957,40713.461611574894,75853.14682966468,0.4071346161157489,0.37890625,1.1756959528792839,0.1075185875053489,-0.9302219307044581,18.568359375,True
