universe_id,cost_multiplier,holding_bucket,trade_count,gross_pnl,net_pnl,implied_fees,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_holding_bars,positive_net_contribution
C2,1.0,01_06_BARS,530,-246603.40713173186,-288243.7376341891,41640.33050245723,-2.882437376341891,0.1490566037735849,0.049498436899077285,-0.7523684686640577,-1.031494523747869,3.29811320754717,False
C2,1.0,07_12_BARS,230,-59145.88225514024,-77129.06439482831,17983.18213968807,-0.7712906439482831,0.391304347826087,0.19770847950874143,-0.46163064858043323,-0.7794235528132946,9.252173913043478,False
C2,1.0,13_24_BARS,208,-12003.4717192729,-28350.535370866804,16347.0636515939,-0.28350535370866803,0.5384615384615384,0.5459809156850275,-0.19349952424088274,0.03247224121379505,18.28846153846154,False
C2,1.0,25_36_BARS,80,7618.6529009750975,1458.069804415698,6160.5830965594,0.01458069804415698,0.6625,1.0720525817299613,0.02038511113852326,0.1721076723138787,29.0375,True
C2,1.0,37_48_BARS,47,46798.78046472945,43335.75655148538,3463.023913244076,0.43335756551485377,0.8936170212765957,21.69752666359527,1.6100582624306137,0.8746572875386749,43.212765957446805,True
C2,1.0,49_72_BARS,35,11167.711386199697,8259.933562300932,2907.777823898764,0.08259933562300932,0.8,2.605046209791187,0.3146641357067022,0.49830833471058433,58.25714285714286,True
C2,1.0,73_96_BARS,76,446853.86216848076,440259.6736687643,6594.1884997164225,4.402596736687643,1.0,,7.72385392401341,5.709388223492686,94.80263157894737,True
C2,2.0,01_06_BARS,450,-211002.1970327862,-278929.32144025585,67927.12440746963,-2.7892932144025586,0.1,0.032941791755829807,-0.8667594416421817,-1.1115402249170847,3.2711111111111113,False
C2,2.0,07_12_BARS,182,-52567.03060887996,-79492.7212480575,26925.690639177526,-0.794927212480575,0.2857142857142857,0.11415453577973854,-0.6062837442526247,-0.9872826421256602,9.296703296703297,False
C2,2.0,13_24_BARS,174,-11529.281267366376,-37612.917816515066,26083.636549148698,-0.3761291781651507,0.4367816091954023,0.381118618467265,-0.30849803484977173,-0.09307535268068758,18.224137931034484,False
C2,2.0,25_36_BARS,66,5586.130684830047,-4276.6358520739695,9862.766536904017,-0.0427663585207397,0.5606060606060606,0.7727646936775137,-0.09774543296868315,0.07668144631122606,29.12121212121212,False
C2,2.0,37_48_BARS,44,46420.51308340691,40006.00509803131,6414.507985375606,0.4000600509803131,0.9090909090909091,28.55873952602024,1.5967118719655948,0.7618946958140962,43.0,True
C2,2.0,49_72_BARS,31,10623.739366615997,5669.081608891691,4954.657757724307,0.05669081608891691,0.8064516129032258,2.128966533831081,0.24383146704910502,0.6123788389289163,58.83870967741935,True
C2,2.0,73_96_BARS,60,357260.32169728173,347293.8554177886,9966.466279493125,3.4729385541778863,0.9833333333333333,4414.4823852753725,7.7176412315064145,5.461300320270727,94.85,True
D2,1.0,01_06_BARS,528,-242141.62548743078,-284035.5273783542,41893.901890923415,-2.8403552737835422,0.15151515151515152,0.05213872472983475,-0.7458905949148873,-1.0047210894823368,3.257575757575758,False
D2,1.0,07_12_BARS,229,-62298.36002037464,-80479.03519333963,18180.675172964984,-0.8047903519333963,0.37117903930131,0.1841327641194435,-0.4834272222747484,-0.822565887781993,9.296943231441048,False
D2,1.0,13_24_BARS,203,-7005.605761527002,-23055.259277000045,16049.65351547304,-0.23055259277000045,0.5566502463054187,0.6055027488652018,-0.15993060008689372,0.04735806325211735,18.25615763546798,False
D2,1.0,25_36_BARS,75,8304.003366000949,2416.46642673104,5887.536939269909,0.0241646642673104,0.68,1.1393613162227605,0.037432426236055714,0.17448688213686905,29.013333333333332,True
D2,1.0,37_48_BARS,48,46665.95873483892,43086.21926396935,3579.7394708695692,0.43086219263969355,0.875,18.704468135437057,1.5865326272495655,0.8729648722469983,43.3125,True
D2,1.0,49_72_BARS,34,12486.66273726882,9592.967893754161,2893.6948435146596,0.09592967893754162,0.8235294117647058,3.2082638471156026,0.3761948193629082,0.7068958707778792,57.38235294117647,True
D2,1.0,73_96_BARS,77,440331.4466557219,433653.59830854257,6677.848347179361,4.336535983085426,1.0,,7.50915321746394,5.558216256752567,95.32467532467533,True
D2,2.0,01_06_BARS,482,-222042.620223842,-297466.27940958,75423.65918573795,-2.9746627940957997,0.0912863070539419,0.02839569307339389,-0.8624911675937458,-1.1041763666869526,3.219917012448133,False
D2,2.0,07_12_BARS,210,-62527.32887536155,-95059.52726879134,32532.198393429804,-0.9505952726879134,0.2619047619047619,0.10342695847293633,-0.6243972195135644,-0.9889184819850627,9.304761904761905,False
D2,2.0,13_24_BARS,193,-5796.838305415321,-35824.606021532505,30027.76771611718,-0.35824606021532507,0.44041450777202074,0.4214306883732645,-0.2613121280599801,-0.07511569941629109,18.191709844559586,False
D2,2.0,25_36_BARS,72,7749.926584678373,-3297.9747465999417,11047.901331278314,-0.032979747465999416,0.6111111111111112,0.8203246583286922,-0.07411588646921524,0.08290873077424332,29.041666666666668,False
D2,2.0,37_48_BARS,48,48655.274939330426,41403.20007213161,7252.07486719882,0.4140320007213161,0.875,21.19035524823461,1.5437136343772588,0.7478131612104988,43.3125,True
D2,2.0,49_72_BARS,33,11805.068539452323,6218.842240618835,5586.226298833488,0.06218842240618835,0.8181818181818182,2.270888683031826,0.25126635315631657,0.5546117673206099,57.06060606060606,True
D2,2.0,73_96_BARS,68,387774.9425974346,376119.9289458408,11655.013651593852,3.761199289458408,0.9852941176470589,4780.810109673672,7.374900567565505,5.400870690787926,95.3529411764706,True
E2,1.0,01_06_BARS,536,-249170.43462969942,-291326.52685381635,42156.09222411693,-2.9132652685381637,0.15111940298507462,0.04978890445207084,-0.751791504237835,-1.032897010230272,3.296641791044776,False
E2,1.0,07_12_BARS,231,-58596.06369718179,-76679.6957553279,18083.632058146126,-0.766796957553279,0.3939393939393939,0.20238278292308493,-0.45703848912337275,-0.7691975433222232,9.255411255411255,False
E2,1.0,13_24_BARS,211,-11918.763926372729,-28374.901422419498,16456.137496046766,-0.28374901422419496,0.5402843601895735,0.5534397787116608,-0.19087922483441702,0.03170564012434405,18.298578199052134,False
E2,1.0,25_36_BARS,81,7806.152900975098,1588.9349660183505,6217.217934956748,0.015889349660183506,0.6666666666666666,1.0785194687908028,0.022287602138502838,0.17448688213686905,29.037037037037038,True
E2,1.0,37_48_BARS,47,46798.78046472945,43335.75655148538,3463.023913244076,0.43335756551485377,0.8936170212765957,21.69752666359527,1.6100582624306137,0.8746572875386749,43.212765957446805,True
E2,1.0,49_72_BARS,37,12599.305584016194,9547.942947664325,3051.3626363518674,0.09547942947664326,0.8108108108108109,2.855328438644503,0.34407001613204785,0.688634557869161,58.351351351351354,True
E2,1.0,73_96_BARS,76,435843.58292777214,429269.2582469834,6574.3246807887035,4.292692582469834,1.0,,7.531039618368132,5.57420037329992,94.98684210526316,True
E2,2.0,01_06_BARS,447,-208548.19724692352,-275947.8399380913,67399.64269116783,-2.759478399380913,0.1029082774049217,0.03329050100066254,-0.8630015984545971,-1.111941759103521,3.2684563758389262,False
E2,2.0,07_12_BARS,182,-52567.03060887996,-79492.7212480575,26925.690639177526,-0.794927212480575,0.2857142857142857,0.11415453577973854,-0.6062837442526247,-0.9872826421256602,9.296703296703297,False
