applicable_end,applicable_start,boundary_status,coverage_ratio,covered_pair_days,documented_inactivity_boundary,expected_applicable_pair_days,first_valid_open,last_valid_open,missing_pair_days,pair,product_eligible
2024-12-31T00:00:00+00:00,2021-10-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1169,True,1169,2021-10-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,INJ-USDT,True
2024-12-31T00:00:00+00:00,2023-12-06T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,392,True,392,2023-12-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,INSP-USDT,True
2024-12-31T00:00:00+00:00,2021-03-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1379,True,1379,2021-03-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,IOST-USDT,True
2024-12-31T00:00:00+00:00,2021-12-31T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1097,True,1097,2021-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,IOTA-USDT,True
2024-12-31T00:00:00+00:00,2023-10-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,449,True,449,2023-10-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ISLM-USDT,True
2024-12-31T00:00:00+00:00,2021-11-05T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1153,True,1153,2021-11-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ISP-USDT,True
2024-12-31T00:00:00+00:00,2021-10-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1162,True,1162,2021-10-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,JASMY-USDT,True
2024-12-31T00:00:00+00:00,2020-08-06T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1609,True,1609,2020-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,JST-USDT,True
2024-12-31T00:00:00+00:00,2023-12-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,391,True,391,2023-12-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,JTO-USDT,True
2024-12-31T00:00:00+00:00,2024-01-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,355,True,355,2024-01-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KACE-USDT,True
2024-12-31T00:00:00+00:00,2023-05-06T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,606,True,606,2023-05-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KAS-USDT,True
2024-12-31T00:00:00+00:00,2021-11-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1134,True,1134,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KAVA-USDT,True
2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,EXACT_FULL_HISTORY,0.9890510948905109,2168,True,2192,2017-10-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,24,KCS-USDT,True
2024-12-31T00:00:00+00:00,2021-02-05T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1426,True,1426,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KLV-USDT,True
2024-12-31T00:00:00+00:00,2022-04-26T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,981,True,981,2022-04-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KNC-USDT,True
2024-12-31T00:00:00+00:00,2020-04-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1727,True,1727,2020-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KPOL-USDT,True
2024-12-31T00:00:00+00:00,2021-03-16T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1387,True,1387,2021-03-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KRL-USDT,True
2024-12-31T00:00:00+00:00,2020-02-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1785,True,1785,2020-02-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,KSM-USDT,True
2024-12-31T00:00:00+00:00,2023-05-22T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,590,True,590,2023-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LADYS-USDT,True
2024-12-31T00:00:00+00:00,2022-07-08T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,908,True,908,2022-07-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LDO-USDT,True
2024-12-31T00:00:00+00:00,2021-11-23T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1135,True,1135,2021-11-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LIKE-USDT,True
2024-12-31T00:00:00+00:00,2020-08-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1595,True,1595,2020-08-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LINK-USDT,True
2024-12-31T00:00:00+00:00,2023-05-16T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,596,True,596,2023-05-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LMWR-USDT,True
2024-12-31T00:00:00+00:00,2023-04-21T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,621,True,621,2023-04-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LOCUS-USDT,True
2024-12-31T00:00:00+00:00,2021-06-30T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1281,True,1281,2021-06-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LPT-USDT,True
2024-12-31T00:00:00+00:00,2023-03-16T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,657,True,657,2023-03-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LQTY-USDT,True
2024-12-31T00:00:00+00:00,2021-02-03T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1428,True,1428,2021-02-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LRC-USDT,True
2024-12-31T00:00:00+00:00,2023-11-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,404,True,404,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LSK-USDT,True
2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,EXACT_FULL_HISTORY,0.9913321167883211,2173,True,2192,2018-01-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,19,LTC-USDT,True
2024-12-31T00:00:00+00:00,2022-05-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,949,True,949,2022-05-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LUNA-USDT,True
2024-12-31T00:00:00+00:00,2022-05-26T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,951,True,951,2022-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LUNC-USDT,True
2024-12-31T00:00:00+00:00,2023-07-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,527,True,527,2023-07-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,LYX-USDT,True
2024-12-31T00:00:00+00:00,2023-01-17T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,715,True,715,2023-01-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MAGIC-USDT,True
2024-12-31T00:00:00+00:00,2021-04-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1365,True,1365,2021-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MAN-USDT,True
2024-12-31T00:00:00+00:00,2021-03-17T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1386,True,1386,2021-03-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MANA-USDT,True
2024-12-31T00:00:00+00:00,2024-01-18T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,349,True,349,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MANTA-USDT,True
2024-12-31T00:00:00+00:00,2024-04-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,248,True,248,2024-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MAPO-USDT,True
2024-12-31T00:00:00+00:00,2022-02-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1038,True,1038,2022-02-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MARS4-USDT,True
2024-12-31T00:00:00+00:00,2021-02-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1407,True,1407,2021-02-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MASK-USDT,True
2024-12-31T00:00:00+00:00,2023-06-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,553,True,553,2023-06-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MAV-USDT,True
2024-12-31T00:00:00+00:00,2022-05-13T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,964,True,964,2022-05-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MBL-USDT,True
2024-12-31T00:00:00+00:00,2023-11-03T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,425,True,425,2023-11-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MEME-USDT,True
2024-12-31T00:00:00+00:00,2022-03-03T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1035,True,1035,2022-03-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,METIS-USDT,True
2024-12-31T00:00:00+00:00,2023-03-08T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,665,True,665,2023-03-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MINA-USDT,True
2024-12-31T00:00:00+00:00,2020-08-06T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1609,True,1609,2020-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MLK-USDT,True
2024-12-31T00:00:00+00:00,2023-11-30T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,398,True,398,2023-11-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MNT-USDT,True
2024-12-31T00:00:00+00:00,2024-05-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,219,True,219,2024-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MONPRO-USDT,True
2024-12-31T00:00:00+00:00,2021-08-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1223,True,1223,2021-08-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MOVR-USDT,True
2024-12-31T00:00:00+00:00,2021-08-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1238,True,1238,2021-08-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MTL-USDT,True
2024-12-31T00:00:00+00:00,2021-11-02T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1156,True,1156,2021-11-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MTRG-USDT,True
2024-12-31T00:00:00+00:00,2019-04-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,2094,True,2094,2019-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MTV-USDT,True
2024-12-31T00:00:00+00:00,2023-04-06T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,636,True,636,2023-04-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MYRIA-USDT,True
2024-12-31T00:00:00+00:00,2023-12-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,371,True,371,2023-12-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,MYRO-USDT,True
2024-12-31T00:00:00+00:00,2021-10-15T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1174,True,1174,2021-10-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NAKA-USDT,True
2024-12-31T00:00:00+00:00,2022-11-29T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,764,True,764,2022-11-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NAVI-USDT,True
2024-12-31T00:00:00+00:00,2021-07-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1272,True,1272,2021-07-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NEAR-USDT,True
2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,EXACT_FULL_HISTORY,0.9908759124087592,2172,True,2192,2017-11-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,20,NEO-USDT,True
2024-12-31T00:00:00+00:00,2024-01-15T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,352,True,352,2024-01-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NEON-USDT,True
2024-12-31T00:00:00+00:00,2024-01-11T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,356,True,356,2024-01-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NFP-USDT,True
2024-12-31T00:00:00+00:00,2021-06-11T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1300,True,1300,2021-06-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NFT-USDT,True
2024-12-31T00:00:00+00:00,2020-09-25T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1559,True,1559,2020-09-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NIM-USDT,True
2024-12-31T00:00:00+00:00,2021-09-15T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1204,True,1204,2021-09-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NKN-USDT,True
2024-12-31T00:00:00+00:00,2021-09-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1212,True,1212,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NMR-USDT,True
2024-12-31T00:00:00+00:00,2021-11-18T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1140,True,1140,2021-11-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NUM-USDT,True
2024-12-31T00:00:00+00:00,2023-03-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,666,True,666,2023-03-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NXRA-USDT,True
2024-12-31T00:00:00+00:00,2022-04-15T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,992,True,992,2022-04-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,NYM-USDT,True
2024-12-31T00:00:00+00:00,2023-05-29T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,583,True,583,2023-05-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OBI-USDT,True
2024-12-31T00:00:00+00:00,2021-05-14T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1328,True,1328,2021-05-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OGN-USDT,True
2024-12-31T00:00:00+00:00,2024-01-18T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,349,True,349,2024-01-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ONDO-USDT,True
2024-12-31T00:00:00+00:00,2019-08-22T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1959,True,1959,2019-08-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ONE-USDT,True
2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,EXACT_FULL_HISTORY,0.978558394160584,2145,True,2192,2018-09-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,47,ONT-USDT,True
2024-12-31T00:00:00+00:00,2024-06-18T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,197,True,197,2024-06-18T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OORT-USDT,True
2024-12-31T00:00:00+00:00,2022-05-31T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,946,True,946,2022-05-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OP-USDT,True
2024-12-31T00:00:00+00:00,2021-02-23T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1408,True,1408,2021-02-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ORAI-USDT,True
2024-12-31T00:00:00+00:00,2021-03-26T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1377,True,1377,2021-03-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ORBS-USDT,True
2024-12-31T00:00:00+00:00,2024-01-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,355,True,355,2024-01-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ORCA-USDT,True
2024-12-31T00:00:00+00:00,2023-06-01T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,580,True,580,2023-06-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ORDI-USDT,True
2024-12-31T00:00:00+00:00,2023-01-13T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,719,True,719,2023-01-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OSMO-USDT,True
2024-12-31T00:00:00+00:00,2023-04-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,630,True,630,2023-04-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OTK-USDT,True
2024-12-31T00:00:00+00:00,2022-04-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,979,True,979,2022-04-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OVR-USDT,True
2024-12-31T00:00:00+00:00,2021-09-13T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1206,True,1206,2021-09-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,OXT-USDT,True
2024-12-31T00:00:00+00:00,2021-09-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1192,True,1192,2021-09-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,P2P-USDT,True
2024-12-31T00:00:00+00:00,2021-11-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1148,True,1148,2021-11-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PAXG-USDT,True
2024-12-31T00:00:00+00:00,2023-07-03T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,548,True,548,2023-07-03T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PENDLE-USDT,True
2024-12-31T00:00:00+00:00,2021-12-22T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1106,True,1106,2021-12-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PEOPLE-USDT,True
2024-12-31T00:00:00+00:00,2023-05-05T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,607,True,607,2023-05-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PEPE-USDT,True
2024-12-31T00:00:00+00:00,2021-02-26T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1405,True,1405,2021-02-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PHA-USDT,True
2024-12-31T00:00:00+00:00,2022-09-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,834,True,834,2022-09-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PIX-USDT,True
2024-12-31T00:00:00+00:00,2022-10-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,805,True,805,2022-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,POKT-USDT,True
2024-12-31T00:00:00+00:00,2023-11-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,419,True,419,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,POL-USDT,True
2024-12-31T00:00:00+00:00,2021-06-04T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1307,True,1307,2021-06-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,POLS-USDT,True
2024-12-31T00:00:00+00:00,2023-12-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,379,True,379,2023-12-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,POLYX-USDT,True
2024-12-31T00:00:00+00:00,2021-12-02T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1126,True,1126,2021-12-02T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,POND-USDT,True
2024-12-31T00:00:00+00:00,2021-05-27T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1315,True,1315,2021-05-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PROM-USDT,True
2024-12-31T00:00:00+00:00,2021-04-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1363,True,1363,2021-04-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PUNDIX-USDT,True
2024-12-31T00:00:00+00:00,2021-10-12T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1177,True,1177,2021-10-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PUSH-USDT,True
2024-12-31T00:00:00+00:00,2021-05-26T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1316,True,1316,2021-05-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PYR-USDT,True
2024-12-31T00:00:00+00:00,2023-11-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,408,True,408,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PYTH-USDT,True
2024-12-31T00:00:00+00:00,2023-04-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,623,True,623,2023-04-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,PZP-USDT,True
2024-12-31T00:00:00+00:00,2021-08-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1231,True,1231,2021-08-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,QI-USDT,True
2024-12-31T00:00:00+00:00,2023-11-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,404,True,404,2023-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,QKC-USDT,True
2024-12-31T00:00:00+00:00,2021-02-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1424,True,1424,2021-02-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,QNT-USDT,True
2024-12-31T00:00:00+00:00,2023-11-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,408,True,408,2023-11-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RATS-USDT,True
2024-12-31T00:00:00+00:00,2024-01-04T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,363,True,363,2024-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RAY-USDT,True
2024-12-31T00:00:00+00:00,2021-10-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1170,True,1170,2021-10-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,REEF-USDT,True
2024-12-31T00:00:00+00:00,2021-08-13T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1237,True,1237,2021-08-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,REQ-USDT,True
2024-12-31T00:00:00+00:00,2022-01-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1090,True,1090,2022-01-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,REVU-USDT,True
2024-12-31T00:00:00+00:00,2021-09-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1209,True,1209,2021-09-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RLC-USDT,True
2024-12-31T00:00:00+00:00,2020-11-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1504,True,1504,2020-11-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ROSE-USDT,True
2024-12-31T00:00:00+00:00,2021-07-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1261,True,1261,2021-07-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,ROUTE-USDT,True
2024-12-31T00:00:00+00:00,2023-01-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,712,True,712,2023-01-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RPL-USDT,True
2024-12-31T00:00:00+00:00,2021-11-25T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1133,True,1133,2021-11-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RSR-USDT,True
2024-12-31T00:00:00+00:00,2021-09-28T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1191,True,1191,2021-09-28T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RUNE-USDT,True
2024-12-31T00:00:00+00:00,2022-08-31T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,854,True,854,2022-08-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,RVN-USDT,True
2024-12-31T00:00:00+00:00,2021-04-01T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1371,True,1371,2021-04-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SAND-USDT,True
2024-12-31T00:00:00+00:00,2024-01-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,348,True,348,2024-01-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SAROS-USDT,True
2024-12-31T00:00:00+00:00,2023-11-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,419,True,419,2023-11-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SATS-USDT,True
2024-12-31T00:00:00+00:00,2022-05-25T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,952,True,952,2022-05-25T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SCRT-USDT,True
2024-12-31T00:00:00+00:00,2023-04-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,635,True,635,2023-04-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SD-USDT,True
2024-12-31T00:00:00+00:00,2023-08-15T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,505,True,505,2023-08-15T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SEI-USDT,True
2024-12-31T00:00:00+00:00,2020-03-20T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1748,True,1748,2020-03-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SENSO-USDT,True
2024-12-31T00:00:00+00:00,2021-11-24T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1134,True,1134,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SFP-USDT,True
2024-12-31T00:00:00+00:00,2021-06-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1301,True,1301,2021-06-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SFUND-USDT,True
2024-12-31T00:00:00+00:00,2021-05-10T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1332,True,1332,2021-05-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SHIB-USDT,True
2024-12-31T00:00:00+00:00,2020-11-13T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1510,True,1510,2020-11-13T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SHR-USDT,True
2024-12-31T00:00:00+00:00,2022-05-09T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,968,True,968,2022-05-09T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SIN-USDT,True
2024-12-31T00:00:00+00:00,2021-03-19T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1384,True,1384,2021-03-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SKEY-USDT,True
2024-12-31T00:00:00+00:00,2021-09-07T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1212,True,1212,2021-09-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SKL-USDT,True
2024-12-31T00:00:00+00:00,2021-08-04T00:00:00+00:00,EXACT_FULL_HISTORY,1.0,1246,True,1246,2021-08-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,0,SLP-USDT,True
2024-12-31T00:00:00+00:00,2019-01-01T00:00:00+00:00,EXACT_FULL_HISTORY,0.9913321167883211,2173,True,2192,2018-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,19,SNX-USDT,True
