portfolio_id,universe_id,period_id,winner,trade_count,mean_net_final_return,median_mae_atr,p75_mae_atr,median_mfe_atr,p75_mfe_atr,share_hit_minus_1atr,share_hit_minus_2atr,share_hit_minus_3atr,share_hit_plus_2atr,median_hours_to_mae,median_hours_to_mfe,median_mfe_giveback_fraction
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,False,135,-0.07442106564530387,10.683000301235069,15.591095335130014,2.843072008518579,5.272008665555699,0.9925925925925926,0.9851851851851852,0.9703703703703703,0.6518518518518519,123.0,25.0,2.7575757575757582
MOMENTUM_BREAKOUT,C2,DISCOVERY_2019_2020,True,160,0.10027802648281528,2.941979899529045,5.328869883607457,16.657520299092933,28.707897370386135,0.79375,0.6,0.48125,0.99375,18.5,122.5,0.4079092277440739
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,False,89,-0.10984008106807136,11.732934041430124,15.783230293663088,2.719876529599828,4.439172200373928,1.0,1.0,0.9775280898876404,0.6067415730337079,114.0,18.0,3.449881984348238
MOMENTUM_BREAKOUT,C2,TEMPORAL_REPLICATION_2021,True,96,0.18469317817375497,3.590683092005431,5.433078569568524,11.076078726550776,19.569524466921944,0.8541666666666666,0.7395833333333334,0.59375,0.9895833333333334,23.0,133.5,0.2972446074388927
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,False,138,-0.070172161575085,10.793841361194715,16.742850825082808,3.0574320218123523,6.403543932986096,0.9927536231884058,0.9855072463768116,0.9710144927536232,0.6739130434782609,122.5,28.0,2.3751088897325916
MOMENTUM_BREAKOUT,D2,DISCOVERY_2019_2020,True,156,0.10040086077946726,2.951142641638058,5.328869883607457,16.602670533195585,29.119481950867367,0.7884615384615384,0.6089743589743589,0.4807692307692308,0.9935897435897436,19.5,127.5,0.39976596492751093
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,False,93,-0.10568257962657036,11.837197770593257,15.747762529832933,2.761124236252551,4.83038393239851,1.0,1.0,0.978494623655914,0.6236559139784946,114.0,19.0,3.334555633821801
MOMENTUM_BREAKOUT,D2,TEMPORAL_REPLICATION_2021,True,95,0.18889039487834755,3.5585009634605314,5.44804424358532,11.121230769230761,20.64236263057129,0.8736842105263158,0.7368421052631579,0.6,0.9894736842105263,31.0,136.0,0.28119045896341277
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,False,135,-0.07442106564530387,10.683000301235069,15.591095335130014,2.843072008518579,5.272008665555699,0.9925925925925926,0.9851851851851852,0.9703703703703703,0.6518518518518519,123.0,25.0,2.7575757575757582
MOMENTUM_BREAKOUT,E2,DISCOVERY_2019_2020,True,160,0.10027802648281528,2.941979899529045,5.328869883607457,16.657520299092933,28.707897370386135,0.79375,0.6,0.48125,0.99375,18.5,122.5,0.4079092277440739
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,False,89,-0.10984008106807136,11.732934041430124,15.783230293663088,2.719876529599828,4.439172200373928,1.0,1.0,0.9775280898876404,0.6067415730337079,114.0,18.0,3.449881984348238
MOMENTUM_BREAKOUT,E2,TEMPORAL_REPLICATION_2021,True,96,0.18469317817375497,3.590683092005431,5.433078569568524,11.076078726550776,19.569524466921944,0.8541666666666666,0.7395833333333334,0.59375,0.9895833333333334,23.0,133.5,0.2972446074388927
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,False,114,-0.08273440117305055,9.643648643601306,16.440692061844885,2.2374368471911037,4.767403950938784,0.9912280701754386,0.9649122807017544,0.9385964912280702,0.543859649122807,121.5,15.5,3.4310280967283493
RELATIVE_STRENGTH_ROTATION,C2,DISCOVERY_2019_2020,True,137,0.10042032062774167,3.0886929955764946,5.10190369540874,13.094873168572844,21.009867387342116,0.8029197080291971,0.656934306569343,0.5109489051094891,0.9927007299270073,28.0,123.0,0.42171628721541127
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,False,68,-0.10818115575615193,8.097694494375048,14.810448933641947,3.1789340862918385,5.758244732598038,1.0,1.0,0.9264705882352942,0.6323529411764706,98.5,17.5,2.3060322525008616
RELATIVE_STRENGTH_ROTATION,C2,TEMPORAL_REPLICATION_2021,True,72,0.19605902799389574,2.82109238211945,4.261610921717793,10.91947241083174,19.52873743370186,0.8333333333333334,0.625,0.4166666666666667,1.0,22.0,126.5,0.3109041420369363
