trade_count,final_equity,net_return,net_pnl,profit_factor,win_rate,maximum_drawdown,turnover,portfolio_id,universe_id,cost_multiplier,minimum_cash
533,460161.31923632335,3.6016131923632333,360161.31923632335,1.3533642937920805,0.549718574108818,0.4123542445385739,414.88080207376123,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,C2,1.0,9826.831313529936
533,406840.1609339871,3.0684016093398716,306840.1609339871,1.318550348146372,0.5365853658536586,0.4276437154198134,385.3137501758643,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,C2,2.0,9525.976152380093
534,539669.9176382913,4.396699176382913,439669.91763829126,1.4629635567737225,0.548689138576779,0.36738202109480744,427.1353216642493,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,D2,1.0,9938.382371740212
534,477251.27657401,3.7725127657400996,377251.27657401,1.418825127614384,0.5355805243445693,0.3723223184620673,396.9873553979224,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,D2,2.0,9632.326549625304
533,460161.31923632335,3.6016131923632333,360161.31923632335,1.3533642937920805,0.549718574108818,0.4123542445385739,414.88080207376123,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,E2,1.0,9826.831313529936
533,406840.1609339871,3.0684016093398716,306840.1609339871,1.318550348146372,0.5365853658536586,0.4276437154198134,385.3137501758643,POST_RESULT_DIAGNOSTIC_BREAKOUT_PLUS_RELATIVE_STRENGTH,E2,2.0,9525.976152380093
