family_id,variant_id,component_id,period,start_equity,end_equity,return,trade_count
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2019,100000.0,98969.4387296781,-0.010305612703218947,7
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2020,98969.4387296781,118602.86498133885,0.19837867632337325,177
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2021,118602.86498133885,130642.04241065831,0.10150831880168942,207
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2022,130642.04241065831,126505.80060033384,-0.031660878335954545,17
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2023,126505.80060033384,157610.5744319281,0.24587626562565856,244
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2024,157610.5744319281,132015.47096611073,-0.16239458271165608,316
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2025,132015.47096611073,132015.47096611073,0.0,0
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2019,100000.0,98969.4387296781,-0.010305612703218947,7
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2020,98969.4387296781,119854.74608275233,0.21102784476852166,171
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2021,119854.74608275233,131893.92351207178,0.10044806586972488,207
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2022,131893.92351207178,127757.68170174732,-0.03136036672641618,17
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2023,127757.68170174732,157365.44283134904,0.23174936125345158,186
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2024,157365.44283134904,131770.33936553166,-0.162647548313692,316
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2025,131770.33936553166,131770.33936553166,0.0,0
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2019,100000.0,99521.23433917806,-0.004787656608219448,6
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2020,99521.23433917806,126917.8513869368,0.2752841363923242,133
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2021,126917.8513869368,136212.9550145441,0.07323716503259381,182
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2022,136212.9550145441,133147.53336217147,-0.022504626318732512,15
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2023,133147.53336217147,159452.52079059527,0.19756270930586628,184
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2024,159452.52079059527,146088.60839394736,-0.08381123315195738,244
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2025,146088.60839394736,146088.60839394736,0.0,0
