family_id,variant_id,component_id,cost_multiplier,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,profit_factor,win_rate,trade_count,total_fees,minimum_cash,minimum_equity,capital_feasible
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,1.0,132015.47096611073,0.32015470966110726,0.04736952811920592,0.003864264554893193,0.19422541339874222,1.115225604881833,0.4121900826446281,968,52127.07984831239,15189.985892661949,97037.17997060705,True
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,1.5,105951.93104195545,0.059519310419554605,0.009680427713391726,0.0008031450634937709,0.26979780157581745,1.0202811360749173,0.38326446280991733,968,78190.61977246858,1892.8458417814254,96464.79417014694,True
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,2.0,79888.39111779766,-0.20111608882202348,-0.036724138453295474,-0.0031130981976547067,0.37203560902700716,0.9351384218527707,0.3481404958677686,968,104254.15969662477,-11404.29420909979,79888.39111779766,False
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,3.0,27761.311269486534,-0.7223868873051347,-0.19228268704569385,-0.017637861196480364,0.745417544125341,0.7913626652025219,0.2975206611570248,968,156381.23954493715,-54604.62854079935,27761.311269486534,False
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,1.0,131770.33936553166,0.31770339365531663,0.04704521194498956,0.003838357140841575,0.19451644782715638,1.1223861122152259,0.41150442477876104,904,48473.52641506942,20228.367210535755,97175.59917067044,True
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,1.5,107533.57615799789,0.07533576157997879,0.012176497495014038,0.0010090888126945696,0.2668886032220982,1.0274792361803404,0.3827433628318584,904,72710.28962260413,8025.639014954577,96602.71475011902,True
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,2.0,83296.81295046145,-0.16703187049538548,-0.029994574107558236,-0.002534583654759004,0.3623281240615672,0.9423253756963599,0.3495575221238938,904,96947.05283013884,-4177.089180627467,83296.81295046145,False
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,3.0,34823.28653539332,-0.6517671346460667,-0.16119516517251609,-0.014541339816352528,0.6851353463262441,0.7983679839744382,0.2975663716814159,904,145420.57924520827,-47542.65327489256,34823.28653539332,False
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,1.0,146088.60839394736,0.4608860839394735,0.06519794978590787,0.005277263477722061,0.13422321297764106,1.2197628116020647,0.42670157068062825,764,43103.364942330154,27021.051341669707,98151.45008945506,True
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,1.5,124536.92592278373,0.24536925922783737,0.037241065094687054,0.003051677429469546,0.18112832005310375,1.1103727347155488,0.39397905759162305,764,64655.04741349523,15739.4830761692,97638.01394163819,True
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,2.0,102985.24345161646,0.029852434516164594,0.004913594607616423,0.00040854695759517945,0.2395690124117319,1.012659405845554,0.35602094240837695,764,86206.72988466031,4457.914810667469,97124.5777938213,True
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,3.0,59881.87850928778,-0.4011812149071222,-0.08189927473314773,-0.007095389007759523,0.508538144716755,0.8487965094944548,0.299738219895288,764,129310.09482699046,-27117.792672002222,59881.87850928778,False
