family_id,variant_id,component_id,symbol,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,AVAX/USDT,107,-213.26791286021557,-0.0021326791286021556,0.4205607476635514,0.9935596501777324,-0.003986316128228393,-1.0443966914850593,1.7873717403105807,-1.0390803495677927,13.906542056074766
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,BTC/USDT,289,4416.431519255447,0.04416431519255447,0.35986159169550175,1.0560336494188063,0.03056353992564323,-0.6565948716221308,2.2116404649874726,-1.1221328712946506,15.878892733564014
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,ETH/USDT,280,17598.764228261563,0.17598764228261563,0.45357142857142857,1.2306705218627187,0.12570545877329684,-0.7195155369980264,2.084380694047663,-1.0779332824915402,16.303571428571427
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,LINK/USDT,120,8511.953917372975,0.08511953917372976,0.425,1.2328315270065437,0.141865898622883,-1.052870538917328,2.1390343425303486,-0.9966449455693221,14.766666666666667
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,NEAR/USDT,69,-4096.956007222324,-0.040969560072223236,0.36231884057971014,0.8259201448048608,-0.11875234803542967,-1.0549231140607473,1.6622545379204263,-0.9810535829406719,14.043478260869565
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,SOL/USDT,103,5798.54522130387,0.0579854522130387,0.4563106796116505,1.1963531920289305,0.11259311109327905,-1.0418628421876843,1.9068858990983328,-0.9079713688714378,15.320388349514563
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,AVAX/USDT,96,-1327.7272731170792,-0.013277272731170792,0.4375,0.9540137158642631,-0.02766098485660586,-1.0425411459151777,1.7489764889122494,-0.9774628574400505,13.927083333333334
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,BTC/USDT,275,6128.787404330025,0.06128787404330025,0.36363636363636365,1.0825142578161495,0.04457299930421839,-0.6526299559762563,2.229990439677723,-1.1148672893233034,16.145454545454545
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,ETH/USDT,264,18261.193961045177,0.18261193961045177,0.45454545454545453,1.2553787576581439,0.1383423784927665,-0.6927959503526133,2.101238945193217,-1.0905216760081424,16.477272727272727
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,LINK/USDT,109,7561.614809663243,0.07561614809663243,0.41284403669724773,1.222166508155515,0.13874522586538063,-1.0561898380340788,2.184999314443293,-1.0076319647933911,15.137614678899082
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,NEAR/USDT,65,-4960.705159773318,-0.04960705159773318,0.3384615384615385,0.7844200991739106,-0.15263708183917898,-1.0567437633116246,1.5309391903278022,-1.0221394233466807,13.63076923076923
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,SOL/USDT,95,6107.1756233841725,0.06107175623384172,0.45263157894736844,1.2189720038365819,0.12857211838703522,-1.0424727312467534,1.91112200514964,-0.9296889110857852,16.13684210526316
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,AVAX/USDT,69,-4552.0376587726005,-0.04552037658772601,0.463768115942029,0.7712123994230793,-0.13194312054413332,-1.0443966914850593,1.7184124152548073,-1.0816654854422185,13.115942028985508
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,BTC/USDT,237,16890.565115504636,0.16890565115504635,0.379746835443038,1.2811339012424456,0.14253641447683238,-0.6124045985380443,2.373966082588734,-1.1029988944109685,16.962025316455698
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,ETH/USDT,229,28847.674334872965,0.28847674334872964,0.4890829694323144,1.5046766463414285,0.2519447540163578,-0.5340822126032506,2.2841944520389004,-1.0505251181657422,16.541484716157207
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,LINK/USDT,95,7838.8950654869095,0.07838895065486909,0.4,1.2603212252873652,0.16502936979972438,-1.0601273003487544,2.2118274019303263,-1.0329185513323247,14.368421052631579
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,NEAR/USDT,54,-2026.2440424606748,-0.02026244042460675,0.35185185185185186,0.8921218557493108,-0.07504607564669172,-1.0575217148920424,1.6740713447978806,-0.9814389240633397,13.962962962962964
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,SOL/USDT,80,-910.2444206830223,-0.009102444206830223,0.4375,0.9615727560740593,-0.022756110517075566,-1.0447947987825068,1.826689908711075,-0.943956814636525,14.7875
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,BTC/USDT,289,4416.431519255447,0.04416431519255447,0.35986159169550175,1.0560336494188063,0.03056353992564323,-0.6565948716221308,2.2116404649874726,-1.1221328712946506,15.878892733564014
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,ETH/USDT,280,17598.764228261563,0.17598764228261563,0.45357142857142857,1.2306705218627187,0.12570545877329684,-0.7195155369980264,2.084380694047663,-1.0779332824915402,16.303571428571427
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,LINK/USDT,120,8511.953917372975,0.08511953917372976,0.425,1.2328315270065437,0.141865898622883,-1.052870538917328,2.1390343425303486,-0.9966449455693221,14.766666666666667
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,SOL/USDT,103,5798.54522130387,0.0579854522130387,0.4563106796116505,1.1963531920289305,0.11259311109327905,-1.0418628421876843,1.9068858990983328,-0.9079713688714378,15.320388349514563
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,AVAX/USDT,64,-3736.562081028035,-0.03736562081028035,0.46875,0.7953614904392956,-0.11676756503212611,-1.0331021818065067,1.6975669185385514,-0.9911588589501004,13.0
