family_id,variant_id,component_id,regime_type,regime,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,VOLATILITY,HIGH_VOLATILITY,177,-13619.67734473092,-0.1361967734473092,0.3615819209039548,0.768044056254716,-0.1538946592624963,-1.0454413501435231,1.622879342325661,-1.0549879670537763,15.214689265536723
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,VOLATILITY,LOW_VOLATILITY,96,10306.798349157314,0.10306798349157315,0.4583333333333333,1.4708808360443089,0.21472496560744406,-0.43916522233301764,2.315602661068659,-1.0696276065518826,13.604166666666666
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,VOLATILITY,NORMAL_VOLATILITY,631,35083.21836110582,0.3508321836110582,0.4183835182250396,1.196010901202404,0.11119879036800577,-0.7702540727643029,2.132426718634814,-1.051500688082357,16.160063391442154
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,MARKET_TREND,BEAR,38,2955.7078233313464,0.029557078233313463,0.5,1.3147136332385951,0.15556356964901827,-0.04768349059319233,2.4744157425446303,-0.8866128278725803,15.31578947368421
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,MARKET_TREND,BULL,54,1498.0675848188214,0.014980675848188215,0.4444444444444444,1.095895629985434,0.05548398462291921,-0.8568058645411485,2.0768892336593905,-0.9259537009348897,16.75925925925926
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,MARKET_TREND,STRONG_BULL,635,40936.24130211297,0.4093624130211297,0.41732283464566927,1.2327763825296485,0.12893304347122198,-0.6804442531934771,2.1443768473808755,-1.0747848773217414,15.773228346456692
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,MARKET_TREND,TRANSITION,37,698.5916836850722,0.006985916836850722,0.4864864864864865,1.0789780931883066,0.037761712631625546,-0.010183087910629069,2.245418414086849,-1.0020603667252133,13.837837837837839
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,VOLATILITY,LOW_VOLATILITY,99,10014.77411238617,0.10014774112386171,0.45454545454545453,1.4512765487138266,0.2023186689370943,-0.4081221801284216,2.2928277358668807,-1.0543561169125426,13.282828282828282
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,VOLATILITY,NORMAL_VOLATILITY,665,36073.83428156205,0.3607383428156205,0.42255639097744363,1.1923653846569005,0.1084927346813896,-0.7526402221145517,2.1412776697617315,-1.0509415975991565,16.090225563909776
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,MARKET_TREND,BEAR,25,32.33138612818482,0.0003233138612818482,0.36,1.0042198296833926,0.002586510890254825,-0.8350502402633285,2.457920503414556,-0.9727052518961264,14.08
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,MARKET_TREND,BULL,58,471.66329744282,0.0047166329744282,0.41379310344827586,1.027305844102397,0.016264251635959313,-0.8979688726266593,2.024945229140626,-0.9408660230491097,17.25862068965517
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,MARKET_TREND,STRONG_BULL,660,37554.77711485162,0.3755477711485162,0.4166666666666667,1.2054725720780324,0.11380235489348975,-0.6791973913252612,2.134547170197572,-1.081440450168842,16.09090909090909
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,MARKET_TREND,TRANSITION,49,-1733.076912228762,-0.01733076912228762,0.42857142857142855,0.8715595718693111,-0.07073783315219437,-0.6607951609779243,1.7997569228485193,-0.9509715432280554,10.83673469387755
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,VOLATILITY,HIGH_VOLATILITY,151,-16341.195208987632,-0.16341195208987633,0.3576158940397351,0.6742207899660271,-0.21643967164222028,-1.0518823866914462,1.5491044400979481,-1.0835189786822157,14.225165562913908
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,VOLATILITY,LOW_VOLATILITY,80,8675.318793203785,0.08675318793203786,0.425,1.4860189386691578,0.21688296983009456,-0.5021452385704321,2.3231358191267772,-1.1089154117292541,13.7375
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,VOLATILITY,NORMAL_VOLATILITY,561,43991.57130197771,0.4399157130197771,0.4295900178253119,1.2871681829532298,0.15683269626373514,-0.6779505294570454,2.239070269947528,-1.0461881722718487,16.500891265597147
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,MARKET_TREND,BEAR,38,2955.7078233313464,0.029557078233313463,0.5,1.3147136332385951,0.15556356964901827,-0.04768349059319233,2.4744157425446303,-0.8866128278725803,15.31578947368421
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,MARKET_TREND,BULL,54,1498.0675848188214,0.014980675848188215,0.4444444444444444,1.095895629985434,0.05548398462291921,-0.8568058645411485,2.0768892336593905,-0.9259537009348897,16.75925925925926
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,MARKET_TREND,STRONG_BULL,635,40936.24130211297,0.4093624130211297,0.41732283464566927,1.2327763825296485,0.12893304347122198,-0.6804442531934771,2.1443768473808755,-1.0747848773217414,15.773228346456692
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,VOLATILITY,LOW_VOLATILITY,96,10306.798349157314,0.10306798349157315,0.4583333333333333,1.4708808360443089,0.21472496560744406,-0.43916522233301764,2.315602661068659,-1.0696276065518826,13.604166666666666
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,VOLATILITY,NORMAL_VOLATILITY,631,35083.21836110582,0.3508321836110582,0.4183835182250396,1.196010901202404,0.11119879036800577,-0.7702540727643029,2.132426718634814,-1.051500688082357,16.160063391442154
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,MARKET_TREND,BEAR,25,32.33138612818482,0.0003233138612818482,0.36,1.0042198296833926,0.002586510890254825,-0.8350502402633285,2.457920503414556,-0.9727052518961264,14.08
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,MARKET_TREND,BULL,58,471.66329744282,0.0047166329744282,0.41379310344827586,1.027305844102397,0.016264251635959313,-0.8979688726266593,2.024945229140626,-0.9408660230491097,17.25862068965517
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,MARKET_TREND,STRONG_BULL,660,37554.77711485162,0.3755477711485162,0.4166666666666667,1.2054725720780324,0.11380235489348975,-0.6791973913252612,2.134547170197572,-1.081440450168842,16.09090909090909
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,VOLATILITY,HIGH_VOLATILITY,131,-13489.295835395704,-0.13489295835395704,0.35877862595419846,0.6888392137376043,-0.20594344786863666,-1.0518823866914462,1.576399104467036,-1.0827793771462935,15.122137404580153
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,VOLATILITY,LOW_VOLATILITY,77,8967.343029974927,0.08967343029974927,0.42857142857142855,1.5110764385326851,0.23291800077856953,-0.5340822126032506,2.35271136547938,-1.1300808778309002,14.155844155844155
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,VOLATILITY,NORMAL_VOLATILITY,535,42580.724603843395,0.42580724603843395,0.4261682242990654,1.2900390775339217,0.1591802788928725,-0.6804442531934771,2.2430446922968676,-1.053791087376717,16.6392523364486
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,MARKET_TREND,BEAR,23,1042.50352808163,0.0104250352808163,0.391304347826087,1.1567296679747956,0.09065248070275049,-0.8296409306126428,2.6008576586182754,-0.9201464082850296,14.652173913043478
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,MARKET_TREND,BULL,48,3180.2448494286627,0.03180244849428663,0.4583333333333333,1.2367463580158555,0.1325102020595276,-0.839130765635685,2.219831878140878,-0.9288934129684172,17.25
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,MARKET_TREND,STRONG_BULL,541,47325.31925630802,0.47325319256308024,0.42513863216266173,1.3280294416054055,0.1749549695242441,-0.6526299559762563,2.2455009782287494,-1.081412584337307,16.316081330868762
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,VOLATILITY,LOW_VOLATILITY,77,8967.343029974927,0.08967343029974927,0.42857142857142855,1.5110764385326851,0.23291800077856953,-0.5340822126032506,2.35271136547938,-1.1300808778309002,14.155844155844155
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,VOLATILITY,NORMAL_VOLATILITY,535,42580.724603843395,0.42580724603843395,0.4261682242990654,1.2900390775339217,0.1591802788928725,-0.6804442531934771,2.2430446922968676,-1.053791087376717,16.6392523364486
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,MARKET_TREND,BEAR,28,-184.69840113024088,-0.0018469840113024087,0.39285714285714285,0.9778867292196912,-0.013192742937874282,-0.8804302457849866,2.413252422597916,-1.0297732053602053,11.785714285714286
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,MARKET_TREND,BULL,35,1443.9345803156257,0.014439345803156256,0.37142857142857144,1.1248927549404248,0.08251054744660721,-1.0479961739442951,1.9400632932497428,-0.9533007472613985,16.057142857142857
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,MARKET_TREND,STRONG_BULL,505,22213.447413488688,0.22213447413488688,0.41188118811881186,1.155570463613305,0.08797404916233144,-0.7304965596298051,2.1278481966429275,-1.0896261801775076,15.574257425742575
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,MARKET_TREND,TRANSITION,44,-4380.255374169037,-0.04380255374169037,0.38636363636363635,0.679552300829789,-0.19910251700768347,-0.9162362903044093,1.762619294551805,-1.1039402508465412,10.318181818181818
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,VOLATILITY,HIGH_VOLATILITY,140,-11839.01497377055,-0.11839014973770551,0.35714285714285715,0.7500374431687614,-0.1691287853395793,-1.0453116946644248,1.6312573517981044,-1.073127340279651,13.807142857142857
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,VOLATILITY,LOW_VOLATILITY,52,5225.193860997073,0.05225193860997073,0.5,1.4986754644904845,0.20096899465373363,-0.01857058418266574,2.305357247126934,-1.0389507539765914,12.98076923076923
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,VOLATILITY,NORMAL_VOLATILITY,420,25706.24933127851,0.25706249331278513,0.4119047619047619,1.2168778503657252,0.12241071110132622,-0.7415683908721784,2.2365172982359645,-1.0875488121075954,15.721428571428572
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,MARKET_TREND,BEAR,16,2225.5809340276746,0.022255809340276746,0.3125,1.431015725690467,0.27819761675345933,-0.8804302457849866,3.2352805385094956,-0.972225498637922,14.8125
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,MARKET_TREND,BULL,26,1293.7119283024588,0.012937119283024589,0.4230769230769231,1.1673945941129238,0.09951630217711217,-0.8802937737211959,2.029525655587745,-0.9601287162330832,16.923076923076923
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,MARKET_TREND,STRONG_BULL,333,37438.383396567966,0.37438383396567965,0.44144144144144143,1.4450274022070624,0.22485515553494276,-0.5992606447385679,2.40014210242132,-1.09292840337052,16.444444444444443
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,VOLATILITY,LOW_VOLATILITY,40,3982.2403542456345,0.03982240354245634,0.5,1.5319075208969866,0.1991120177122817,-0.01857058418266574,2.3189832170650653,-1.102282406560336,13.475
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,VOLATILITY,NORMAL_VOLATILITY,335,36975.43590465247,0.3697543590465247,0.42686567164179107,1.41298850721944,0.22074887107255206,-0.6544640140687658,2.4209556629406874,-1.075739751224587,16.758208955223882
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,MARKET_TREND,BEAR,14,3328.4973684561132,0.03328497368456113,0.35714285714285715,1.8196944882160655,0.47549962406515917,-0.8106561315486049,3.6107770458183466,-0.9497907769381108,15.142857142857142
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,MARKET_TREND,BULL,22,2222.004324619103,0.02222004324619103,0.4090909090909091,1.3330295269062722,0.20200039314719112,-0.8802937737211959,2.1806238937038036,-0.9813274165492009,19.045454545454547
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,MARKET_TREND,STRONG_BULL,282,27813.094986645105,0.27813094986645104,0.425531914893617,1.3804786821752868,0.19725599281308584,-0.6097554067558779,2.3080891584654597,-1.0958217767095197,16.106382978723403
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,VOLATILITY,LOW_VOLATILITY,34,453.49976598436615,0.004534997659843661,0.47058823529411764,1.0661041323614318,0.02667645682260978,-0.2157428546748441,2.1307747718107075,-1.1280826205747574,13.205882352941176
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,VOLATILITY,NORMAL_VOLATILITY,284,32910.09691373596,0.3291009691373596,0.4154929577464789,1.4275557931432021,0.23176124587137997,-0.6598965452847807,2.383659875875479,-1.0758915703301364,16.633802816901408
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,MARKET_TREND,BEAR,23,1178.154768413065,0.011781547684130651,0.5217391304347826,1.259459363457677,0.10244824073157088,0.033219793353513494,2.204323322818303,-0.9365046870110608,18.0
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,MARKET_TREND,BULL,145,4831.697102350905,0.04831697102350905,0.36551724137931035,1.1138414636633909,0.06664409796346071,-0.7532009983238522,2.0168660793589925,-1.0808845812867918,15.23448275862069
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,MARKET_TREND,STRONG_BULL,1572,26727.328256549812,0.2672732825654981,0.37659033078880405,1.062235229418366,0.03400423442309135,-0.6540787087308566,2.0032409127490087,-1.0824497900438037,14.45674300254453
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,MARKET_TREND,TRANSITION,99,-13929.570425470425,-0.13929570425470425,0.36363636363636365,0.5185112841292236,-0.2814054631408167,-0.7155441135191397,1.6506610000898871,-1.1285984659216173,13.444444444444445
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,VOLATILITY,HIGH_VOLATILITY,430,-16498.10441182561,-0.1649810441182561,0.4186046511627907,0.8705770361163366,-0.07673536935732839,-0.9427499488043769,1.7336555558117321,-1.0051494410965682,16.413953488372094
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,VOLATILITY,LOW_VOLATILITY,167,-364.52657147330046,-0.0036452657147330045,0.32934131736526945,0.9900934924891265,-0.004365587682314974,-0.4566757287388587,1.9882465371837326,-1.2250965025218534,11.131736526946108
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,VOLATILITY,NORMAL_VOLATILITY,1242,35670.24068514226,0.35670240685142257,0.3687600644122383,1.1045744750962805,0.05744000110328864,-0.6789115148819356,2.0758020217982986,-1.0908251325042388,14.301932367149758
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,MARKET_TREND,BEAR,23,1178.154768413065,0.011781547684130651,0.5217391304347826,1.259459363457677,0.10244824073157088,0.033219793353513494,2.204323322818303,-0.9365046870110608,18.0
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,MARKET_TREND,BULL,145,4831.697102350905,0.04831697102350905,0.36551724137931035,1.1138414636633909,0.06664409796346071,-0.7532009983238522,2.0168660793589925,-1.0808845812867918,15.23448275862069
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,MARKET_TREND,STRONG_BULL,1572,26727.328256549812,0.2672732825654981,0.37659033078880405,1.062235229418366,0.03400423442309135,-0.6540787087308566,2.0032409127490087,-1.0824497900438037,14.45674300254453
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,VOLATILITY,HIGH_VOLATILITY,400,-10499.060226623114,-0.10499060226623115,0.4275,0.9100750110802497,-0.052495301133115596,-0.9231049875501197,1.7635686921811418,-0.995442048032277,16.645
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,VOLATILITY,LOW_VOLATILITY,166,57.07715860188728,0.0005707715860188727,0.3313253012048193,1.0015691282845764,0.0006876766096612972,-0.451497098819459,1.9959268757043769,-1.2253792267901082,11.13855421686747
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,VOLATILITY,NORMAL_VOLATILITY,1174,43179.16319533499,0.4317916319533499,0.36712095400340716,1.1335529868519307,0.0735590514400937,-0.6808069047821423,2.0915574059062463,-1.08883234342132,14.345826235093696
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,MARKET_TREND,BEAR,11,-1378.53414368482,-0.0137853414368482,0.45454545454545453,0.49858111131256283,-0.2506425715790582,-0.6700928248912152,1.3910111747657872,-1.1319685330498916,13.818181818181818
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,MARKET_TREND,BULL,98,10081.350473672555,0.10081350473672555,0.40816326530612246,1.3847600005557972,0.20574184640148077,-0.7078075932017074,2.1940612755942337,-1.0715410107877426,16.23469387755102
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,MARKET_TREND,STRONG_BULL,1065,34476.34686534726,0.34476346865347257,0.3624413145539906,1.1171230003187005,0.0647443133621545,-0.6803325795347145,2.0893608137119943,-1.089977932634631,14.177464788732394
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,MARKET_TREND,TRANSITION,68,-7508.9225101927495,-0.07508922510192749,0.39705882352941174,0.5778615837004593,-0.22085066206449258,-0.6399712459126143,1.8037899491110894,-1.1252300499063974,13.544117647058824
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,VOLATILITY,NORMAL_VOLATILITY,1242,35670.24068514226,0.35670240685142257,0.3687600644122383,1.1045744750962805,0.05744000110328864,-0.6789115148819356,2.0758020217982986,-1.0908251325042388,14.301932367149758
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,MARKET_TREND,BEAR,20,1158.9216904088894,0.011589216904088893,0.5,1.2893115285395584,0.11589216904088895,0.014158748744959758,2.292524008422024,-0.9730661101217137,18.75
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,MARKET_TREND,BULL,96,6052.331734539669,0.06052331734539669,0.3333333333333333,1.2169977572106436,0.12609024446957648,-0.7321109323431487,2.010368191856232,-1.1665679344892117,15.791666666666666
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,MARKET_TREND,STRONG_BULL,1298,39264.522499673025,0.39264522499673027,0.38058551617873654,1.1170301399333062,0.0605000346682173,-0.60621154672021,2.0362038131468387,-1.0873044115256245,14.963790446841294
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,MARKET_TREND,TRANSITION,63,-10623.26953792956,-0.1062326953792956,0.3492063492063492,0.3898541488639328,-0.33724665199776366,-0.691231007038574,1.4819631706352645,-1.2169461369487642,13.285714285714286
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,VOLATILITY,HIGH_VOLATILITY,336,-2426.057220277813,-0.02426057220277813,0.42857142857142855,0.9748296568521245,-0.01444081678736792,-0.8093907274334133,1.7944170243635935,-1.0069808377319338,17.413690476190474
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,VOLATILITY,LOW_VOLATILITY,140,-1697.9519333698336,-0.016979519333698335,0.32857142857142857,0.9397843065446173,-0.024256456190997637,-0.42641146197755764,2.026895681781223,-1.2318815752516497,11.228571428571428
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,VOLATILITY,NORMAL_VOLATILITY,1001,39976.51554033967,0.3997651554033967,0.3676323676323676,1.153618489287455,0.07987315792275662,-0.6383325936102067,2.0864261140516667,-1.1075240706176532,14.713286713286713
MTF_PULLBACK_RECLAIM,REGIME_VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::REGIME_VOLATILITY_GATE,MARKET_TREND,BEAR,11,-1378.53414368482,-0.0137853414368482,0.45454545454545453,0.49858111131256283,-0.2506425715790582,-0.6700928248912152,1.3910111747657872,-1.1319685330498916,13.818181818181818
MTF_PULLBACK_RECLAIM,REGIME_VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::REGIME_VOLATILITY_GATE,MARKET_TREND,BULL,98,10081.350473672555,0.10081350473672555,0.40816326530612246,1.3847600005557972,0.20574184640148077,-0.7078075932017074,2.1940612755942337,-1.0715410107877426,16.23469387755102
MTF_PULLBACK_RECLAIM,REGIME_VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::REGIME_VOLATILITY_GATE,MARKET_TREND,STRONG_BULL,1065,34476.34686534726,0.34476346865347257,0.3624413145539906,1.1171230003187005,0.0647443133621545,-0.6803325795347145,2.0893608137119943,-1.089977932634631,14.177464788732394
