family_id,variant_id,component_id,decision,carry_forward,rationale,profit_factor,two_x_profit_factor,net_return,two_x_net_return,maximum_drawdown,trade_count,positive_active_year_fraction,mean_high_opportunity_capture
MTF_COMPRESSION_EXPANSION,BASELINE,MTF_COMPRESSION_EXPANSION::BASELINE,REFERENCE_BASELINE,False,Frozen RD16-D comparison baseline.,1.1067174588631394,0.8979618008821967,0.3789854367319059,-0.4162377043177875,0.18251693469484898,1332,0.5,0.02936733226364494
MTF_COMPRESSION_EXPANSION,REGIME_GATE,MTF_COMPRESSION_EXPANSION::REGIME_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1827713131959232,0.960724737076327,0.5580860497559741,-0.13789212580633792,0.11542226294295432,1168,0.6666666666666666,0.03250447186933832
MTF_COMPRESSION_EXPANSION,VOLATILITY_GATE,MTF_COMPRESSION_EXPANSION::VOLATILITY_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.1067174588631394,0.8979618008821967,0.3789854367319059,-0.4162377043177875,0.18251693469484898,1332,0.5,0.02936733226364494
MTF_COMPRESSION_EXPANSION,ASSET_GATE,MTF_COMPRESSION_EXPANSION::ASSET_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.1467360573911627,0.9244035073809908,0.4496927843777043,-0.26763997940290685,0.14014923868903673,1185,0.5,0.03587237275152437
MTF_COMPRESSION_EXPANSION,REGIME_VOLATILITY_GATE,MTF_COMPRESSION_EXPANSION::REGIME_VOLATILITY_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1827713131959232,0.960724737076327,0.5580860497559741,-0.13789212580633792,0.11542226294295432,1168,0.6666666666666666,0.03250447186933832
MTF_COMPRESSION_EXPANSION,REGIME_ASSET_GATE,MTF_COMPRESSION_EXPANSION::REGIME_ASSET_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.2239701313889595,0.9878970862977314,0.5952122505546147,-0.0371883301835525,0.10605964913653598,1050,0.8333333333333334,0.03885405148808811
MTF_COMPRESSION_EXPANSION,ALL_DIAGNOSTIC_GATES,MTF_COMPRESSION_EXPANSION::ALL_DIAGNOSTIC_GATES,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.2239701313889595,0.9878970862977314,0.5952122505546147,-0.0371883301835525,0.10605964913653598,1050,0.8333333333333334,0.03885405148808811
MTF_COMPRESSION_EXPANSION,STRUCTURAL_CONFIRMATION,MTF_COMPRESSION_EXPANSION::STRUCTURAL_CONFIRMATION,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.1468953909050694,0.9223028248842157,0.21479808087228003,-0.13194380579616238,0.1561641918605733,570,0.5,0.031163516707695276
MTF_COMPRESSION_EXPANSION,DIAGNOSTIC_PLUS_STRUCTURE,MTF_COMPRESSION_EXPANSION::DIAGNOSTIC_PLUS_STRUCTURE,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.2637699465436636,1.0110646108481622,0.29905115311947483,0.01466836755758627,0.1033098225568545,464,0.6666666666666666,0.03016660829146986
MTF_COMPRESSION_EXPANSION,FULL_REMEDIATION_STACK,MTF_COMPRESSION_EXPANSION::FULL_REMEDIATION_STACK,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.244652908093214,1.0085975942964283,0.19610113541775953,0.007934026299231789,0.07280155872336747,313,0.6666666666666666,0.02135689551384565
MTF_RANGE_RECLAIM,BASELINE,MTF_RANGE_RECLAIM::BASELINE,REFERENCE_BASELINE,False,Frozen RD16-D comparison baseline.,0.8011606978391308,0.6488172374355173,-1.690036762802991,-3.406688483082937,1.6943677207226329,2937,0.3333333333333333,-0.18929716705534202
MTF_RANGE_RECLAIM,REGIME_GATE,MTF_RANGE_RECLAIM::REGIME_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1188455744682266,0.8984388419101879,0.08858089856433993,-0.08733867652093874,0.12274666574989146,288,0.5,-0.004264969152100192
MTF_RANGE_RECLAIM,VOLATILITY_GATE,MTF_RANGE_RECLAIM::VOLATILITY_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",0.8011606978391308,0.6488172374355173,-1.690036762802991,-3.406688483082937,1.6943677207226329,2937,0.3333333333333333,-0.18929716705534202
MTF_RANGE_RECLAIM,ASSET_GATE,MTF_RANGE_RECLAIM::ASSET_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.0402553753943793,0.8712042411085542,0.025251778139311343,-0.09011321090895397,0.09376190638436177,209,0.5,0.008682028660948934
MTF_RANGE_RECLAIM,REGIME_VOLATILITY_GATE,MTF_RANGE_RECLAIM::REGIME_VOLATILITY_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1188455744682266,0.8984388419101879,0.08858089856433993,-0.08733867652093874,0.12274666574989146,288,0.5,-0.004264969152100192
MTF_RANGE_RECLAIM,REGIME_ASSET_GATE,MTF_RANGE_RECLAIM::REGIME_ASSET_GATE,INSUFFICIENT_SAMPLE,False,Only 38 trades remain after causal filtering.,1.1504467224226815,0.9341566229713233,0.01546025980845922,-0.007774367167007856,0.06277684383457505,38,0.5,0.0
MTF_RANGE_RECLAIM,ALL_DIAGNOSTIC_GATES,MTF_RANGE_RECLAIM::ALL_DIAGNOSTIC_GATES,INSUFFICIENT_SAMPLE,False,Only 38 trades remain after causal filtering.,1.1504467224226815,0.9341566229713233,0.01546025980845922,-0.007774367167007856,0.06277684383457505,38,0.5,0.0
MTF_RANGE_RECLAIM,STRUCTURAL_CONFIRMATION,MTF_RANGE_RECLAIM::STRUCTURAL_CONFIRMATION,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",0.8132041012905095,0.6570733926553028,-1.1874166133669668,-2.49034135649724,1.1884785890700056,2225,0.16666666666666666,-0.10598849066858587
MTF_RANGE_RECLAIM,DIAGNOSTIC_PLUS_STRUCTURE,MTF_RANGE_RECLAIM::DIAGNOSTIC_PLUS_STRUCTURE,INSUFFICIENT_SAMPLE,False,Only 27 trades remain after causal filtering.,1.4688330838618429,1.210457047533776,0.033699859670543564,0.017368997824698917,0.04837334546490324,27,0.5,0.0
MTF_RANGE_RECLAIM,FULL_REMEDIATION_STACK,MTF_RANGE_RECLAIM::FULL_REMEDIATION_STACK,INSUFFICIENT_SAMPLE,False,Only 18 trades remain after causal filtering.,1.239922367186647,1.0206713854350535,0.012361898514391179,0.0012043990193948417,0.0516143777930651,18,1.0,0.0
