family_id,variant_id,component_id,decision,carry_forward,rationale,profit_factor,two_x_profit_factor,net_return,two_x_net_return,maximum_drawdown,trade_count,positive_active_year_fraction,mean_high_opportunity_capture
MTF_TREND_BREAKOUT,BASELINE,MTF_TREND_BREAKOUT::BASELINE,REFERENCE_BASELINE,False,Frozen RD16-D comparison baseline.,1.115225604881833,0.9351384218527707,0.32015470966110726,-0.20111608882202348,0.19422541339874222,968,0.5,0.03588188839625145
MTF_TREND_BREAKOUT,REGIME_GATE,MTF_TREND_BREAKOUT::REGIME_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.1223861122152259,0.9423253756963599,0.31770339365531663,-0.16703187049538548,0.19451644782715638,904,0.5,0.028346277510202286
MTF_TREND_BREAKOUT,VOLATILITY_GATE,MTF_TREND_BREAKOUT::VOLATILITY_GATE,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.2197628116020647,1.012659405845554,0.4608860839394735,0.029852434516164594,0.13422321297764106,764,0.5,0.03173591254489554
MTF_TREND_BREAKOUT,ASSET_GATE,MTF_TREND_BREAKOUT::ASSET_GATE,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.1642202581758825,0.9643489921804836,0.36325694886193194,-0.08892406185568502,0.15248428486878918,792,0.5,0.0376226064037076
MTF_TREND_BREAKOUT,REGIME_VOLATILITY_GATE,MTF_TREND_BREAKOUT::REGIME_VOLATILITY_GATE,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.2259621836987336,1.0199790818943528,0.4539001671026235,0.045103568901614155,0.13478122350337696,727,0.5,0.031468000501173744
MTF_TREND_BREAKOUT,REGIME_ASSET_GATE,MTF_TREND_BREAKOUT::REGIME_ASSET_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1832322502729309,0.9821652889787076,0.380587717984221,-0.04175556655572976,0.14034925262131592,743,0.5,0.03714130920142719
MTF_TREND_BREAKOUT,ALL_DIAGNOSTIC_GATES,MTF_TREND_BREAKOUT::ALL_DIAGNOSTIC_GATES,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.3136361034975845,1.083513239702367,0.5154806763381738,0.15575120207367,0.1137382408794877,612,0.5,0.03457937953448959
MTF_TREND_BREAKOUT,STRUCTURAL_CONFIRMATION,MTF_TREND_BREAKOUT::STRUCTURAL_CONFIRMATION,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.108252132037611,0.929955223818141,0.19092428218504454,-0.13786572003074882,0.19932113832076204,612,0.5,0.019260940343468654
MTF_TREND_BREAKOUT,DIAGNOSTIC_PLUS_STRUCTURE,MTF_TREND_BREAKOUT::DIAGNOSTIC_PLUS_STRUCTURE,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.4221652770156847,1.1697185173697682,0.40957676258897524,0.1875415285519868,0.10393732399750533,375,0.5,0.0261388639444447
MTF_TREND_BREAKOUT,FULL_REMEDIATION_STACK,MTF_TREND_BREAKOUT::FULL_REMEDIATION_STACK,RETAIN_FOR_COMPOSITE_RESEARCH,True,Passes all fixed component retention gates; still requires RD16-F registration.,1.3979767880210219,1.151006867140944,0.3336359667972004,0.1441726225026465,0.0869423093265389,318,0.5,0.02089841465016554
MTF_PULLBACK_RECLAIM,BASELINE,MTF_PULLBACK_RECLAIM::BASELINE,REFERENCE_BASELINE,False,Frozen RD16-D comparison baseline.,1.0372155304980042,0.8502010262997635,0.18807609701843386,-0.8604669793632145,0.2950237619760041,1839,0.5,0.01645157283815523
MTF_PULLBACK_RECLAIM,REGIME_GATE,MTF_PULLBACK_RECLAIM::REGIME_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.0687121150719137,0.8775418036932449,0.3273718012731215,-0.6632372564170941,0.25386391818108,1740,0.5,0.018085459218955654
MTF_PULLBACK_RECLAIM,VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::VOLATILITY_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1045744750962805,0.9001635919998707,0.3567024068514071,-0.39029276800128243,0.22786255777475384,1242,0.5,0.018255035183660895
MTF_PULLBACK_RECLAIM,ASSET_GATE,MTF_PULLBACK_RECLAIM::ASSET_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.0931679630735651,0.8826807724299922,0.3585250638669091,-0.51993130432642,0.2099758889174438,1477,0.5,0.04275568596698462
MTF_PULLBACK_RECLAIM,REGIME_VOLATILITY_GATE,MTF_PULLBACK_RECLAIM::REGIME_VOLATILITY_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1335529868519307,0.9261572784267212,0.43179163195333503,-0.2735057107164254,0.20546908965734056,1174,0.5,0.01624717402026755
MTF_PULLBACK_RECLAIM,REGIME_ASSET_GATE,MTF_PULLBACK_RECLAIM::REGIME_ASSET_GATE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1264974687000748,0.9115577813693708,0.46475775924619955,-0.3740631189602315,0.17253374914244424,1414,0.5,0.042417490614260034
MTF_PULLBACK_RECLAIM,ALL_DIAGNOSTIC_GATES,MTF_PULLBACK_RECLAIM::ALL_DIAGNOSTIC_GATES,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1856300839221605,0.9542382745549964,0.46442522279629284,-0.13292255815800413,0.1395558609517702,958,0.5,0.034173673649650405
MTF_PULLBACK_RECLAIM,STRUCTURAL_CONFIRMATION,MTF_PULLBACK_RECLAIM::STRUCTURAL_CONFIRMATION,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",0.9978718274216427,0.8194538685633249,-0.007967369472300034,-0.7676000465203074,0.25631111007263463,1331,0.5,0.0023454612577923414
MTF_PULLBACK_RECLAIM,DIAGNOSTIC_PLUS_STRUCTURE,MTF_PULLBACK_RECLAIM::DIAGNOSTIC_PLUS_STRUCTURE,PROMISING_BUT_FRAGILE,True,"Positive and materially improved on at least two fixed dimensions, but fails one or more retention gates.",1.1423643658222367,0.9190435335194573,0.2612758281870813,-0.17235794471065446,0.12961368427047515,696,0.5,0.020776199182609936
MTF_PULLBACK_RECLAIM,FULL_REMEDIATION_STACK,MTF_PULLBACK_RECLAIM::FULL_REMEDIATION_STACK,REJECT_COMPONENT,False,"Does not provide sufficient positive, feasible, and multi-dimensional improvement evidence.",1.0382709529413519,0.8408828745690341,0.039923525886836675,-0.19057302733784265,0.12785491185026177,377,0.3333333333333333,0.0020969694104524374
