variant,threshold,intervention_count,entry_interventions,retention_interventions,unique_affected_weeks,post_warmup_top6_exact_match_to_c2,post_warmup_top6_mean_jaccard_to_c2,post_warmup_hysteresis_mean_jaccard_to_c2,post_warmup_top6_mean_current_seed_slot_share,post_warmup_top6_mean_evidence_strong_slot_share,post_warmup_top6_liquidity_retained,post_warmup_top8_exact_match_to_c2,post_warmup_top8_mean_jaccard_to_c2,post_warmup_top8_mean_current_seed_slot_share,post_warmup_top8_mean_evidence_strong_slot_share,post_warmup_top8_liquidity_retained,post_warmup_hysteresis_exact_match_to_c2,post_warmup_hysteresis_mean_current_seed_slot_share,post_warmup_hysteresis_mean_evidence_strong_slot_share,post_warmup_hysteresis_liquidity_retained,total_top6_turnover,changed_weeks,post_warmup_top6_turnover,post_warmup_top6_changed_weeks,post_warmup_hysteresis_turnover,post_warmup_hysteresis_changed_weeks,post_warmup_top6_mean_membership_duration,post_warmup_top6_median_membership_duration,post_warmup_top6_maximum_membership_duration,post_warmup_hysteresis_mean_membership_duration,post_warmup_hysteresis_median_membership_duration,post_warmup_hysteresis_maximum_membership_duration
E05,0.05,18,10,8,18,0.9667774086378738,0.9905078310393926,0.9857617465590888,0.08416389811738649,0.9158361018826136,0.9999756242688781,0.973421926910299,0.994093761535622,0.1175249169435216,0.8824750830564784,0.9999934514431824,0.9501661129568106,0.09136212624584718,0.9086378737541528,0.9999244697868259,294,138,294,136,120,58,12.04,4.0,301,28.666666666666668,9.0,301
E10,0.1,32,19,13,30,0.9368770764119602,0.9819648789748457,0.9677266255339345,0.07918050941306755,0.9208194905869325,0.9999189887610572,0.9568106312292359,0.9904023624953857,0.11544850498338871,0.8845514950166113,0.9999338780624214,0.8870431893687708,0.08084163898117387,0.9191583610188261,1.0001842978402173,290,136,290,134,122,59,12.202702702702704,4.0,301,28.21875,7.5,301
E15,0.15,51,32,19,48,0.893687707641196,0.9696250593260559,0.9449454200284766,0.07198228128460686,0.9280177187153932,0.9997241211762933,0.9368770764119602,0.9859726836471022,0.11295681063122924,0.8870431893687708,0.9999081765159552,0.8073089700996677,0.08194905869324474,0.9180509413067552,0.9999255465869683,302,142,302,140,126,61,11.727272727272727,3.0,301,27.363636363636363,7.0,301
