decision_time,c2_top6,without_bchsv_top6,top6_changed,jaccard
2019-08-05T00:00:00+00:00,BCHSV;BTC;ETH;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-08-12T00:00:00+00:00,BCHSV;BTC;ETH;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-08-19T00:00:00+00:00,BCHSV;BTC;ETH;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-08-26T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-09-02T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-09-09T00:00:00+00:00,BCHSV;BTC;ETH;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-09-16T00:00:00+00:00,BCHSV;BTC;ETH;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-09-23T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-09-30T00:00:00+00:00,BTC;ETH;KCS;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,False,1.0
2019-10-07T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-10-14T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-10-21T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-10-28T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-11-04T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-11-11T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-11-18T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-11-25T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-12-02T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-12-09T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-12-16T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-12-23T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2019-12-30T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-01-06T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-01-13T00:00:00+00:00,BCHSV;BTC;ETH;KCS;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-01-20T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-01-27T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-02-03T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-02-10T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-02-17T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-02-24T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-03-02T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-03-09T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-03-16T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-03-23T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-03-30T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-04-06T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-04-13T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-04-20T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-04-27T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-05-04T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XTZ,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-05-11T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XTZ,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-05-18T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-05-25T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-06-01T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-06-08T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,BTC;ETH;KCS;LTC;TRX;XRP,True,0.7142857142857143
2020-06-15T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2020-06-22T00:00:00+00:00,ADA;BTC;ETH;KCS;SENSO;XRP,ADA;BTC;ETH;KCS;SENSO;XRP,False,1.0
2020-06-29T00:00:00+00:00,ADA;BTC;ETH;KCS;SENSO;XRP,ADA;BTC;ETH;KCS;SENSO;XRP,False,1.0
2020-07-06T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;SENSO,ADA;BTC;ETH;KCS;SENSO;XRP,True,0.7142857142857143
2020-07-13T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;SENSO,ADA;BTC;ETH;KCS;SENSO;XRP,True,0.7142857142857143
2020-07-20T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;XRP,ADA;ATOM;BTC;ETH;KCS;XRP,True,0.7142857142857143
2020-07-27T00:00:00+00:00,ADA;BTC;ETH;KCS;XRP;XTZ,ADA;BTC;ETH;KCS;XRP;XTZ,False,1.0
2020-08-03T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;XRP,ADA;BTC;ETH;KCS;XRP;XTZ,True,0.7142857142857143
2020-08-10T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;XRP,ADA;BTC;ETH;KCS;XRP;XTZ,True,0.7142857142857143
2020-08-17T00:00:00+00:00,ADA;BCHSV;BTC;ETH;KCS;XRP,ADA;BTC;ETH;KCS;XRP;XTZ,True,0.7142857142857143
2020-08-24T00:00:00+00:00,BCHSV;BTC;ETH;KCS;XRP;XTZ,BTC;ETH;KCS;LTC;XRP;XTZ,True,0.7142857142857143
2020-08-31T00:00:00+00:00,BCHSV;BTC;ETH;KCS;XRP;XTZ,ATOM;BTC;ETH;KCS;XRP;XTZ,True,0.7142857142857143
2020-09-07T00:00:00+00:00,ATOM;BTC;ETH;KCS;XRP;XTZ,ATOM;BTC;ETH;KCS;XRP;XTZ,False,1.0
2020-09-14T00:00:00+00:00,BTC;ETH;KCS;LTC;TRX;XRP,BTC;ETH;KCS;LTC;TRX;XRP,False,1.0
2020-09-21T00:00:00+00:00,ATOM;BTC;ETH;KCS;TRX;XRP,ATOM;BTC;ETH;KCS;TRX;XRP,False,1.0
2020-09-28T00:00:00+00:00,ADA;BTC;ETH;KCS;TRX;XRP,ADA;BTC;ETH;KCS;TRX;XRP,False,1.0
2020-10-05T00:00:00+00:00,ATOM;BTC;ETH;KCS;TRX;XRP,ATOM;BTC;ETH;KCS;TRX;XRP,False,1.0
2020-10-12T00:00:00+00:00,ATOM;BTC;ETH;KCS;TRX;XRP,ATOM;BTC;ETH;KCS;TRX;XRP,False,1.0
2020-10-19T00:00:00+00:00,ADA;ATOM;BTC;ETH;KCS;XRP,ADA;ATOM;BTC;ETH;KCS;XRP,False,1.0
2020-10-26T00:00:00+00:00,ATOM;BCHSV;BTC;ETH;KCS;XRP,ADA;ATOM;BTC;ETH;KCS;XRP,True,0.7142857142857143
2020-11-02T00:00:00+00:00,ATOM;BCHSV;BTC;ETH;KCS;XRP,ATOM;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2020-11-09T00:00:00+00:00,ATOM;BTC;ETH;KCS;LTC;XRP,ATOM;BTC;ETH;KCS;LTC;XRP,False,1.0
2020-11-16T00:00:00+00:00,ATOM;BTC;ETH;KCS;LTC;XRP,ATOM;BTC;ETH;KCS;LTC;XRP,False,1.0
2020-11-23T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ATOM;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2020-11-30T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2020-12-07T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2020-12-14T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2020-12-21T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2020-12-28T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2021-01-04T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2021-01-11T00:00:00+00:00,BCHSV;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2021-01-18T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-01-25T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-02-01T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-02-08T00:00:00+00:00,ADA;BCHSV;BTC;ETH;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,True,0.7142857142857143
2021-02-15T00:00:00+00:00,ADA;BTC;DOT;ETH;KCS;XRP,ADA;BTC;DOT;ETH;KCS;XRP,False,1.0
2021-02-22T00:00:00+00:00,ADA;BTC;ETH;LTC;XLM;XRP,ADA;BTC;ETH;LTC;XLM;XRP,False,1.0
2021-03-01T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-03-08T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-03-15T00:00:00+00:00,ADA;BTC;ETH;KCS;LTC;XRP,ADA;BTC;ETH;KCS;LTC;XRP,False,1.0
2021-03-22T00:00:00+00:00,ADA;BTC;DOT;ETH;KCS;XRP,ADA;BTC;DOT;ETH;KCS;XRP,False,1.0
2021-03-29T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-04-05T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-04-12T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-04-19T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-04-26T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-05-03T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-05-10T00:00:00+00:00,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,False,1.0
2021-05-17T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-05-24T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-05-31T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-06-07T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-06-14T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-06-21T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-06-28T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-07-05T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-07-12T00:00:00+00:00,ADA;BTC;DOGE;ETH;TEL;XRP,ADA;BTC;DOGE;ETH;TEL;XRP,False,1.0
2021-07-19T00:00:00+00:00,ADA;BTC;DOGE;ETH;KCS;XRP,ADA;BTC;DOGE;ETH;KCS;XRP,False,1.0
2021-07-26T00:00:00+00:00,ADA;BTC;ETH;KCS;TEL;XRP,ADA;BTC;ETH;KCS;TEL;XRP,False,1.0
2021-08-02T00:00:00+00:00,ADA;BTC;ETH;KCS;TEL;XRP,ADA;BTC;ETH;KCS;TEL;XRP,False,1.0
2021-08-09T00:00:00+00:00,ADA;BTC;ETH;KCS;TEL;XRP,ADA;BTC;ETH;KCS;TEL;XRP,False,1.0
2021-08-16T00:00:00+00:00,ADA;BTC;DOGE;DOT;ETH;XRP,ADA;BTC;DOGE;DOT;ETH;XRP,False,1.0
2021-08-23T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-08-30T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-09-06T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-09-13T00:00:00+00:00,ADA;BTC;DOGE;ETH;VET;XRP,ADA;BTC;DOGE;ETH;VET;XRP,False,1.0
2021-09-20T00:00:00+00:00,ADA;BNB;BTC;DOT;ETH;XRP,ADA;BNB;BTC;DOT;ETH;XRP,False,1.0
2021-09-27T00:00:00+00:00,ADA;ATOM;BTC;DOT;ETH;XRP,ADA;ATOM;BTC;DOT;ETH;XRP,False,1.0
2021-10-04T00:00:00+00:00,ADA;ATOM;BTC;DOT;ETH;XRP,ADA;ATOM;BTC;DOT;ETH;XRP,False,1.0
2021-10-11T00:00:00+00:00,ADA;ATOM;BTC;DOT;ETH;XRP,ADA;ATOM;BTC;DOT;ETH;XRP,False,1.0
2021-10-18T00:00:00+00:00,ADA;ATOM;BTC;DOT;ETH;XRP,ADA;ATOM;BTC;DOT;ETH;XRP,False,1.0
2021-10-25T00:00:00+00:00,ADA;BTC;DOT;ETH;SHIB;XRP,ADA;BTC;DOT;ETH;SHIB;XRP,False,1.0
2021-11-01T00:00:00+00:00,ADA;BTC;DOT;ETH;SHIB;XRP,ADA;BTC;DOT;ETH;SHIB;XRP,False,1.0
2021-11-08T00:00:00+00:00,BTC;DOT;ETH;SHIB;SOL;XRP,BTC;DOT;ETH;SHIB;SOL;XRP,False,1.0
2021-11-15T00:00:00+00:00,BTC;DOGE;DOT;ETH;SHIB;XRP,BTC;DOGE;DOT;ETH;SHIB;XRP,False,1.0
2021-11-22T00:00:00+00:00,BNB;BTC;DOT;ETH;SHIB;XRP,BNB;BTC;DOT;ETH;SHIB;XRP,False,1.0
2021-11-29T00:00:00+00:00,BTC;ETH;MANA;SAND;SHIB;XRP,BTC;ETH;MANA;SAND;SHIB;XRP,False,1.0
2021-12-06T00:00:00+00:00,BTC;ETH;MANA;SAND;SHIB;XRP,BTC;ETH;MANA;SAND;SHIB;XRP,False,1.0
2021-12-13T00:00:00+00:00,AVAX;BTC;ETH;SAND;SHIB;XRP,AVAX;BTC;ETH;SAND;SHIB;XRP,False,1.0
2021-12-20T00:00:00+00:00,AVAX;BTC;ETH;SAND;SHIB;XRP,AVAX;BTC;ETH;SAND;SHIB;XRP,False,1.0
2021-12-27T00:00:00+00:00,AVAX;BTC;ETH;SAND;SHIB;XRP,AVAX;BTC;ETH;SAND;SHIB;XRP,False,1.0
2022-01-03T00:00:00+00:00,AVAX;BTC;DOT;ETH;SHIB;XRP,AVAX;BTC;DOT;ETH;SHIB;XRP,False,1.0
2022-01-10T00:00:00+00:00,AVAX;BTC;DOT;ETH;SOL;XRP,AVAX;BTC;DOT;ETH;SOL;XRP,False,1.0
2022-01-17T00:00:00+00:00,AVAX;BTC;DOT;ETH;NEAR;XRP,AVAX;BTC;DOT;ETH;NEAR;XRP,False,1.0
2022-01-24T00:00:00+00:00,ATOM;BTC;DOT;ETH;NEAR;XRP,ATOM;BTC;DOT;ETH;NEAR;XRP,False,1.0
2022-01-31T00:00:00+00:00,ATOM;AVAX;BTC;DOT;ETH;NEAR,ATOM;AVAX;BTC;DOT;ETH;NEAR,False,1.0
2022-02-07T00:00:00+00:00,ATOM;AVAX;BTC;ETH;NEAR;SOL,ATOM;AVAX;BTC;ETH;NEAR;SOL,False,1.0
2022-02-14T00:00:00+00:00,ATOM;AVAX;BTC;ETH;NEAR;SOL,ATOM;AVAX;BTC;ETH;NEAR;SOL,False,1.0
2022-02-21T00:00:00+00:00,ATOM;AVAX;BTC;ETH;SHIB;XRP,ATOM;AVAX;BTC;ETH;SHIB;XRP,False,1.0
2022-02-28T00:00:00+00:00,AVAX;BTC;ETH;SHIB;SOL;XRP,AVAX;BTC;ETH;SHIB;SOL;XRP,False,1.0
2022-03-07T00:00:00+00:00,ATOM;AVAX;BTC;ETH;SHIB;XRP,ATOM;AVAX;BTC;ETH;SHIB;XRP,False,1.0
2022-03-14T00:00:00+00:00,ATOM;AVAX;BTC;ETH;SHIB;XRP,ATOM;AVAX;BTC;ETH;SHIB;XRP,False,1.0
2022-03-21T00:00:00+00:00,ATOM;AVAX;BTC;ETH;SOL;XRP,ATOM;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-03-28T00:00:00+00:00,AVAX;BTC;ETH;JASMY;SOL;XRP,AVAX;BTC;ETH;JASMY;SOL;XRP,False,1.0
2022-04-04T00:00:00+00:00,AVAX;BTC;ETH;JASMY;SOL;XRP,AVAX;BTC;ETH;JASMY;SOL;XRP,False,1.0
2022-04-11T00:00:00+00:00,AVAX;BTC;ETH;JASMY;SOL;XRP,AVAX;BTC;ETH;JASMY;SOL;XRP,False,1.0
2022-04-18T00:00:00+00:00,AVAX;BTC;ETH;NEAR;SOL;XRP,AVAX;BTC;ETH;NEAR;SOL;XRP,False,1.0
2022-04-25T00:00:00+00:00,AVAX;BTC;ETH;NEAR;SOL;XRP,AVAX;BTC;ETH;NEAR;SOL;XRP,False,1.0
2022-05-02T00:00:00+00:00,BTC;ETH;JASMY;NEAR;SOL;XRP,BTC;ETH;JASMY;NEAR;SOL;XRP,False,1.0
2022-05-09T00:00:00+00:00,BTC;ETH;JASMY;NEAR;SOL;XRP,BTC;ETH;JASMY;NEAR;SOL;XRP,False,1.0
2022-05-16T00:00:00+00:00,BTC;DOGE;ETH;NEAR;SOL;XRP,BTC;DOGE;ETH;NEAR;SOL;XRP,False,1.0
2022-05-23T00:00:00+00:00,BTC;DOGE;ETH;NEAR;SOL;XRP,BTC;DOGE;ETH;NEAR;SOL;XRP,False,1.0
2022-05-30T00:00:00+00:00,AVAX;BTC;ETH;SOL;TRX;XRP,AVAX;BTC;ETH;SOL;TRX;XRP,False,1.0
2022-06-06T00:00:00+00:00,AVAX;BTC;ETH;NEAR;SOL;XRP,AVAX;BTC;ETH;NEAR;SOL;XRP,False,1.0
2022-06-13T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-06-20T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-06-27T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-07-04T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-07-11T00:00:00+00:00,APE;AVAX;BTC;ETH;SOL;XRP,APE;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-07-18T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-07-25T00:00:00+00:00,APE;AVAX;BTC;ETH;SOL;XRP,APE;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-08-01T00:00:00+00:00,APE;AVAX;BTC;ETH;SOL;XRP,APE;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-08-08T00:00:00+00:00,APE;AVAX;BTC;ETH;SOL;XRP,APE;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-08-15T00:00:00+00:00,APE;AVAX;BTC;ETH;SOL;XRP,APE;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-08-22T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-08-29T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-09-05T00:00:00+00:00,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,False,1.0
2022-09-12T00:00:00+00:00,ADA;BTC;ETH;LUNC;SOL;XRP,ADA;BTC;ETH;LUNC;SOL;XRP,False,1.0
2022-09-19T00:00:00+00:00,ADA;BTC;ETH;LUNC;SOL;XRP,ADA;BTC;ETH;LUNC;SOL;XRP,False,1.0
2022-09-26T00:00:00+00:00,ADA;BTC;ETH;LUNC;SOL;XRP,ADA;BTC;ETH;LUNC;SOL;XRP,False,1.0
2022-10-03T00:00:00+00:00,ATOM;BTC;ETH;LUNC;SOL;XRP,ATOM;BTC;ETH;LUNC;SOL;XRP,False,1.0
2022-10-10T00:00:00+00:00,ATOM;BTC;ETH;LUNC;SOL;XRP,ATOM;BTC;ETH;LUNC;SOL;XRP,False,1.0
2022-10-17T00:00:00+00:00,ADA;BTC;ETH;LUNC;SOL;XRP,ADA;BTC;ETH;LUNC;SOL;XRP,False,1.0
