decision_time,period,variant,pair,canonical_asset_id,adjusted_rank,confidence_class,member
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-11-25T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-12-02T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-12-09T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-12-16T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2019-12-23T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2019-12-30T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-01-06T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,1,EVIDENCE_STRONG,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,2,EVIDENCE_STRONG,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-01-13T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-01-20T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-01-27T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-02-03T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-02-10T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-02-17T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-02-24T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-03-02T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-03-09T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-03-16T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-03-23T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-03-30T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-04-06T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-04-13T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-04-20T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,2,EVIDENCE_STRONG,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,3,EVIDENCE_STRONG,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-04-27T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-05-04T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,7,EVIDENCE_STRONG,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-05-11T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,7,EVIDENCE_STRONG,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-05-18T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,5,EVIDENCE_STRONG,True
2020-05-25T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,4,CURRENT_SEED_KLINE_CONFIRMED,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-06-01T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-06-08T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,6,EVIDENCE_STRONG,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-06-15T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,7,EVIDENCE_STRONG,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,5,EVIDENCE_STRONG,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,7,CURRENT_SEED_KLINE_CONFIRMED,True
2020-06-22T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,8,EVIDENCE_STRONG,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,7,CURRENT_SEED_KLINE_CONFIRMED,True
2020-06-29T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,8,EVIDENCE_STRONG,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,6,CURRENT_SEED_KLINE_CONFIRMED,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,7,EVIDENCE_STRONG,True
2020-07-06T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,8,EVIDENCE_STRONG,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,6,CURRENT_SEED_KLINE_CONFIRMED,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,7,EVIDENCE_STRONG,True
2020-07-13T00:00:00+00:00,POST_WARMUP,E10,LTC-USDT,LTC,8,EVIDENCE_STRONG,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,ADA-USDT,ADA,4,EVIDENCE_STRONG,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-07-20T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,ADA-USDT,ADA,4,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-07-27T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,7,CURRENT_SEED_KLINE_CONFIRMED,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,ADA-USDT,ADA,4,EVIDENCE_STRONG,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-08-03T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,6,EVIDENCE_STRONG,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-08-10T00:00:00+00:00,POST_WARMUP,E10,ADA-USDT,ADA,6,EVIDENCE_STRONG,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,ETH-USDT,ETH,2,EVIDENCE_STRONG,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,KCS-USDT,KCS,3,EVIDENCE_STRONG,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,XRP-USDT,XRP,4,EVIDENCE_STRONG,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,BCHSV-USDT,BCHSV,5,CURRENT_SEED_KLINE_CONFIRMED,True
2020-08-17T00:00:00+00:00,POST_WARMUP,E10,ADA-USDT,ADA,6,EVIDENCE_STRONG,True
2020-08-24T00:00:00+00:00,POST_WARMUP,E10,BTC-USDT,BTC,1,EVIDENCE_STRONG,True
