decision_time,period,variant,top_n,rank,pair,canonical_asset_id,confidence_class
2019-03-18T00:00:00+00:00,FULL,E05,10,5,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,10,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,10,7,ETC-USDT,ETC,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,10,8,TRX-USDT,TRX,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,10,9,XLM-USDT,XLM,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,10,10,BCHSV-USDT,BCHSV,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,4,NEO-USDT,NEO,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,5,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,7,ETC-USDT,ETC,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,8,TRX-USDT,TRX,EVIDENCE_STRONG
2019-03-18T00:00:00+00:00,FULL,E05,30,9,XLM-USDT,XLM,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,10,BCHSV-USDT,BCHSV,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,11,ONT-USDT,ONT,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,12,VET-USDT,VET,CURRENT_SEED_KLINE_CONFIRMED
2019-03-18T00:00:00+00:00,FULL,E05,30,13,SNX-USDT,SNX,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,4,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,4,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,4,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,4,4,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,6,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,6,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,6,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,6,4,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,6,5,NEO-USDT,NEO,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,6,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,4,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,5,NEO-USDT,NEO,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,8,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,8,7,ETC-USDT,ETC,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,8,8,TRX-USDT,TRX,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,4,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,5,NEO-USDT,NEO,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,10,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,7,ETC-USDT,ETC,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,10,8,TRX-USDT,TRX,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,10,9,XLM-USDT,XLM,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,10,10,ONT-USDT,ONT,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,30,3,KCS-USDT,KCS,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,30,4,LTC-USDT,LTC,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,30,5,NEO-USDT,NEO,CURRENT_SEED_KLINE_CONFIRMED
2019-03-25T00:00:00+00:00,FULL,E05,30,6,XRP-USDT,XRP,EVIDENCE_STRONG
2019-03-25T00:00:00+00:00,FULL,E05,30,7,ETC-USDT,ETC,CURRENT_SEED_KLINE_CONFIRMED
