decision_time,period,variant,top_n,rank,pair,canonical_asset_id,confidence_class
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,8,6,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,8,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,8,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,5,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,6,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,9,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,10,10,WIF-USDT,WIF,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,5,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,6,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,9,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,10,WIF-USDT,WIF,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,11,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,12,FLOKI-USDT,FLOKI,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,13,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,14,LINK-USDT,LINK,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,15,VELO-USDT,VELO,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,16,KAS-USDT,KAS,CURRENT_SEED_KLINE_CONFIRMED
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,17,PEOPLE-USDT,PEOPLE,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,18,MYRO-USDT,MYRO,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,19,BONK-USDT,BONK,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,20,BNB-USDT,BNB,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,21,ADA-USDT,ADA,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,22,FET-USDT,FET,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,23,LTC-USDT,LTC,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,24,AVAX-USDT,AVAX,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,25,BCH-USDT,BCH,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,26,XMR-USDT,XMR,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,27,MASK-USDT,MASK,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,28,ICP-USDT,ICP,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,29,INJ-USDT,INJ,EVIDENCE_STRONG
2024-06-10T00:00:00+00:00,POST_WARMUP,E05,30,30,ORDI-USDT,ORDI,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,4,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,4,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,4,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,4,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,5,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,6,6,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,5,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,6,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,7,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,8,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,5,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,6,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,7,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,9,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,10,10,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,5,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,6,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,7,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,9,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,10,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,11,FLOKI-USDT,FLOKI,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,12,WIF-USDT,WIF,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,13,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,14,KAS-USDT,KAS,CURRENT_SEED_KLINE_CONFIRMED
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,15,LINK-USDT,LINK,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,16,BNB-USDT,BNB,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,17,ADA-USDT,ADA,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,18,BONK-USDT,BONK,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,19,PEOPLE-USDT,PEOPLE,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,20,MYRO-USDT,MYRO,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,21,VELO-USDT,VELO,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,22,XMR-USDT,XMR,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,23,LTC-USDT,LTC,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,24,BCH-USDT,BCH,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,25,FET-USDT,FET,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,26,AVAX-USDT,AVAX,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,27,INJ-USDT,INJ,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,28,UNI-USDT,UNI,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,29,MASK-USDT,MASK,EVIDENCE_STRONG
2024-06-17T00:00:00+00:00,POST_WARMUP,E05,30,30,ICP-USDT,ICP,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,4,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,4,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,4,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,4,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,5,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,6,6,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,5,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,6,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,7,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,8,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,5,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,6,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,7,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,9,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,10,10,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,5,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,6,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,7,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,8,XRP-USDT,XRP,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,9,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,10,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,11,FLOKI-USDT,FLOKI,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,12,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,13,WIF-USDT,WIF,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,14,KAS-USDT,KAS,CURRENT_SEED_KLINE_CONFIRMED
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,15,INJ-USDT,INJ,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,16,BNB-USDT,BNB,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,17,ADA-USDT,ADA,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,18,XMR-USDT,XMR,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,19,LINK-USDT,LINK,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,20,UNI-USDT,UNI,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,21,LTC-USDT,LTC,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,22,PEOPLE-USDT,PEOPLE,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,23,MYRO-USDT,MYRO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,24,FET-USDT,FET,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,25,VELO-USDT,VELO,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,26,AVAX-USDT,AVAX,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,27,ICP-USDT,ICP,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,28,BCH-USDT,BCH,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,29,MASK-USDT,MASK,EVIDENCE_STRONG
2024-06-24T00:00:00+00:00,POST_WARMUP,E05,30,30,TOKEN-USDT,TOKEN,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,4,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,4,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,4,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,4,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,5,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,6,6,XRP-USDT,XRP,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,5,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,6,XRP-USDT,XRP,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,8,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,5,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,6,XRP-USDT,XRP,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,9,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,10,10,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,1,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,2,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,5,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,6,XRP-USDT,XRP,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,7,GRAM-USDT,GRAM,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,8,JASMY-USDT,JASMY,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,9,DOGE-USDT,DOGE,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,10,NEAR-USDT,NEAR,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,11,KAS-USDT,KAS,CURRENT_SEED_KLINE_CONFIRMED
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,12,SHIB-USDT,SHIB,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,13,WIF-USDT,WIF,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,14,FLOKI-USDT,FLOKI,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,15,INJ-USDT,INJ,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,16,BNB-USDT,BNB,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,17,XMR-USDT,XMR,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,18,ADA-USDT,ADA,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,19,LTC-USDT,LTC,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,20,AVAX-USDT,AVAX,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,21,FET-USDT,FET,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,22,LINK-USDT,LINK,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,23,ICP-USDT,ICP,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,24,UNI-USDT,UNI,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,25,BCH-USDT,BCH,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,26,VELO-USDT,VELO,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,27,DOT-USDT,DOT,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,28,TOKEN-USDT,TOKEN,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,29,MASK-USDT,MASK,EVIDENCE_STRONG
2024-07-01T00:00:00+00:00,POST_WARMUP,E05,30,30,TAO-USDT,TAO,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,4,1,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,4,2,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,4,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,4,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,1,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,2,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,5,ONDO-USDT,ONDO,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,6,6,XRP-USDT,XRP,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,8,1,ETH-USDT,ETH,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,8,2,BTC-USDT,BTC,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,8,3,SOL-USDT,SOL,EVIDENCE_STRONG
2024-07-08T00:00:00+00:00,POST_WARMUP,E05,8,4,PEPE-USDT,PEPE,CURRENT_SEED_KLINE_CONFIRMED
