scope,variant_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
STANDALONE,QUALITY_MOMENTUM_BREAKOUT_V2,ADMITTED,228,-44451.61867034636,-0.4445161867034636,0.6189408439546303
STANDALONE,QUALITY_MOMENTUM_BREAKOUT_V2,REJECTED_ENGINE_COOLDOWN,22,4664.49723119358,0.046644972311935796,1.455598256426294
STANDALONE,QUALITY_MOMENTUM_BREAKOUT_V2,REJECTED_SAME_SYMBOL_ACTIVE,33,-6906.160348485403,-0.06906160348485403,0.5985758099435939
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,ADMITTED,131,-53698.55283891132,-0.5369855283891132,0.24330525851838572
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,REJECTED_ENGINE_COOLDOWN,9,-3515.3177484370476,-0.035153177484370475,0.2955554146997968
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,REJECTED_MAX_OPEN_RISK,10,5493.1444401246545,0.054931444401246546,3.245767651303437
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,REJECTED_SAME_SYMBOL_OVERLAP,133,5027.444359585526,0.05027444359585526,1.076527844038364
STANDALONE,PULLBACK_REACCELERATION_V2,ADMITTED,180,12041.67302990186,0.1204167302990186,1.1259605115498117
STANDALONE,PULLBACK_REACCELERATION_V2,REJECTED_ENGINE_COOLDOWN,12,-5260.2919922544725,-0.052602919922544726,0.13359815496303537
STANDALONE,PULLBACK_REACCELERATION_V2,REJECTED_SAME_SYMBOL_ACTIVE,12,-1271.3051029716212,-0.012713051029716212,0.7106961575713789
OVERLAY,PULLBACK_REACCELERATION_V2,ADMITTED,126,-20214.065247715425,-0.20214065247715426,0.7191149228006303
OVERLAY,PULLBACK_REACCELERATION_V2,REJECTED_ENGINE_COOLDOWN,5,-4336.25361731756,-0.043362536173175606,0.0
OVERLAY,PULLBACK_REACCELERATION_V2,REJECTED_MAX_OPEN_RISK,4,-59.68775517042593,-0.0005968775517042593,0.9554271669943628
