variant_id,new_trade_count,trade_count,net_return,monthly_geometric_return,profit_factor,gross_profit,gross_loss,maximum_drawdown,minimum_cash,capital_feasible,two_x_net_return,two_x_profit_factor,two_x_minimum_cash,two_x_capital_feasible,mean_high_opportunity_capture,delta_net_return_vs_v3,delta_profit_factor_vs_v3,delta_maximum_drawdown_vs_v3,delta_two_x_return_vs_v3,delta_capture_vs_v3,robust_additive_overlay
ALL_SECOND_GENERATION_ENGINES_OVERLAY,362,929,-0.2818497443898108,-0.004586771194199368,0.9339261634271641,398382.87602799607,426567.85046697705,0.4950564058028605,-221483.93201500736,False,-1.1804499285777597,0.7589014277606597,-272374.3519196801,False,-0.006375502949265361,-1.3634083757920767,-0.57186017248396,0.3847503805561282,-1.7751345671547165,-0.06907859952191808,False
