scope,variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.3597056208646263,8.977084241529303,0.040069315513446516,True,False
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04788734380607318,0.33154791649728477,-0.14443566502239008,False,
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.028772010969290163,0.37052437252117865,-0.07765214140574679,False,
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.016440005140904157,-0.15141585105211164,,False,
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.12430710949283252,2.667291938689029,0.04660423843740529,True,False
OVERLAY,QUALITY_MOMENTUM_BREAKOUT_V2,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.12880911851304566,0.37373514866458524,-0.34465347713026456,False,
OVERLAY,PULLBACK_REACCELERATION_V2,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.010248959003614,0.6437975137033425,-0.01591953803092295,False,
OVERLAY,PULLBACK_REACCELERATION_V2,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5406140494069755,8.977084241529303,0.06022156357918711,True,False
OVERLAY,PULLBACK_REACCELERATION_V2,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03988699503664117,0.33154791649728477,-0.12030537081347585,False,
OVERLAY,PULLBACK_REACCELERATION_V2,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.02798610904884946,0.37052437252117865,-0.07553108816681098,False,
OVERLAY,PULLBACK_REACCELERATION_V2,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.026409855903398283,-0.15141585105211164,,False,
OVERLAY,PULLBACK_REACCELERATION_V2,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.15140126643786456,2.667291938689029,0.05676216549144528,True,False
OVERLAY,PULLBACK_REACCELERATION_V2,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08385765753688579,0.37373514866458524,-0.22437723033683735,False,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5013070932192902,8.977084241529303,0.05584297526140731,True,False
OVERLAY,SQUEEZE_TREND_RELEASE_V2,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03932612542035285,0.33154791649728477,-0.11861370095708297,False,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.01706870550818196,0.37052437252117865,-0.04606635021615572,False,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.018110383328805657,-0.15141585105211164,,False,
OVERLAY,SQUEEZE_TREND_RELEASE_V2,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.15687561339006817,2.667291938689029,0.05881456435817534,True,False
OVERLAY,SQUEEZE_TREND_RELEASE_V2,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08486289298716443,0.37373514866458524,-0.2270669303928008,False,
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.02893634206653095,0.6437975137033425,-0.044946340193330755,False,
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.4233052442330365,8.977084241529303,0.04715397927032528,True,False
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.04765437260829619,0.33154791649728477,-0.1437329877133656,False,
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.010561909607675113,0.37052437252117865,-0.028505303270087608,False,
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.012410752137105074,-0.15141585105211164,,False,
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.16699404276393226,2.667291938689029,0.06260808587979674,True,False
OVERLAY,BULL_LIQUIDITY_SWEEP_RECLAIM_V2,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08032606050886737,0.37373514866458524,-0.21492776581460182,False,
OVERLAY,RELATIVE_STRENGTH_ROTATION_RECLAIM_V2,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
