excluded_year,remaining_trade_count,observed_net_pnl,observed_return_on_initial,confirmed_pit_net_pnl,confirmed_pit_return_on_initial
2019,552,112665.3374247182,1.126653374247182,17107.467256313324,0.17107467256313325
2020,448,61615.09136758973,0.6161509136758974,17107.46725631332,0.17107467256313322
2021,434,79396.89831702065,0.7939689831702065,-1993.2263908785608,-0.019932263908785608
2022,550,108543.64086085954,1.0854364086085955,16447.96262024183,0.1644796262024183
2023,463,72027.77213608148,0.7202777213608148,10636.368006555664,0.10636368006555663
2024,388,106530.57559485776,1.0653057559485777,26231.297533021036,0.26231297533021036
