source_asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,source_path,source_span_days,rebalance_time,market_cap_rank,top6_member,top10_member
uni,UNI,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,5502748606.98052,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,11,False,False
algo,ALGO,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,4200380059.67589,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,12,False,False
bsv,BSV,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,3210575665.3563056,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,13,False,False
ht,HT,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,2463876124.31473,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,14,False,False
xmr,XMR,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,2409576530.8970337,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,15,False,False
ftt,FTT,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,2384391495.3654,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,16,False,False
snx,SNX,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,2039996302.9698167,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,17,False,False
xem,XEM,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1915811802.1989632,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,18,False,False
xtz,XTZ,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1768911236.394032,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,19,False,False
1inch,1INCH,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1679718479.50206,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,20,False,False
neo,NEO,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1610835312.01233,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,21,False,False
aave,AAVE,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1502455320.6708224,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,22,False,False
comp,COMP,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1480408247.00351,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,23,False,False
doge,DOGE,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1278625894.4635656,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,24,False,False
lend,LEND,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,1220744893.3023024,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,25,False,False
crv,CRV,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,949362069.0466912,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,26,False,False
gno,GNO,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,905443158.292061,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,27,False,False
dash,DASH,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,887866208.4593155,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,28,False,False
uma,UMA,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,860489168.1662273,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,29,False,False
etc,ETC,2021-01-03 00:00:00+00:00,2021-01-03 00:00:00+00:00,2021-01-04 00:00:00+00:00,824778796.7530739,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-04 00:00:00+00:00,30,False,False
btc,BTC,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,712801739056.71,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,1,True,True
eth,ETH,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,144538541298.19492,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,2,True,True
xrp,XRP,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,31539130512.84523,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,3,True,True
xlm,XLM,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,30230747391.32418,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,4,True,True
link,LINK,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,16234920489.1799,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,5,True,True
ltc,LTC,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,11407839898.868034,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,6,True,True
bch,BCH,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,11201668375.89551,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,7,False,True
ada,ADA,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,9687636477.07922,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,8,False,True
dot,DOT,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,9515690914.139938,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,9,False,True
cro,CRO,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,7790729576.64061,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,10,False,True
uni,UNI,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,6011646974.26237,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,11,False,False
bsv,BSV,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,4720052560.935946,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,12,False,False
algo,ALGO,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,4610728750.80575,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,13,False,False
xmr,XMR,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,3208866927.276694,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,14,False,False
ftt,FTT,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,3180833463.9568806,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,15,False,False
snx,SNX,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,3064020944.009339,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,16,False,False
ht,HT,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,2792026794.82336,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,17,False,False
neo,NEO,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,2504533569.08788,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,18,False,False
xtz,XTZ,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,2273736274.319504,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,19,False,False
xem,XEM,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,2096854581.250268,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,20,False,False
aave,AAVE,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,2044401461.117968,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,21,False,False
comp,COMP,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1956659188.63393,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,22,False,False
1inch,1INCH,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1824851518.288545,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,23,False,False
lend,LEND,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1661076112.6695187,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,24,False,False
mkr,MKR,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1517016555.0119202,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,25,False,False
dash,DASH,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1452390683.0826757,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,26,False,False
etc,ETC,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1394006126.900584,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,27,False,False
doge,DOGE,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1254885495.6440008,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,28,False,False
gno,GNO,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1146439407.06098,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,29,False,False
crv,CRV,2021-01-10 00:00:00+00:00,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,1069050822.7730988,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-11 00:00:00+00:00,30,False,False
btc,BTC,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,671017747596.7164,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,1,True,True
eth,ETH,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,141990281349.43542,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,2,True,True
xlm,XLM,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,32210768442.80448,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,3,True,True
xrp,XRP,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,27831711728.323452,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,4,True,True
link,LINK,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,23306589144.4011,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,5,True,True
dot,DOT,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,17484104192.992123,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,6,True,True
ada,ADA,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,12226690665.955704,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,7,False,True
ltc,LTC,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,9577399089.87275,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,8,False,True
bch,BCH,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,8987675452.88636,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,9,False,True
uni,UNI,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,8750660209.31421,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,10,False,True
cro,CRO,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,8043745551.97344,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,11,False,False
algo,ALGO,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,5781996386.29282,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,12,False,False
bsv,BSV,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,3728432480.8963833,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,13,False,False
ftt,FTT,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,3427759100.204344,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,14,False,False
snx,SNX,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,3399232447.267348,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,15,False,False
1inch,1INCH,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,3090305418.760875,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,16,False,False
aave,AAVE,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,3019031351.029712,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,17,False,False
xmr,XMR,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2786977698.770856,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,18,False,False
ht,HT,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2686425664.863425,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,19,False,False
xtz,XTZ,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2480381641.881917,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,20,False,False
lend,LEND,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2452962862.711664,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,21,False,False
neo,NEO,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2415406128.3062,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,22,False,False
crv,CRV,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2404717007.3015294,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,23,False,False
comp,COMP,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2172350383.73933,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,24,False,False
xem,XEM,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,2023353079.4996848,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,25,False,False
hedg,HEDG,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,1770851886.22038,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,26,False,False
mkr,MKR,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,1451889247.764105,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,27,False,False
sushi,SUSHI,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,1298967947.136156,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,28,False,False
dash,DASH,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,1233451191.4226649,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,29,False,False
doge,DOGE,2021-01-17 00:00:00+00:00,2021-01-17 00:00:00+00:00,2021-01-18 00:00:00+00:00,1167315373.799926,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-18 00:00:00+00:00,30,False,False
btc,BTC,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,599525276803.4537,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,1,True,True
eth,ETH,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,158724870354.96936,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,2,True,True
xlm,XLM,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,28633507754.417854,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,3,True,True
xrp,XRP,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,27359122798.98958,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,4,True,True
link,LINK,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,24541856549.676,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,5,True,True
dot,DOT,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,18455290076.850086,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,6,True,True
uni,UNI,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,11985038093.2179,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,7,False,True
ada,ADA,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,11205504548.400705,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,8,False,True
ltc,LTC,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,9411358614.228611,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,9,False,True
bch,BCH,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,8175186671.996445,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,10,False,True
cro,CRO,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,7248081195.45379,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,11,False,False
algo,ALGO,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,5616071060.18214,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,12,False,False
aave,AAVE,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,4294912484.522544,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,13,False,False
snx,SNX,2021-01-24 00:00:00+00:00,2021-01-24 00:00:00+00:00,2021-01-25 00:00:00+00:00,3761897908.5374913,data/research/rd01/dominance/raw/coinmetrics-community-market-cap-panel-2021-2024.json,1460,2021-01-25 00:00:00+00:00,14,False,False
