symbol,pit_status,trade_count,net_pnl,gross_profit,gross_loss,profit_factor,win_rate
AVAX,UNRESOLVED_MARKET_CAP_RANK,38,-1433.9385760077157,20978.430868744977,22412.369444752687,0.9360202151074468,0.2631578947368421
BTC,PIT_ELIGIBLE,147,-3984.1938400838176,45994.76630562898,49978.96014571281,0.9202825783396058,0.3673469387755102
BTC,UNRESOLVED_MARKET_CAP_RANK,73,23751.30396224014,48319.12638533382,24567.822423093672,1.9667647198521754,0.3698630136986301
ETH,PIT_ELIGIBLE,132,20721.05636904744,64932.822163131095,44211.76579408364,1.4686774209733173,0.5075757575757576
ETH,UNRESOLVED_MARKET_CAP_RANK,65,33926.81330912422,56485.71866818551,22558.90535906129,2.5039210799072196,0.49230769230769234
LINK,FIXED_SELECTION_NOT_TOP6,30,10089.23504762301,26072.381110643844,15983.146063020833,1.6312421226610585,0.2
LINK,PIT_ELIGIBLE,10,370.6047273496988,4435.054656901199,4064.449929551501,1.091182013254766,0.5
NEAR,UNRESOLVED_MARKET_CAP_RANK,22,6208.91276153985,14374.200641102889,8165.287879563041,1.7604034117499006,0.5454545454545454
SOL,UNRESOLVED_MARKET_CAP_RANK,50,18506.069379392648,40400.42250034053,21894.353120947875,1.8452439438225097,0.44
