engine_id,pit_status,trade_count,net_pnl,gross_profit,gross_loss,profit_factor,win_rate
COMPRESSION_EXPANSION_SPECIALIST_V3,PIT_ELIGIBLE,129,-1853.4750704057697,43886.48828870477,45739.96335911054,0.9594779939840815,0.3798449612403101
COMPRESSION_EXPANSION_SPECIALIST_V3,UNRESOLVED_MARKET_CAP_RANK,135,39450.84562670405,96091.92012749222,56641.07450078818,1.696505953928453,0.3925925925925926
TREND_CONTINUATION_CORE_V3,FIXED_SELECTION_NOT_TOP6,30,10089.23504762301,26072.381110643844,15983.146063020833,1.6312421226610585,0.2
TREND_CONTINUATION_CORE_V3,PIT_ELIGIBLE,160,18960.94232671909,71476.15483695651,52515.21251023742,1.3610561858246848,0.48125
TREND_CONTINUATION_CORE_V3,UNRESOLVED_MARKET_CAP_RANK,113,41508.31520958508,84465.97893621548,42957.6637266304,1.9662610023145455,0.4424778761061947
