policy_id,portfolio_id,universe_id,cost_multiplier,total_net_pnl,positive_net_pnl_pool,largest_winner_net_pnl,largest_winner_positive_pnl_share,net_pnl_without_largest_winner,top_asset,top_asset_positive_contribution_share,minimum_loao_remaining_net_pnl,minimum_loyo_remaining_net_pnl
BASELINE_H168,UNION_FOCUS,C2,1.0,-15731.513229739969,178022.8866912587,7751.255838020291,0.043540782772852844,-23482.76906776026,SOL-USDT,0.07752446171573303,-29532.641693560734,-56941.01073047343
BASELINE_H168,UNION_FOCUS,C2,2.0,-28661.62172919618,159953.90876938554,6540.035125988997,0.040886997862728876,-35201.656855185174,SOL-USDT,0.058548992897108305,-38026.76199759964,-60325.44019649712
BASELINE_H168,MOMENTUM_BREAKOUT,C2,1.0,-54998.2569503435,90590.71389687376,3339.8524589514236,0.03686749243143651,-58338.10940929492,LINK-USDT,0.01806640094238157,-56634.905109261,-72547.04853145813
BASELINE_H168,MOMENTUM_BREAKOUT,C2,2.0,-61066.163944328044,82255.91877785587,3246.6970932657573,0.039470680548033724,-64312.8610375938,LINK-USDT,0.016461764496990654,-62420.241507732695,-74425.08310727475
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,C2,1.0,-42545.1689970479,111963.22432838574,4399.075889133661,0.039290364452449725,-46944.24488618156,SOL-USDT,0.029315156398972527,-45827.388429167775,-65898.1574418103
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,C2,2.0,-49472.122467880494,102719.72095021902,3968.369306075752,0.038632983709125726,-53440.491773956244,LINK-USDT,0.015030350687020607,-51016.03589623518,-68016.3389134951
BASELINE_H168,UNION_FOCUS,D2,1.0,-1372.6969737380932,190076.2292754862,6095.6396457021265,0.032069447447147306,-7468.33661944022,SOL-USDT,0.07151477765194514,-14965.956247294635,-56941.010730473434
BASELINE_H168,UNION_FOCUS,D2,2.0,-16396.447007450028,170082.5409468382,5371.501598772581,0.03158173419135079,-21767.94860622261,SOL-USDT,0.05373947699463581,-25536.593803851843,-60325.44019649712
BASELINE_H168,MOMENTUM_BREAKOUT,D2,1.0,-52285.62586271424,95750.49854197749,3684.4130509382567,0.03847930931997176,-55970.0389136525,SOL-USDT,0.027939611252915133,-54960.85756924991,-72547.04853145813
BASELINE_H168,MOMENTUM_BREAKOUT,D2,2.0,-58806.48990997032,86664.3273785803,3246.6970932657573,0.03746290072826667,-62053.187003236075,LINK-USDT,0.014534292085418047,-60066.0945574769,-74425.08310727475
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,D2,1.0,-28037.668583457227,123446.25981176572,4901.117950774367,0.039702441841881056,-32938.78653423159,SOL-USDT,0.05324856715695369,-34611.005039318785,-65898.15744181031
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,D2,2.0,-36566.61086705743,112835.23184268194,4405.956598360959,0.03904770279998953,-40972.56746541839,SOL-USDT,0.035757284658272985,-40601.29237153844,-68016.33891349508
BASELINE_H168,UNION_FOCUS,E2,1.0,-16501.4114146031,178693.95654107007,5865.5650092123315,0.032824641206398164,-22366.97642381543,SOL-USDT,0.04460632867927148,-24472.292773073525,-56941.01073047343
BASELINE_H168,UNION_FOCUS,E2,2.0,-29419.914092106825,160409.1241588915,5371.501598772581,0.03348625975572249,-34791.4156908794,SOL-USDT,0.02743633902446564,-33820.95320514777,-60325.44019649711
BASELINE_H168,MOMENTUM_BREAKOUT,E2,1.0,-55135.47219890781,92182.91011021333,3339.8524589514236,0.03623071190699357,-58475.32465785924,LINK-USDT,0.018224548354301883,-56815.464101651654,-72547.04853145813
BASELINE_H168,MOMENTUM_BREAKOUT,E2,2.0,-61234.74915296568,83590.49633531726,3246.6970932657573,0.03884050502872797,-64481.44624623144,LINK-USDT,0.016613943048054858,-62623.51689843928,-74425.08310727477
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,E2,1.0,-39771.27099984771,117483.60829021549,4679.5374032646405,0.03983140687767224,-44450.80840311235,SOL-USDT,0.03100394937623107,-43413.72684381451,-65898.1574418103
BASELINE_H168,RELATIVE_STRENGTH_ROTATION,E2,2.0,-47035.747774837895,107576.69305298277,4202.461721411015,0.03906479742169853,-51238.209496248906,OP-USDT,0.014325537628868797,-48576.841739157666,-68016.3389134951
TIME_FAIL_72_H168,UNION_FOCUS,C2,1.0,8014.871403565325,210995.01797515474,10431.975316765747,0.04944180870656454,-2417.1039132004225,SOL-USDT,0.1030746221436699,-13733.360348420589,-43958.31106335281
TIME_FAIL_72_H168,UNION_FOCUS,C2,2.0,-11534.72312551742,185580.8706678762,8513.375182746164,0.04587420649611069,-20048.098308263583,SOL-USDT,0.08259595590658052,-26862.952536306144,-49159.42409130977
