policy_id,portfolio_id,universe_id,cost_multiplier,timestamp,equity,cash,gross_exposure,gross_exposure_fraction,open_positions
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-01 23:00:00+00:00,99971.47521381825,81977.5,17993.975213818252,0.17999109421295295,1
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-02 23:00:00+00:00,99909.23893815646,63898.992232964454,36010.246705191996,0.36042959678115694,2
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-03 23:00:00+00:00,98877.27342772578,46158.76621050418,52718.5072172216,0.5331711260804145,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-04 23:00:00+00:00,98512.42736062748,46158.76621050418,52353.661150123306,0.5314422002664765,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-05 23:00:00+00:00,94326.02351347767,46158.76621050418,48167.2573029735,0.5106465374965284,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-06 23:00:00+00:00,94294.91975165185,46158.76621050418,48136.153541147665,0.5104851212337388,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-07 23:00:00+00:00,91201.71716784219,46158.76621050418,45042.950957338006,0.493882706993813,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-08 23:00:00+00:00,89712.48632294315,58871.32626018224,30841.1600627609,0.3437777875394092,2
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-09 23:00:00+00:00,89815.37629268179,57608.377327154354,32206.99896552744,0.35859114880924553,2
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-10 23:00:00+00:00,87101.33508564196,57195.788368007044,29905.546717634916,0.3433420014541733,2
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-11 23:00:00+00:00,88859.94136330576,41197.0042749023,47662.93708840346,0.5363827204604212,3
BASELINE_H168,UNION_FOCUS,C2,1.0,2022-01-12 23:00:00+00:00,93595.379313476,9316.791404256684,84278.58790921932,0.9004567162118949,5
