day,successful_transaction_count,unique_sending_addresses,unique_receiving_addresses,unique_active_addresses,native_fees_paid,block_count,native_transfer_count
2022-03-01 00:00:00.000 UTC,280634,,,,19.430383469999974,162,931782
2022-03-02 00:00:00.000 UTC,288657,,,,29.265981479999958,136,939337
2022-03-03 00:00:00.000 UTC,268244,,,,20.29021530000001,148,913589
2022-03-04 00:00:00.000 UTC,262101,,,,15.322010520000015,139,886605
2022-03-05 00:00:00.000 UTC,225321,,,,11.260664490000002,123,799321
2022-03-06 00:00:00.000 UTC,207116,,,,9.457117859999983,131,714543
2022-03-07 00:00:00.000 UTC,255441,,,,11.280762469999967,148,844770
2022-03-08 00:00:00.000 UTC,255771,,,,10.584156979999992,148,848964
2022-03-09 00:00:00.000 UTC,272805,,,,11.2612991,138,897240
2022-03-10 00:00:00.000 UTC,261553,,,,11.64946678999999,145,885977
2022-03-11 00:00:00.000 UTC,252383,,,,11.032050499999992,138,861965
2022-03-12 00:00:00.000 UTC,225148,,,,7.884152659999992,156,767515
2022-03-13 00:00:00.000 UTC,208092,,,,6.771850899999979,151,719127
2022-03-14 00:00:00.000 UTC,259592,,,,10.31167023999998,153,845964
2022-03-15 00:00:00.000 UTC,263178,,,,9.816269799999999,139,872114
2022-03-16 00:00:00.000 UTC,276390,,,,10.225095389999973,155,923878
2022-03-17 00:00:00.000 UTC,278800,,,,10.508906589999977,159,962330
2022-03-18 00:00:00.000 UTC,261318,,,,10.59488402,143,906842
2022-03-19 00:00:00.000 UTC,242424,,,,8.045843869999977,155,829354
2022-03-20 00:00:00.000 UTC,210547,,,,6.458943799999977,154,727453
2022-03-21 00:00:00.000 UTC,259912,,,,9.490092379999979,153,855025
2022-03-22 00:00:00.000 UTC,264569,,,,10.80744809999997,149,869769
2022-03-23 00:00:00.000 UTC,264182,,,,10.826884389999979,145,864214
2022-03-24 00:00:00.000 UTC,262987,,,,11.37578426999997,143,870225
2022-03-25 00:00:00.000 UTC,290719,,,,12.908835439999974,156,968956
2022-03-26 00:00:00.000 UTC,231031,,,,8.185598199999994,161,783143
2022-03-27 00:00:00.000 UTC,218202,,,,7.476992969999976,131,759666
2022-03-28 00:00:00.000 UTC,293304,,,,10.81516812,159,927757
2022-03-29 00:00:00.000 UTC,286940,,,,9.959338999999996,151,917243
2022-03-30 00:00:00.000 UTC,272864,,,,11.172714079999986,135,870848
2022-03-31 00:00:00.000 UTC,279210,,,,16.598953849999976,138,917297
