decision_time,classification,legacy_asset_count,historical_eligible_count,top_6_overlap,top_6_jaccard,top_10_overlap,legacy_assets_not_historically_eligible,historical_top_6_omitted_by_legacy
2020-12-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,55,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2020-12-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,57,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-01-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,57,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-01-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,57,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,BCHSV-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-01-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,58,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-01-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,59,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-02-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,59,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-02-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,59,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;BCHSV-USDT;LTC-USDT;XRP-USDT
2021-02-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,61,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;DOT-USDT;KCS-USDT;XRP-USDT
2021-02-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,62,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;LTC-USDT;XLM-USDT;XRP-USDT
2021-03-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,62,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-03-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,62,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-03-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,62,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;LTC-USDT;XRP-USDT
2021-03-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,63,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;DOT-USDT;KCS-USDT;XRP-USDT
2021-03-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,64,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-04-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,66,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-04-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,66,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-04-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,67,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-04-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,69,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-05-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,70,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-05-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,75,2,0.2,3,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;VET-USDT;XRP-USDT
2021-05-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,77,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-05-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,78,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-05-31T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,81,2,0.2,2,AVAX-USDT;NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-06-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,83,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-06-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,83,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-06-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,88,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-06-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,92,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-07-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,95,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-07-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,101,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;TEL-USDT;XRP-USDT
2021-07-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,102,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;KCS-USDT;XRP-USDT
2021-07-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,104,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;TEL-USDT;XRP-USDT
2021-08-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,106,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;TEL-USDT;XRP-USDT
2021-08-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,108,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;KCS-USDT;TEL-USDT;XRP-USDT
2021-08-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,112,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;DOT-USDT;XRP-USDT
2021-08-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,113,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-08-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,116,2,0.2,2,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-09-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,117,2,0.2,3,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-09-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,121,2,0.2,3,NEAR-USDT;SOL-USDT,ADA-USDT;DOGE-USDT;VET-USDT;XRP-USDT
2021-09-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,122,2,0.2,3,NEAR-USDT;SOL-USDT,ADA-USDT;BNB-USDT;DOT-USDT;XRP-USDT
2021-09-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,122,2,0.2,3,NEAR-USDT;SOL-USDT,ADA-USDT;ATOM-USDT;DOT-USDT;XRP-USDT
2021-10-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,123,2,0.2,3,NEAR-USDT;SOL-USDT,ADA-USDT;ATOM-USDT;DOT-USDT;XRP-USDT
2021-10-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,126,2,0.2,3,SOL-USDT,ADA-USDT;ATOM-USDT;DOT-USDT;XRP-USDT
2021-10-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,128,2,0.2,3,SOL-USDT,ADA-USDT;ATOM-USDT;DOT-USDT;XRP-USDT
2021-10-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,129,2,0.2,3,SOL-USDT,ADA-USDT;DOT-USDT;SHIB-USDT;XRP-USDT
2021-11-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,129,2,0.2,2,SOL-USDT,ADA-USDT;DOT-USDT;SHIB-USDT;XRP-USDT
2021-11-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,133,3,0.3333333333333333,3,,DOT-USDT;SHIB-USDT;XRP-USDT
2021-11-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,136,2,0.2,3,,DOGE-USDT;DOT-USDT;SHIB-USDT;XRP-USDT
2021-11-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,137,2,0.2,3,,BNB-USDT;DOT-USDT;SHIB-USDT;XRP-USDT
2021-11-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,140,2,0.2,4,,MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT
2021-12-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,144,2,0.2,4,,MANA-USDT;SAND-USDT;SHIB-USDT;XRP-USDT
2021-12-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,152,3,0.3333333333333333,4,,SAND-USDT;SHIB-USDT;XRP-USDT
2021-12-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,157,3,0.3333333333333333,4,,SAND-USDT;SHIB-USDT;XRP-USDT
2021-12-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,166,3,0.3333333333333333,4,,SAND-USDT;SHIB-USDT;XRP-USDT
2022-01-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,168,3,0.3333333333333333,4,,DOT-USDT;SHIB-USDT;XRP-USDT
2022-01-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,168,4,0.5,5,,DOT-USDT;XRP-USDT
2022-01-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,171,4,0.5,5,,DOT-USDT;XRP-USDT
2022-01-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,173,3,0.3333333333333333,5,,ATOM-USDT;DOT-USDT;XRP-USDT
2022-01-31T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,177,4,0.5,5,,ATOM-USDT;DOT-USDT
2022-02-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,180,5,0.7142857142857143,5,,ATOM-USDT
2022-02-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,184,5,0.7142857142857143,5,,ATOM-USDT
2022-02-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,189,3,0.3333333333333333,5,,ATOM-USDT;SHIB-USDT;XRP-USDT
2022-02-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,195,4,0.5,4,,SHIB-USDT;XRP-USDT
2022-03-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,197,3,0.3333333333333333,4,,ATOM-USDT;SHIB-USDT;XRP-USDT
2022-03-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,201,3,0.3333333333333333,4,,ATOM-USDT;SHIB-USDT;XRP-USDT
2022-03-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,202,4,0.5,4,,ATOM-USDT;XRP-USDT
2022-03-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,203,4,0.5,4,,JASMY-USDT;XRP-USDT
2022-04-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,206,4,0.5,5,,JASMY-USDT;XRP-USDT
2022-04-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,208,4,0.5,5,,JASMY-USDT;XRP-USDT
2022-04-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,210,5,0.7142857142857143,5,,XRP-USDT
2022-04-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,211,5,0.7142857142857143,5,,XRP-USDT
2022-05-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,211,4,0.5,5,,JASMY-USDT;XRP-USDT
2022-05-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,213,4,0.5,5,,JASMY-USDT;XRP-USDT
2022-05-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,213,4,0.5,5,,DOGE-USDT;XRP-USDT
2022-05-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,213,4,0.5,5,,DOGE-USDT;XRP-USDT
2022-05-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,214,4,0.5,5,,TRX-USDT;XRP-USDT
2022-06-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,216,5,0.7142857142857143,5,,XRP-USDT
2022-06-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,216,4,0.5,5,,ADA-USDT;XRP-USDT
2022-06-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,218,4,0.5,4,,ADA-USDT;XRP-USDT
2022-06-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,220,4,0.5,5,,ADA-USDT;XRP-USDT
2022-07-04T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,223,4,0.5,5,,ADA-USDT;XRP-USDT
2022-07-11T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,223,4,0.5,5,,APE-USDT;XRP-USDT
2022-07-18T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,225,4,0.5,5,,ADA-USDT;XRP-USDT
2022-07-25T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,229,4,0.5,4,,APE-USDT;XRP-USDT
2022-08-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,233,4,0.5,4,,APE-USDT;XRP-USDT
2022-08-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,236,4,0.5,4,,APE-USDT;XRP-USDT
2022-08-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,240,4,0.5,4,,APE-USDT;XRP-USDT
2022-08-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,240,4,0.5,4,,ADA-USDT;XRP-USDT
2022-08-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,245,4,0.5,4,,ADA-USDT;XRP-USDT
2022-09-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,246,4,0.5,4,,ADA-USDT;XRP-USDT
2022-09-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,246,3,0.3333333333333333,4,,ADA-USDT;LUNC-USDT;XRP-USDT
2022-09-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,247,3,0.3333333333333333,4,,ADA-USDT;LUNC-USDT;XRP-USDT
2022-09-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,249,3,0.3333333333333333,4,,ADA-USDT;LUNC-USDT;XRP-USDT
2022-10-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,251,3,0.3333333333333333,3,,ATOM-USDT;LUNC-USDT;XRP-USDT
2022-10-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,252,3,0.3333333333333333,4,,ATOM-USDT;LUNC-USDT;XRP-USDT
2022-10-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,252,3,0.3333333333333333,3,,ADA-USDT;LUNC-USDT;XRP-USDT
2022-10-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,3,,LUNC-USDT;QNT-USDT;XRP-USDT
2022-10-31T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,3,,LUNC-USDT;QNT-USDT;XRP-USDT
2022-11-07T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,4,,ADA-USDT;LUNC-USDT;XRP-USDT
2022-11-14T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,4,,DOGE-USDT;LUNC-USDT;XRP-USDT
2022-11-21T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,4,,DOGE-USDT;LUNC-USDT;XRP-USDT
2022-11-28T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,253,3,0.3333333333333333,3,,DOGE-USDT;LUNC-USDT;XRP-USDT
2022-12-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,255,3,0.3333333333333333,3,,DOGE-USDT;LTC-USDT;XRP-USDT
2022-12-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,255,3,0.3333333333333333,3,,DOGE-USDT;LTC-USDT;XRP-USDT
2022-12-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,256,3,0.3333333333333333,3,,DOGE-USDT;LTC-USDT;XRP-USDT
2022-12-26T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,258,2,0.2,3,,BNB-USDT;DOGE-USDT;LTC-USDT;XRP-USDT
2023-01-02T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,258,3,0.3333333333333333,3,,DOGE-USDT;LTC-USDT;XRP-USDT
2023-01-09T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,258,3,0.3333333333333333,3,,DOGE-USDT;LTC-USDT;XRP-USDT
2023-01-16T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,259,3,0.3333333333333333,3,,DOGE-USDT;LUNC-USDT;XRP-USDT
2023-01-23T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,261,3,0.3333333333333333,3,,ADA-USDT;DOGE-USDT;XRP-USDT
2023-01-30T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,263,3,0.3333333333333333,4,,DOGE-USDT;SHIB-USDT;XRP-USDT
2023-02-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,264,3,0.3333333333333333,4,,DOGE-USDT;SHIB-USDT;XRP-USDT
2023-02-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,264,3,0.3333333333333333,3,,DOGE-USDT;SHIB-USDT;XRP-USDT
2023-02-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,265,3,0.3333333333333333,3,,DOGE-USDT;SHIB-USDT;XRP-USDT
2023-02-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,265,3,0.3333333333333333,3,,APT-USDT;SHIB-USDT;XRP-USDT
2023-03-06T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,LDO-USDT;SHIB-USDT;XRP-USDT
2023-03-13T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,OP-USDT;SHIB-USDT;XRP-USDT
2023-03-20T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,OP-USDT;SHIB-USDT;XRP-USDT
2023-03-27T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,OP-USDT;SHIB-USDT;XRP-USDT
2023-04-03T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,LTC-USDT;SHIB-USDT;XRP-USDT
2023-04-10T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,266,3,0.3333333333333333,3,,DOGE-USDT;SHIB-USDT;XRP-USDT
2023-04-17T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,269,3,0.3333333333333333,3,,DOGE-USDT;GRAM-USDT;XRP-USDT
2023-04-24T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,271,3,0.3333333333333333,3,,DOGE-USDT;GRAM-USDT;XRP-USDT
2023-05-01T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,271,3,0.3333333333333333,3,,DOGE-USDT;GRAM-USDT;XRP-USDT
2023-05-08T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,271,3,0.3333333333333333,3,,DOGE-USDT;GRAM-USDT;XRP-USDT
2023-05-15T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,281,3,0.3333333333333333,3,,GRAM-USDT;INJ-USDT;XRP-USDT
2023-05-22T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,289,3,0.3333333333333333,3,,LTC-USDT;XMR-USDT;XRP-USDT
2023-05-29T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,291,3,0.3333333333333333,3,,LTC-USDT;XMR-USDT;XRP-USDT
2023-06-05T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,293,3,0.3333333333333333,3,,LTC-USDT;XMR-USDT;XRP-USDT
2023-06-12T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,296,3,0.3333333333333333,3,,LTC-USDT;XMR-USDT;XRP-USDT
2023-06-19T00:00:00+00:00,CURRENT_OR_LEGACY_NON_CAUSAL_DIAGNOSTIC_ONLY,6,297,3,0.3333333333333333,3,,LTC-USDT;XMR-USDT;XRP-USDT
