snapshot_date,aligned_decision_time,cmc_top_6,C_P0B_raw_top6,C_P0B_hysteresis,C_P0B_raw_overlap,C_P0B_raw_jaccard,C_P0B_hysteresis_overlap,C_P0B_hysteresis_jaccard,D_EVIDENCE_STRONG_raw_top6,D_EVIDENCE_STRONG_hysteresis,D_EVIDENCE_STRONG_raw_overlap,D_EVIDENCE_STRONG_raw_jaccard,D_EVIDENCE_STRONG_hysteresis_overlap,D_EVIDENCE_STRONG_hysteresis_jaccard
2021-05-09T00:00:00+00:00,2021-05-10T00:00:00+00:00,ADA;BNB;BTC;DOGE;ETH;XRP,ADA;BTC;ETH;KCS;VET;XRP,ADA;BTC;ETH;KCS;VET;XRP,4,0.5,4,0.5,ADA;BNB;BTC;ETH;KCS;XRP,ADA;BNB;BTC;ETH;KCS;XRP,5,0.7142857142857143,5,0.7142857142857143
2022-06-26T00:00:00+00:00,2022-06-27T00:00:00+00:00,ADA;BNB;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,5,0.7142857142857143,5,0.7142857142857143,ADA;AVAX;BTC;ETH;SOL;XRP,ADA;AVAX;BTC;ETH;SOL;XRP,5,0.7142857142857143,5,0.7142857142857143
2023-10-22T00:00:00+00:00,2023-10-23T00:00:00+00:00,ADA;BNB;BTC;ETH;SOL;XRP,BTC;ETH;SHIB;SOL;XMR;XRP,BTC;ETH;SHIB;SOL;XMR;XRP,4,0.5,4,0.5,BTC;ETH;SHIB;SOL;XMR;XRP,BTC;ETH;LTC;SOL;XMR;XRP,4,0.5,4,0.5
2024-03-10T00:00:00+00:00,2024-03-11T00:00:00+00:00,ADA;BNB;BTC;ETH;SOL;XRP,BTC;ETH;FIL;PEPE;SOL;XRP,BTC;ETH;ICP;PEPE;SOL;XRP,4,0.5,4,0.5,BTC;ETH;FET;FIL;SOL;XRP,BTC;ETH;FIL;ICP;SOL;XRP,4,0.5,4,0.5
