decision_time,year,inventory_available_count,eligible_asset_count,newly_eligible_count,newly_inactive_count,temporary_eligibility_loss_count,first_time_entrants,permanent_or_current_exits,average_listing_age_days,median_listing_age_days,top_4_available,top_6_available,top_8_available,top_10_available,top_30_available,current_seed_only_eligible,eligible_CURRENT_SEED_ONLY_KLINE_CONFIRMED,eligible_MULTI_CHANNEL_CONFIRMED
2023-07-10T00:00:00+00:00,2023,325,304,4,0,0,CGPT-USDT;MYRIA-USDT;SD-USDT;STRAX-USDT,,721.6677631578947,663.5,4,6,8,10,30,54,54,250
2023-07-17T00:00:00+00:00,2023,325,306,2,0,0,AGI-USDT;OTK-USDT,,724.5294117647059,670.0,4,6,8,10,30,55,55,251
2023-07-24T00:00:00+00:00,2023,328,310,4,0,0,BABYDOGE-USDT;LOCUS-USDT;PZP-USDT;ZPAY-USDT,,723.2935483870967,677.0,4,6,8,10,30,57,57,253
2023-07-31T00:00:00+00:00,2023,328,310,0,0,0,,,730.2935483870967,684.0,4,6,8,10,30,57,57,253
2023-08-07T00:00:00+00:00,2023,328,313,3,0,0,KAS-USDT;PEPE-USDT;SUI-USDT,,731.1214057507988,690.0,4,6,8,10,30,60,60,253
2023-08-14T00:00:00+00:00,2023,328,315,2,0,0,CETUS-USDT;TURBOS-USDT,,734.0222222222222,690.0,4,6,8,10,30,60,60,255
2023-08-21T00:00:00+00:00,2023,329,309,2,8,0,LADYS-USDT;LMWR-USDT,AGIX2L-USDT;AGIX2S-USDT;APT2L-USDT;APT2S-USDT;BLUR2L-USDT;BLUR2S-USDT;GRT2L-USDT;GRT2S-USDT,751.1067961165048,705.0,4,6,8,10,30,52,52,257
2023-08-28T00:00:00+00:00,2023,329,311,2,0,0,OBI-USDT;VERSE-USDT,,753.8199356913183,712.0,4,6,8,10,30,52,52,259
2023-09-04T00:00:00+00:00,2023,329,314,3,0,0,EDU-USDT;ORDI-USDT;VOLT-USDT,,754.4490445859873,714.5,4,6,8,10,30,54,54,260
2023-09-11T00:00:00+00:00,2023,329,314,0,0,0,,,761.4490445859873,721.5,4,6,8,10,30,54,54,260
2023-09-18T00:00:00+00:00,2023,329,314,0,0,0,,,768.4490445859873,728.5,4,6,8,10,30,54,54,260
2023-09-25T00:00:00+00:00,2023,329,314,0,0,0,,,775.4490445859873,735.5,4,6,8,10,30,54,54,260
2023-10-02T00:00:00+00:00,2023,329,317,3,0,0,MAV-USDT;PENDLE-USDT;XEN-USDT,,775.9274447949526,738.0,4,6,8,10,30,54,54,263
2023-10-09T00:00:00+00:00,2023,329,317,0,0,0,,,782.9274447949526,745.0,4,6,8,10,30,54,54,263
2023-10-16T00:00:00+00:00,2023,331,317,0,0,0,,,789.9274447949526,752.0,4,6,8,10,30,54,54,263
2023-10-23T00:00:00+00:00,2023,332,320,3,0,0,DCK-USDT;LYX-USDT;WLD-USDT,,790.3125,758.5,4,6,8,10,30,55,55,265
2023-10-30T00:00:00+00:00,2023,332,320,0,0,0,,,797.3125,765.5,4,6,8,10,30,55,55,265
2023-11-06T00:00:00+00:00,2023,336,320,0,0,0,,,804.3125,772.5,4,6,8,10,30,55,55,265
2023-11-13T00:00:00+00:00,2023,338,319,0,1,0,,OP2S-USDT,812.987460815047,780.0,4,6,8,10,30,54,54,265
2023-11-20T00:00:00+00:00,2023,340,319,1,1,0,SEI-USDT,OP2L-USDT,819.3981191222571,787.0,4,6,8,10,30,53,53,266
2023-11-27T00:00:00+00:00,2023,347,319,0,0,0,,,826.3981191222571,794.0,4,6,8,10,30,53,53,266
2023-12-04T00:00:00+00:00,2023,349,319,0,0,0,,,833.3981191222571,801.0,4,6,8,10,30,53,53,266
2023-12-11T00:00:00+00:00,2023,353,319,0,0,0,,,840.3981191222571,808.0,4,6,8,10,30,53,53,266
2023-12-18T00:00:00+00:00,2023,355,319,0,0,0,,,847.3981191222571,815.0,4,6,8,10,30,53,53,266
2023-12-25T00:00:00+00:00,2023,358,319,0,0,0,,,854.3981191222571,822.0,4,6,8,10,30,53,53,266
2024-01-01T00:00:00+00:00,2024,359,319,0,0,0,,,861.3981191222571,829.0,4,6,8,10,30,53,53,266
2024-01-08T00:00:00+00:00,2024,361,319,0,0,0,,,868.3981191222571,836.0,4,6,8,10,30,53,53,266
2024-01-15T00:00:00+00:00,2024,366,321,2,0,0,BIGTIME-USDT;ISLM-USDT,,870.5358255451713,842.0,4,6,8,10,30,53,53,268
2024-01-22T00:00:00+00:00,2024,370,322,1,0,0,ARKM-USDT,,875.1024844720497,849.0,4,6,8,10,30,53,53,269
2024-01-29T00:00:00+00:00,2024,370,322,0,0,0,,,882.1024844720497,856.0,4,6,8,10,30,53,53,269
2024-02-05T00:00:00+00:00,2024,370,326,4,0,0,CYBER-USDT;MEME-USDT;TIA-USDT;TOKEN-USDT,,879.3496932515337,861.5,4,6,8,10,30,53,53,273
2024-02-12T00:00:00+00:00,2024,370,328,2,0,0,POL-USDT;SATS-USDT,,881.5182926829268,867.0,4,6,8,10,30,53,53,275
2024-02-19T00:00:00+00:00,2024,370,330,2,0,0,PYTH-USDT;RATS-USDT,,883.6787878787878,874.0,4,6,8,10,30,53,53,277
2024-02-26T00:00:00+00:00,2024,370,337,7,0,0,DCR-USDT;DENT-USDT;FLIP-USDT;LSK-USDT;QKC-USDT;UQC-USDT;ZRX-USDT,,874.1246290801187,866.0,4,6,8,10,30,58,58,279
2024-03-04T00:00:00+00:00,2024,370,339,2,0,0,BONK-USDT;MNT-USDT,,876.4867256637168,871.0,4,6,8,10,30,58,58,281
2024-03-11T00:00:00+00:00,2024,370,343,4,0,0,AUCTION-USDT;INSP-USDT;JTO-USDT;UTK-USDT,,874.2798833819242,873.0,4,6,8,10,30,59,59,284
2024-03-18T00:00:00+00:00,2024,370,345,2,0,0,COQ-USDT;VANRY-USDT,,876.704347826087,879.0,4,6,8,10,30,60,60,285
2024-03-25T00:00:00+00:00,2024,371,348,3,0,0,ARTY-USDT;POLYX-USDT;TAO-USDT,,876.9051724137931,879.5,4,6,8,10,30,60,60,288
2024-04-01T00:00:00+00:00,2024,371,349,1,0,0,MYRO-USDT,,881.6446991404011,886.0,4,6,8,10,30,60,60,289
2024-04-08T00:00:00+00:00,2024,371,351,2,0,0,ALEX-USDT;RAY-USDT,,884.1139601139602,892.0,4,6,8,10,30,60,60,291
2024-04-15T00:00:00+00:00,2024,371,356,5,0,0,KACE-USDT;NEON-USDT;NFP-USDT;ORCA-USDT;XAI-USDT,,879.9073033707865,892.5,4,6,8,10,30,61,61,295
2024-04-22T00:00:00+00:00,2024,371,360,4,0,0,MANTA-USDT;ONDO-USDT;SAROS-USDT;WIF-USDT,,878.0944444444444,894.0,4,6,8,10,30,61,61,299
2024-04-29T00:00:00+00:00,2024,372,360,0,0,0,,,885.0944444444444,901.0,4,6,8,10,30,61,61,299
2024-05-06T00:00:00+00:00,2024,373,360,0,0,0,,,892.0944444444444,908.0,4,6,8,10,30,61,61,299
2024-05-13T00:00:00+00:00,2024,373,360,0,0,0,,,899.0944444444444,915.0,4,6,8,10,30,61,61,299
2024-05-20T00:00:00+00:00,2024,373,360,0,0,0,,,906.0944444444444,922.0,4,6,8,10,30,61,61,299
2024-05-27T00:00:00+00:00,2024,374,360,0,0,0,,,913.0944444444444,929.0,4,6,8,10,30,61,61,299
2024-06-03T00:00:00+00:00,2024,374,360,0,0,0,,,920.0944444444444,936.0,4,6,8,10,30,61,61,299
2024-06-10T00:00:00+00:00,2024,374,360,0,0,0,,,927.0944444444444,943.0,4,6,8,10,30,61,61,299
2024-06-17T00:00:00+00:00,2024,375,360,0,0,0,,,934.0944444444444,950.0,4,6,8,10,30,61,61,299
2024-06-24T00:00:00+00:00,2024,376,361,1,0,0,ZKJ-USDT,,938.7534626038781,956.0,4,6,8,10,30,62,62,299
2024-07-01T00:00:00+00:00,2024,376,361,0,0,0,,,945.7534626038781,963.0,4,6,8,10,30,62,62,299
2024-07-08T00:00:00+00:00,2024,376,361,0,0,0,,,952.7534626038781,970.0,4,6,8,10,30,62,62,299
2024-07-15T00:00:00+00:00,2024,376,361,0,0,0,,,959.7534626038781,977.0,4,6,8,10,30,62,62,299
2024-07-22T00:00:00+00:00,2024,376,361,0,0,0,,,966.7534626038781,984.0,4,6,8,10,30,62,62,299
2024-07-29T00:00:00+00:00,2024,376,362,1,0,0,MAPO-USDT,,971.3149171270718,991.0,4,6,8,10,30,63,63,299
2024-08-05T00:00:00+00:00,2024,376,363,1,0,0,ZBCN-USDT,,975.8787878787879,998.0,4,6,8,10,30,64,64,299
2024-08-12T00:00:00+00:00,2024,376,363,0,0,0,,,982.8787878787879,1005.0,4,6,8,10,30,64,64,299
2024-08-19T00:00:00+00:00,2024,376,363,0,0,0,,,989.8787878787879,1012.0,4,6,8,10,30,64,64,299
2024-08-26T00:00:00+00:00,2024,376,364,1,0,0,MONPRO-USDT,,994.3873626373627,1019.0,4,6,8,10,30,65,65,299
2024-09-02T00:00:00+00:00,2024,376,364,0,0,0,,,1001.3873626373627,1026.0,4,6,8,10,30,65,65,299
2024-09-09T00:00:00+00:00,2024,376,364,0,0,0,,,1008.3873626373627,1033.0,4,6,8,10,30,65,65,299
2024-09-16T00:00:00+00:00,2024,376,365,1,0,0,ARTFI-USDT,,1012.8520547945205,1040.0,4,6,8,10,30,66,66,299
2024-09-23T00:00:00+00:00,2024,376,366,1,0,0,OORT-USDT,,1017.327868852459,1046.5,4,6,8,10,30,67,67,299
2024-09-30T00:00:00+00:00,2024,376,366,0,0,0,,,1024.327868852459,1053.5,4,6,8,10,30,67,67,299
2024-10-07T00:00:00+00:00,2024,376,366,0,0,0,,,1031.327868852459,1060.5,4,6,8,10,30,67,67,299
2024-10-14T00:00:00+00:00,2024,376,366,0,0,0,,,1038.327868852459,1067.5,4,6,8,10,30,67,67,299
2024-10-21T00:00:00+00:00,2024,376,366,0,0,0,,,1045.327868852459,1074.5,4,6,8,10,30,67,67,299
2024-10-28T00:00:00+00:00,2024,376,366,0,0,0,,,1052.327868852459,1081.5,4,6,8,10,30,67,67,299
2024-11-04T00:00:00+00:00,2024,376,366,0,0,0,,,1059.327868852459,1088.5,4,6,8,10,30,67,67,299
2024-11-11T00:00:00+00:00,2024,376,366,0,0,0,,,1066.327868852459,1095.5,4,6,8,10,30,67,67,299
2024-11-18T00:00:00+00:00,2024,376,366,0,0,0,,,1073.327868852459,1102.5,4,6,8,10,30,67,67,299
2024-11-25T00:00:00+00:00,2024,376,366,0,0,0,,,1080.327868852459,1109.5,4,6,8,10,30,67,67,299
2024-12-02T00:00:00+00:00,2024,376,364,0,2,0,,CFX2L-USDT;CFX2S-USDT,1089.7472527472528,1117.0,4,6,8,10,30,65,65,299
2024-12-09T00:00:00+00:00,2024,376,364,0,0,0,,,1096.7472527472528,1124.0,4,6,8,10,30,65,65,299
2024-12-16T00:00:00+00:00,2024,376,364,0,0,0,,,1103.7472527472528,1131.0,4,6,8,10,30,65,65,299
2024-12-23T00:00:00+00:00,2024,376,364,0,0,0,,,1110.7472527472528,1138.0,4,6,8,10,30,65,65,299
2024-12-30T00:00:00+00:00,2024,376,364,0,0,0,,,1117.7472527472528,1145.0,4,6,8,10,30,65,65,299
