decision_time,year,eligible_count,total_liquidity,top_1_share,top_3_share,top_6_share,top_10_share,hhi,effective_number_assets,rank_1_rank_6_ratio,rank_6_rank_7_ratio,rank_10_rank_11_ratio,rank_30_rank_31_ratio,top_6_median_liquidity,top_6_min_liquidity,top_10_median_liquidity,top_10_min_liquidity,rank_4_5_absolute_difference,rank_4_5_margin,rank_4_5_margin_below_1pct,rank_4_5_margin_below_2pct,rank_4_5_margin_below_5pct,rank_4_5_margin_below_10pct,rank_4_5_margin_below_20pct,rank_6_7_absolute_difference,rank_6_7_margin,rank_6_7_margin_below_1pct,rank_6_7_margin_below_2pct,rank_6_7_margin_below_5pct,rank_6_7_margin_below_10pct,rank_6_7_margin_below_20pct,rank_8_9_absolute_difference,rank_8_9_margin,rank_8_9_margin_below_1pct,rank_8_9_margin_below_2pct,rank_8_9_margin_below_5pct,rank_8_9_margin_below_10pct,rank_8_9_margin_below_20pct,rank_10_11_absolute_difference,rank_10_11_margin,rank_10_11_margin_below_1pct,rank_10_11_margin_below_2pct,rank_10_11_margin_below_5pct,rank_10_11_margin_below_10pct,rank_10_11_margin_below_20pct,rank_30_31_absolute_difference,rank_30_31_margin,rank_30_31_margin_below_1pct,rank_30_31_margin_below_2pct,rank_30_31_margin_below_5pct,rank_30_31_margin_below_10pct,rank_30_31_margin_below_20pct
2019-03-18T00:00:00+00:00,2019,13,922871.7683606043,0.46998364839111967,0.953258347762771,0.9871258060582868,0.9977900786833698,0.34139316365044237,2.9291740622665636,47.97418194101921,2.219022258063653,1.2381575894929409,,98474.54967674034,9041.001287411767,9882.405554526713,1173.8879837463242,766.7001963666971,0.06672464452536014,False,False,False,True,True,4966.683756545241,0.549351072813207,False,False,False,False,False,743.4780787816103,0.2786112350444645,False,False,False,False,False,225.79543582836232,0.19234836624510201,False,False,False,False,True,,,False,False,False,False,False
2019-03-25T00:00:00+00:00,2019,13,1049766.5026780395,0.47225042499640785,0.9572776801479355,0.985243439337188,0.9969313118342942,0.3416094079192895,2.927319847807779,60.532148063826725,1.891427057933075,1.0014827400998696,,123136.59240529177,8189.907229361197,9316.853698598086,1891.4810372608545,280.00965380668276,0.026111023830504426,False,False,True,True,True,3859.892389502126,0.47129867059595415,False,False,False,False,False,1163.8596086895195,0.3227608494224003,False,False,False,False,False,2.800422483376906,0.0014805448366705983,True,True,True,True,True,,,False,False,False,False,False
2019-04-01T00:00:00+00:00,2019,13,1501911.5435006954,0.3971843916601594,0.9626311706847989,0.9869567389275639,0.9974762248332254,0.3231298460411989,3.094731149881155,59.796312039818666,1.826766402895538,1.2091955249063,,181286.15026140338,9976.13067400308,10733.320346005718,2099.16251879803,3577.701036002789,0.23743369555806745,False,False,False,False,False,4515.043444573912,0.4525846334731479,False,False,False,False,False,213.68265573126155,0.050559201337962614,False,False,False,True,True,363.16327338179076,0.17300388613537948,False,False,False,False,True,,,False,False,False,False,False
2019-04-08T00:00:00+00:00,2019,13,2853423.811049383,0.5295559776604002,0.9756560001463807,0.9913197836422251,0.9983016044253061,0.3869420013899228,2.584366639982038,111.22209435826169,1.6342477421586028,1.1919082112815278,,242373.86179158205,13585.85849923333,14327.034776622237,2809.2121662572067,973.1321909092676,0.060664008995469615,False,False,False,True,True,5272.640038678266,0.3880976707490225,False,False,False,False,False,728.5460183360119,0.15292402042546704,False,False,False,False,True,452.3090594007067,0.16100921989218456,False,False,False,False,True,,,False,False,False,False,False
2019-04-15T00:00:00+00:00,2019,13,3721023.0568165695,0.459340418497459,0.9691676769098647,0.9894300006801757,0.9979308316179086,0.3541561624352034,2.8236131573256484,82.12549065782139,1.4421618646465673,1.3844019273840618,,339377.8120827474,20812.250550542514,22383.680222290142,4762.22112542906,6674.103595391418,0.21789993392075827,False,False,False,False,False,6380.964395542844,0.3065965586012278,False,False,False,False,False,2714.531367575687,0.3582874737763402,False,False,False,False,False,1322.3088924060548,0.27766642026453975,False,False,False,False,False,,,False,False,False,False,False
2019-04-22T00:00:00+00:00,2019,13,3637449.3237131615,0.44180098089523323,0.960374479505813,0.9881294871687295,0.9974023970329334,0.3440913160281797,2.9062052816180457,77.1019605073102,1.316875764328311,1.1295530301182564,,340637.8917491007,20842.902937867733,28506.94965073673,4178.623961476044,7772.538188049919,0.17687558061387387,False,False,False,False,True,5015.363619077918,0.24062692389964171,False,False,False,False,False,2116.709580175474,0.2672564849224359,False,False,False,False,False,479.26337365258314,0.1146940662933665,False,False,False,False,True,,,False,False,False,False,False
2019-04-29T00:00:00+00:00,2019,13,3810638.600718256,0.4018159424978879,0.941693189330208,0.9819440419378423,0.9952530284719162,0.3314765312333339,3.016804828623228,52.531265377293415,1.5441205968735532,1.0723144465982821,,340593.52024827193,29147.88611827896,43285.31335638543,8618.73054261686,9388.085351209666,0.14051742690383054,False,False,False,False,True,10271.195931452927,0.3523821895616556,False,False,False,False,False,4045.071520103751,0.296718420367581,False,False,False,False,False,581.2275788563911,0.06743772484618321,False,False,False,True,True,,,False,False,False,False,False
2019-05-06T00:00:00+00:00,2019,13,3545530.474962911,0.36935939798858625,0.9122411754790121,0.9688182988629428,0.9935200721234959,0.2920677139476018,3.423863550284111,38.427534264348566,1.302422832601594,1.1087138483932182,,421573.0378009525,34079.07967172006,55807.81177265499,10654.121721302488,11443.747724563378,0.1286099148364769,False,False,False,False,True,7913.1688640547945,0.23220019261909244,False,False,False,False,False,365.639033638603,0.01430330883153123,False,True,True,True,True,1044.6794502036246,0.09805401867287004,False,False,False,True,True,,,False,False,False,False,False
2019-05-13T00:00:00+00:00,2019,13,4069403.867175381,0.3218100352107538,0.8442177918978018,0.9300988896354577,0.9814902542398669,0.25026894788262743,3.9957014582128094,12.128544890969962,1.4160186561193848,1.0199460754442982,,474939.9736480989,107974.61802342851,111588.34606631365,36130.73290798774,11106.105009057515,0.08792862890264137,False,False,False,True,True,31722.361348128645,0.29379461514969635,False,False,False,False,False,24437.798712989454,0.40330717437180064,False,False,False,False,False,706.5729667390333,0.01955600979748808,False,True,True,True,True,,,False,False,False,False,False
2019-05-20T00:00:00+00:00,2019,13,5300311.804911959,0.35433224324196316,0.8430825616316449,0.9309210445340727,0.9813819979725166,0.25457334819618144,3.9281409742443723,12.865593212281322,1.7421734937432838,1.0210257795880187,,579809.3729099717,145976.27491622628,152865.77385401493,45353.184895323735,84.52735346168629,0.0005288254451323533,True,True,True,True,True,62186.52869377774,0.42600435399153536,False,False,False,False,False,10279.293617801624,0.13835301675414338,False,False,False,False,True,933.9490620976358,0.020592799915887125,False,False,True,True,True,,,False,False,False,False,False
2019-05-27T00:00:00+00:00,2019,13,8262363.661712895,0.3567520963950651,0.8794846590564342,0.9485052552843873,0.9875249324495363,0.27992986955778537,3.5723233164782795,18.49649863859469,1.6267547008253922,1.3676649039057394,,837291.0843765149,159360.73173027483,182228.57771391343,65539.3717010322,719.6870582197735,0.003496747925014373,True,True,True,True,True,61398.3704416199,0.38527916993716743,False,False,False,False,False,8686.462733489025,0.10366975823542703,False,False,False,False,True,17618.735941595303,0.2688267446622138,False,False,False,False,False,,,False,False,False,False,False
2019-06-03T00:00:00+00:00,2019,14,10566367.57792355,0.35085087971935397,0.8852771623195421,0.9492836459259499,0.9853629820115429,0.27892853633545484,3.585147698180816,19.292799495696684,1.4134682978426865,1.2911663802669977,,1146832.3759990437,192155.5946807742,207166.3052141195,78313.94370258384,39806.4069799385,0.15194246477708445,False,False,False,False,True,56209.42951099097,0.2925203900743615,False,False,False,False,False,4016.9211951829784,0.04698583753305894,False,False,True,True,True,17660.301461380615,0.22550647594060497,False,False,False,False,False,,,False,False,False,False,False
2019-06-10T00:00:00+00:00,2019,15,11744969.742343046,0.36606196602597674,0.8815500295125441,0.9479332337570799,0.9846468978035062,0.2817089912151128,3.5497624541078303,22.043258444316322,1.2485852936972663,1.023396447758554,,1194526.146096866,195043.1568753061,237321.98685513646,72748.14352411643,25423.934706611908,0.08335039887130702,False,False,False,True,True,38831.836863878416,0.19909356209151274,False,False,False,False,True,14900.717806884582,0.13724391457072976,False,False,False,False,True,1663.1366497525014,0.022861568270826898,False,False,True,True,True,,,False,False,False,False,False
2019-06-17T00:00:00+00:00,2019,15,11965916.164681733,0.39616655206258666,0.8827131320208624,0.9515730044706908,0.98816856934553,0.2863409383650369,3.492340304917095,24.930184617567654,1.2382758110305283,1.2107238155031073,,1214803.7915510763,190150.8481365769,251943.85300828784,70154.6652734126,6346.896948748734,0.019828863080366188,False,True,True,True,True,36589.86726081549,0.19242547492890807,False,False,False,False,True,11110.801102791229,0.09863352518555492,False,False,False,True,True,12210.265093045819,0.17404779917998264,False,False,False,False,True,,,False,False,False,False,False
2019-06-24T00:00:00+00:00,2019,15,14950109.217280017,0.48699827837601034,0.8922245804515163,0.9632114854491592,0.9920583306016052,0.3275285198595043,3.053169233717287,37.328545984329686,1.222943579958988,1.393606356006163,,1333350.7817135218,195043.1568753061,297342.6453091998,64517.62454063412,66934.55834994913,0.14345885571283817,False,False,False,False,True,35556.52145599513,0.18230078935159424,False,False,False,False,True,28041.143685155504,0.23834338862459187,False,False,False,False,False,18222.180879247142,0.28243725662544433,False,False,False,False,False,,,False,False,False,False,False
2019-07-01T00:00:00+00:00,2019,15,18370611.792121805,0.5308876769591839,0.898181033458018,0.9688514138771132,0.9936056536862996,0.35803160516954463,2.7930495117224456,47.84065798742299,1.263355648824595,1.3931917866014072,,1443975.7470420059,203858.6388423518,362112.15971267736,64498.431866112514,53668.12387240329,0.09349296758458149,False,False,False,True,True,42495.81196773538,0.20845725356087702,False,False,False,False,False,20560.178158187147,0.16484444625819172,False,False,False,False,True,18202.988204725538,0.28222373285775015,False,False,False,False,False,,,False,False,False,False,False
2019-07-08T00:00:00+00:00,2019,15,20161020.968634397,0.48058791548686103,0.885722775965989,0.9675100283647058,0.9922332002232842,0.3256676094997436,3.070615470590075,41.74830014825424,1.3281103602074393,1.4636411569471213,,1712959.8202516823,232084.73176142157,446527.04169144464,81654.25764668036,94891.07557316369,0.12554047302800464,False,False,False,False,True,57336.65455707544,0.24705052384064785,False,False,False,False,False,71588.87070372386,0.456516661197306,False,False,False,False,False,25865.817113212644,0.31677242385981347,False,False,False,False,False,,,False,False,False,False,False
2019-07-15T00:00:00+00:00,2019,16,51733181.556058384,0.3481779696745379,0.6893382569997385,0.9688545119210187,0.9949408460271183,0.2119941515609063,4.717111262914714,11.193253697432299,2.163113099798449,1.001041694549632,,7342524.242169104,1609215.2117596194,3912424.7777251494,71060.1402962073,419781.264571107,0.06326374855079694,False,False,False,True,True,865280.3653063478,0.5377033220809506,False,False,False,False,False,64946.81427271108,0.21667684756302744,False,False,False,False,False,73.94593176855415,0.0010406105512924362,True,True,True,True,True,,,False,False,False,False,False
2019-07-22T00:00:00+00:00,2019,16,113268798.43940979,0.40711084486963633,0.6731619998743421,0.9423035386755501,0.9978151553283616,0.22788649966098015,4.388149370356163,5.082579530336932,1.640696734500407,1.2359853098027573,,13208603.968266372,9072746.615138508,9562421.348059613,69339.15710344512,1308399.9330466557,0.11517102170812864,False,False,False,False,True,3542933.3203609306,0.39050284006050606,False,False,False,False,False,187790.00804434618,0.4285624778765101,False,False,False,False,False,13238.848666518395,0.19092889529602636,False,False,False,False,True,,,False,False,False,False,False
2019-07-29T00:00:00+00:00,2019,16,161982051.3826271,0.36780345676977055,0.7021910422416817,0.9433089993461148,0.9986241922238048,0.21810521154730195,4.5849431698844265,6.985023703207807,1.0521023407617047,1.1659815697898064,,17792752.548796237,8529328.02587748,11719487.610088008,59582.53595828841,708158.9024897888,0.04534304614240383,False,False,True,True,True,422390.4253942538,0.049522122271853784,False,False,True,True,True,270982.334202108,0.5091113979542896,False,False,False,False,False,8481.783165918408,0.14235351063029944,False,False,False,False,True,,,False,False,False,False,False
2019-08-05T00:00:00+00:00,2019,16,265939357.03086114,0.4075319536391886,0.7518071007971596,0.9639139593020462,0.999318149536936,0.25184917772354526,3.9706303949012676,11.35273071944924,1.1192552161145297,1.165003633935169,,27013643.49856761,9546494.882915214,15399342.087496892,46649.56798092445,4356688.105553031,0.1701241346079447,False,False,False,False,True,1017166.8570377342,0.10654872489986837,False,False,False,False,True,278472.7400347532,0.4982234968644171,False,False,False,False,False,6607.14526044696,0.14163357875358457,False,False,False,False,True,,,False,False,False,False,False
2019-08-12T00:00:00+00:00,2019,16,294572693.21041423,0.4126993365698341,0.7503809050896474,0.9682666145461466,0.9994771181208669,0.2530631268741756,3.951583197251829,12.38704876865743,1.193412712849937,1.4356732918729922,,31505674.951033365,9814279.198377904,16997629.727110263,47658.98317455442,6006940.536599625,0.19898490452192732,False,False,False,False,True,1590569.9210225027,0.16206691177946017,False,False,False,False,True,201962.39875911048,0.3592498407312035,False,False,False,False,False,14462.72366040125,0.303462698887857,False,False,False,False,False,,,False,False,False,False,False
2019-08-19T00:00:00+00:00,2019,16,294556267.59477836,0.42250508950015775,0.7477413624659798,0.9664474132101941,0.9995285262374652,0.2558245811875083,3.908928514054885,12.777828984630183,1.107085681212229,1.5258920657955304,,31668104.67743286,9739645.314760497,17116658.60758386,47760.670789281074,5694248.892035022,0.1886267335596235,False,False,False,False,True,942091.9907071609,0.09672754605133457,False,False,False,True,True,178503.75118183356,0.33134824622268455,False,False,False,False,False,16460.507520930347,0.3446456519330247,False,False,False,False,False,,,False,False,False,False,False
2019-08-26T00:00:00+00:00,2019,17,278302119.2880872,0.43400554640597505,0.735397467888784,0.9631790503244457,0.9994174363868984,0.2569324346576602,3.892073810503574,11.23861059151403,1.167183885379017,1.3053553900207842,,30377712.060637824,10747294.993810743,17344234.689801823,41331.9046295012,4762453.361242242,0.16591816906259055,False,False,False,False,True,1539409.9909083955,0.1432369718887335,False,False,False,False,True,184622.7836700747,0.36178359371432156,False,False,False,False,False,9668.569919677,0.23392509990395963,False,False,False,False,False,,,False,False,False,False,False
2019-09-02T00:00:00+00:00,2019,18,247912683.97146535,0.4381947363456741,0.73027738541748,0.9578736747412412,0.9992832553788961,0.2571249510835479,3.8891597092616226,12.862472538632181,1.0427602765725916,5.131645041989337,,28632650.131323867,8445812.643202504,14699843.921914186,174465.93935484657,6070443.903745562,0.22462893071609757,False,False,False,False,False,346335.86704191007,0.04100681387014354,False,False,True,True,True,1066033.2326678655,0.697197858422034,False,False,False,False,False,140467.8865029266,0.8051307150401931,False,False,False,False,False,,,False,False,False,False,False
2019-09-09T00:00:00+00:00,2019,19,222845051.76152498,0.41112432400157034,0.716837452664618,0.9595472376725055,0.999107742025358,0.24087002675842292,4.151616593636764,11.811967206621667,1.1191467233015564,1.546161693578794,,27447348.813434824,7756288.149123235,14134562.216602843,129309.0161534118,5304713.885823134,0.20546929708329228,False,False,False,False,False,825750.8141778447,0.10646211155411844,False,False,False,False,True,979337.7200422883,0.7160592133670806,False,False,False,False,False,45676.743610099,0.35323711345779835,False,False,False,False,False,,,False,False,False,False,False
2019-09-16T00:00:00+00:00,2019,19,164944024.66386506,0.37841622512914413,0.6681562728210327,0.9564611600989522,0.9991021797908964,0.2189670256614739,4.566897673195845,8.804408369204666,1.1258209400483197,1.8833715152097485,,23178079.70851213,7089345.763336811,12512120.332067877,88809.54873196714,4595032.872947279,0.20395240140546747,False,False,False,False,False,792300.1931659989,0.11175928211365435,False,False,False,False,True,86983.5372052812,0.23684785306473827,False,False,False,False,False,41654.99212178259,0.46903731317788816,False,False,False,False,False,,,False,False,False,False,False
2019-09-23T00:00:00+00:00,2019,21,112230329.14400244,0.30901478313700537,0.6504939093617202,0.9438715783947617,0.9984327434292501,0.18870144828621452,5.299376391023992,5.7559081108343975,1.0861560381817126,1.5958309588761792,,16062732.410609433,6025257.900929414,9053815.60344693,75250.70129061188,2735867.846220132,0.18462837917958952,False,False,False,False,True,477935.3348126337,0.07932197138630544,False,False,False,True,True,211018.91802853707,0.5928637120516794,False,False,False,False,False,28096.14468042733,0.3733672138406044,False,False,False,False,False,,,False,False,False,False,False
2019-09-30T00:00:00+00:00,2019,23,53112459.27942657,0.3244702262213016,0.7210848592157095,0.9708795858835412,0.9965998590067074,0.21437521987706493,4.664718247628889,5.758312648799379,2.974322753698261,1.3977305255757806,,6589270.207609158,2992788.465759742,3661182.406078968,65909.36319404615,1615271.08980456,0.2717094268841838,False,False,False,False,False,1986580.090411599,0.6637890091932344,False,False,False,False,False,82598.88129405069,0.4387162273798705,False,False,False,False,False,18754.806583861602,0.2845545105426811,False,False,False,False,False,,,False,False,False,False,False
2019-10-07T00:00:00+00:00,2019,25,19945999.141986478,0.38311617202643394,0.8051074332468542,0.9598336175056358,0.9904632732794427,0.24959659943503992,4.006464840720958,12.377758836885345,1.4096063296702463,1.1097307829094933,,2484993.028626181,617368.211743515,725595.7111061582,43215.03345670758,801153.7057873819,0.4900091847301957,False,False,False,False,False,179396.13489569188,0.29058207319916535,False,False,False,False,False,28140.0085957705,0.3564463187183636,False,False,False,False,False,4273.125993884605,0.09888054346100145,False,False,False,True,True,,,False,False,False,False,False
2019-10-14T00:00:00+00:00,2019,27,16242400.831746388,0.3535213891362621,0.8260676245221615,0.9588296304230538,0.9874260476777811,0.25434105820708297,3.9317285500393178,15.023719904456774,1.144733667101072,1.0074135435559353,,1975435.6318848918,382198.0269509412,454606.47160175594,29229.006087350583,720145.855612888,0.5774282449052013,False,False,False,False,False,48322.96244024066,0.12643435871646555,False,False,False,False,True,42059.70421431856,0.5864836285049816,False,False,False,False,False,215.0958869983042,0.007358987382447845,True,True,True,True,True,,,False,False,False,False,False
2019-10-21T00:00:00+00:00,2019,27,14084220.11540677,0.3670638545434737,0.8472311934790143,0.9618618823122144,0.9865272937288573,0.26641124752921214,3.753595275253345,15.720224953449431,1.4235174096960577,1.0825613366242421,,1604896.730996464,328863.4952177033,373946.3035046193,24926.65046191105,447562.13470671815,0.5164627920201594,False,False,False,False,False,97841.73673571844,0.29751473835959963,False,False,False,False,False,23636.003993211627,0.4107727598525483,False,False,False,False,False,1901.0263068493296,0.0762648118227588,False,False,False,True,True,,,False,False,False,False,False
2019-10-28T00:00:00+00:00,2019,27,13653391.205565821,0.36674632682413255,0.852020585689028,0.9614285575923974,0.9862011199517937,0.27076388083657316,3.6932547905219937,17.42411740496688,1.3024211594049637,1.0766039940473084,,1499894.881199793,287379.3235522392,344124.26848805416,26070.11710878485,404672.09100427857,0.5023604485328714,False,False,False,False,False,66729.25081882783,0.23219920624072984,False,False,False,False,False,13068.274619388489,0.24992500093651535,False,False,False,False,False,1854.9764879715221,0.07115336230486094,False,False,False,True,True,,,False,False,False,False,False
2019-11-04T00:00:00+00:00,2019,28,14354089.969370453,0.3667650499892622,0.8606716487306368,0.9577398800598974,0.982920416876144,0.2767907175674686,3.6128379188014024,20.160802039221007,1.1412396360184172,1.2609118908389951,,1519742.8634650526,261129.4191037024,305435.3797724015,39236.16047124224,432714.0256819674,0.5530207145565262,False,False,False,False,False,32317.33541658419,0.12375984110679615,False,False,False,False,True,1461.0461894681139,0.030805401796847813,False,False,True,True,True,8118.870868132079,0.20692317420005266,False,False,False,False,False,,,False,False,False,False,False
2019-11-11T00:00:00+00:00,2019,29,14132738.119126111,0.36323918197294913,0.8586736666796649,0.9542614799389091,0.9798602652484981,0.2812899815637688,3.5550501814558895,22.893307646230628,1.1737560380633787,1.1398547022314918,,1364306.0598803475,224238.6426967238,309858.84374262847,43179.51832645375,335720.7998990379,0.4591368588740409,False,False,False,False,False,33194.98845771942,0.1480342016813519,False,False,False,False,True,33189.28679082579,0.41293806885143086,False,False,False,False,False,5297.919696451805,0.1226952013775952,False,False,False,False,True,,,False,False,False,False,False
2019-11-18T00:00:00+00:00,2019,29,14122663.1346968,0.3990601485048459,0.8644174199661556,0.9524918306005733,0.9781107665136439,0.2892863063380096,3.4567830488027806,22.456344554456074,1.3740754481006783,1.0507090140632962,,1245458.1211009757,250966.58247959116,337532.53969097673,43405.09137107671,144681.65589252242,0.254371843288804,False,False,False,False,False,68322.62153371237,0.2722379245024322,False,False,False,False,False,21516.595386699555,0.27361723823134976,False,False,False,False,False,2094.8039459971696,0.04826171031615561,False,False,True,True,True,,,False,False,False,False,False
2019-11-25T00:00:00+00:00,2019,30,13599531.457457265,0.4144107512414074,0.8708061410151327,0.9499710105587336,0.9757191261552874,0.29313489147838157,3.4113987419124725,22.456344554456074,1.464719137198449,1.0306324817168009,,1176317.4010864631,250966.58247959116,328799.97706799745,40455.59273814378,12371.80789130379,0.02952662280847807,False,False,True,True,True,79625.48635681366,0.31727525461796846,False,False,False,False,False,24123.66509863203,0.2969262275725594,False,False,False,False,False,1202.4220339234962,0.02972202240877776,False,False,True,True,True,,,False,False,False,False,False
2019-12-02T00:00:00+00:00,2019,30,13455351.59826589,0.4188513400528569,0.8692603654128896,0.950414273919102,0.9761326388357846,0.2931334089825926,3.4114159947540603,23.60344724907602,1.3670165873970737,1.1635367125274185,,1178482.7551645425,238769.87070338364,326485.65352972323,40034.60633222834,24781.62910908129,0.05645235786675007,False,False,False,True,True,64104.93034737551,0.26847998098977516,False,False,False,False,False,25326.712488104313,0.3232988055490383,False,False,False,False,False,5626.919921315086,0.14055139882280665,False,False,False,False,True,,,False,False,False,False,False
2019-12-09T00:00:00+00:00,2019,31,13296464.57320452,0.42328713848414823,0.8726378032795283,0.9525331882290488,0.9772477768249351,0.29617451121686567,3.3763877785815857,25.34053985376781,1.392062310362723,1.0418484648980983,5.715881789436431,1163915.1256983075,222103.493991299,314244.46853022306,34539.020083028896,27451.775414241944,0.0632766720896101,False,False,False,True,True,62553.52820461913,0.28164135142813057,False,False,False,False,False,22149.142449518164,0.28273670738861467,False,False,False,False,False,1387.3466422976635,0.040167516014137025,False,False,True,True,True,1020.35341972185,0.8250488661525317,False,False,False,False,False
2019-12-16T00:00:00+00:00,2019,31,12733253.693480013,0.4290950420903951,0.8786473411973545,0.9516791445821833,0.9770609050782662,0.30757905959631165,3.251196623438768,29.998512579943913,1.2807160536204951,1.0285559195576521,9.473526153407041,982280.0651352198,182134.89802172387,273358.4418723064,33521.26475392317,18633.61072387302,0.04862435374929131,False,False,True,True,True,39921.56548260155,0.21918680009275304,False,False,False,False,False,36890.19770571249,0.4002234741561792,False,False,False,False,False,930.654835174606,0.027763118188005916,False,False,True,True,True,1299.102422870435,0.8944426833465423,False,False,False,False,False
2019-12-23T00:00:00+00:00,2019,31,12444943.537364053,0.4223761841775991,0.8794573048644769,0.9530373993666006,0.9782106859777042,0.3092539112660097,3.2335888523001866,29.484684253247874,1.3175182045761311,1.1751711274634904,12.610510220440059,925789.3210355607,178277.22754190522,269668.9615452045,38881.25646886017,15301.502913927194,0.04065632249051338,False,False,True,True,True,42964.3135171156,0.2409972048001283,False,False,False,False,False,35156.00539939115,0.40353086367533747,False,False,False,False,False,5795.644033178447,0.1490601014352546,False,False,False,False,True,1061.3771582744748,0.9207010674017674,False,False,False,False,False
