year,decision_count,current_seed_top_6_slot_share,current_seed_top_10_slot_share,current_seed_liquidity_share,current_seed_only_eligible_share,current_seed_hysteresis_slot_share,multi_channel_top_6_slot_share,multi_channel_top_10_slot_share,multi_channel_liquidity_share,max_top_6_slot_share,max_top_10_slot_share
2019,52,0.14743589743589747,0.32564102564102565,0.05364956448767809,0.4512092064238701,0.15064102564102566,0.8525641025641028,0.6743589743589745,0.946350435512322,0.5,0.5
2020,52,0.12179487179487179,0.1884615384615385,0.06956647478607736,0.4373052112082669,0.14102564102564102,0.8782051282051284,0.8115384615384618,0.9304335252139228,0.16666666666666666,0.4
2021,52,0.09294871794871794,0.16153846153846152,0.08118837698602256,0.26332392361380796,0.0737179487179487,0.9070512820512822,0.8384615384615384,0.9188116230139773,0.16666666666666666,0.3
2022,52,0.0,0.021153846153846155,0.034742792628467585,0.15472662607939722,0.0,1.0,0.9788461538461539,0.9652572073715324,0.0,0.1
2023,52,0.048076923076923066,0.09230769230769229,0.05957933944278859,0.15956406493748945,0.032051282051282055,0.9519230769230769,0.9076923076923076,0.9404206605572113,0.16666666666666666,0.3
2024,53,0.1289308176100629,0.1716981132075471,0.0724864982217965,0.17384494510943418,0.16352201257861634,0.8710691823899372,0.8283018867924525,0.9275135017782036,0.3333333333333333,0.3
