year,comparison,weeks,mean_top_6_jaccard,mean_top_10_jaccard,mean_top_30_jaccard,mean_hysteresis_difference_count,mean_concentration_hhi_delta,exact_top_6_exact_match,exact_top_10_exact_match,exact_hysteresis_exact_match
2019,A_P0_vs_C_P0B,52,0.5081272893772893,0.393109892558422,0.3905263411034125,3.4038461538461537,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385
2019,B_P0A_vs_C_P0B,52,0.7586996336996339,0.6226779630625785,0.5463094039979659,1.6730769230769231,0.0,0.17307692307692307,0.15384615384615385,0.15384615384615385
2019,D_EVIDENCE_STRONG_vs_C_P0B,52,0.7586996336996339,0.6226779630625785,0.5463094039979659,1.6730769230769231,0.0,0.17307692307692307,0.15384615384615385,0.15384615384615385
2020,A_P0_vs_C_P0B,52,0.42902930402930395,0.348145915170802,0.2878756113694444,5.1923076923076925,0.0,0.0,0.0,0.0
2020,B_P0A_vs_C_P0B,52,0.7912087912087913,0.6910333256487102,0.4675862269810552,1.7307692307692308,0.0,0.2692307692307692,0.0,0.15384615384615385
2020,D_EVIDENCE_STRONG_vs_C_P0B,52,0.7912087912087913,0.6910333256487102,0.4675862269810552,1.7307692307692308,0.0,0.2692307692307692,0.0,0.15384615384615385
2021,A_P0_vs_C_P0B,52,0.44267399267399254,0.3460834037757114,0.27431438928666785,4.8076923076923075,0.0,0.0,0.0,0.0
2021,B_P0A_vs_C_P0B,52,0.8406593406593407,0.7299623453469608,0.6772869567284905,1.4230769230769231,0.0,0.4423076923076923,0.07692307692307693,0.34615384615384615
2021,D_EVIDENCE_STRONG_vs_C_P0B,52,0.8406593406593407,0.7299623453469608,0.6646886577524825,1.4230769230769231,0.0,0.4423076923076923,0.07692307692307693,0.34615384615384615
2022,A_P0_vs_C_P0B,52,0.5093406593406592,0.39900324034939416,0.22061746192967066,3.730769230769231,0.0,0.0,0.0,0.0
2022,B_P0A_vs_C_P0B,52,1.0,0.9615384615384616,0.869360478231446,0.0,0.0,1.0,0.7884615384615384,1.0
2022,D_EVIDENCE_STRONG_vs_C_P0B,52,1.0,0.9615384615384616,0.869360478231446,0.0,0.0,1.0,0.7884615384615384,1.0
2023,A_P0_vs_C_P0B,52,0.34935897435897434,0.21238687782805435,0.18152874498561358,5.961538461538462,0.0,0.0,0.0,0.0
2023,B_P0A_vs_C_P0B,52,0.9175824175824177,0.8422538999462078,0.8306380723956626,1.0769230769230769,0.0,0.7115384615384616,0.36538461538461536,0.46153846153846156
2023,D_EVIDENCE_STRONG_vs_C_P0B,52,0.9175824175824177,0.8422538999462078,0.8306380723956626,1.0769230769230769,0.0,0.7115384615384616,0.36538461538461536,0.46153846153846156
2024,A_P0_vs_C_P0B,53,0.34591194968553446,0.21069182389937108,0.12631983500467364,5.69811320754717,0.0,0.0,0.0,0.0
2024,B_P0A_vs_C_P0B,53,0.7911051212938006,0.7163653956106785,0.7751992735344568,2.1132075471698113,0.0,0.39622641509433965,0.09433962264150944,0.2830188679245283
2024,D_EVIDENCE_STRONG_vs_C_P0B,53,0.7911051212938006,0.7163653956106785,0.7751992735344568,2.1132075471698113,0.0,0.39622641509433965,0.09433962264150944,0.2830188679245283
