decision_time,year,comparison,variant,baseline,eligible_count_variant,eligible_count_baseline,eligible_count_delta,top_4_exact_match,top_4_jaccard,top_4_overlap,top_4_added_count,top_4_removed_count,top_4_rank_displacement,top_4_spearman_common,top_6_exact_match,top_6_jaccard,top_6_overlap,top_6_added_count,top_6_removed_count,top_6_rank_displacement,top_6_spearman_common,top_8_exact_match,top_8_jaccard,top_8_overlap,top_8_added_count,top_8_removed_count,top_8_rank_displacement,top_8_spearman_common,top_10_exact_match,top_10_jaccard,top_10_overlap,top_10_added_count,top_10_removed_count,top_10_rank_displacement,top_10_spearman_common,top_30_exact_match,top_30_jaccard,top_30_overlap,top_30_added_count,top_30_removed_count,top_30_rank_displacement,top_30_spearman_common,hysteresis_exact_match,hysteresis_jaccard,hysteresis_difference_count,concentration_hhi_delta,top_10_share_delta
2019-01-07T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,3,-1,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,1,0.0,0.0
2019-01-07T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,3,-1,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,1,0.0,0.0
2019-01-07T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,3,-1,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,2,0,1,0.0,1.0,False,0.6666666666666666,1,0.0,0.0
2019-01-14T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,4,-2,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0.0,0.0
2019-01-14T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,4,-2,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0.0,0.0
2019-01-14T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,4,-2,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0,2,0.0,1.0,False,0.5,2,0.0,0.0
2019-01-21T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-01-21T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-01-21T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-01-28T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-01-28T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-01-28T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-04T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-04T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-04T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-11T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-11T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-11T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-18T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-18T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-18T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-25T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-25T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-02-25T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-04T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-04T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-04T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,2,2,0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,2,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-11T00:00:00+00:00,2019,A_P0_vs_C_P0B,A_P0,C_P0B,3,3,0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-11T00:00:00+00:00,2019,B_P0A_vs_C_P0B,B_P0A,C_P0B,3,3,0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,0,0.0,0.0
2019-03-11T00:00:00+00:00,2019,D_EVIDENCE_STRONG_vs_C_P0B,D_EVIDENCE_STRONG,C_P0B,3,3,0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,3,0,0,0.0,1.0,True,1.0,0,0.0,0.0
