scope,domain_id,symbol,canonical_id,core_asset,liquidity_rank,liquidity_tier,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor
STANDALONE,DAILY_PULLBACK_RECLAIM,ADA/USDT,ADA,False,7,B,2,-1517.2809752743751,-0.015172809752743752,0.0,0.0
STANDALONE,DAILY_PULLBACK_RECLAIM,ATOM/USDT,ATOM,False,10,B,2,-1513.0359835238914,-0.015130359835238914,0.0,0.0
STANDALONE,DAILY_PULLBACK_RECLAIM,AVAX/USDT,AVAX,True,6,A,1,1304.576439700387,0.01304576439700387,1.0,
STANDALONE,DAILY_PULLBACK_RECLAIM,BTC/USDT,BTC,True,1,A,7,1602.5008636785215,0.016025008636785215,0.2857142857142857,1.6811085540812587
STANDALONE,DAILY_PULLBACK_RECLAIM,ETH/USDT,ETH,True,2,A,11,14047.735742775809,0.14047735742775808,0.6363636363636364,5.982822740843592
STANDALONE,DAILY_PULLBACK_RECLAIM,LINK/USDT,LINK,True,9,B,2,2704.347670345851,0.02704347670345851,0.5,4.550322238597787
STANDALONE,DAILY_PULLBACK_RECLAIM,LTC/USDT,LTC,False,8,B,4,656.7362675181467,0.006567362675181467,0.25,1.376901936971009
STANDALONE,DAILY_PULLBACK_RECLAIM,NEAR/USDT,NEAR,True,5,A,1,146.23561708155708,0.0014623561708155708,1.0,
STANDALONE,DAILY_PULLBACK_RECLAIM,SOL/USDT,SOL,True,3,A,1,-767.281196485068,-0.00767281196485068,0.0,0.0
STANDALONE,DAILY_PULLBACK_RECLAIM,XRP/USDT,XRP,False,4,A,3,-2034.841066468223,-0.02034841066468223,0.0,0.0
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,ADA/USDT,ADA,False,7,B,1,-759.3273897405694,-0.007593273897405694,0.0,0.0
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,ATOM/USDT,ATOM,False,10,B,2,-1513.0359835238914,-0.015130359835238914,0.0,0.0
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,BTC/USDT,BTC,True,1,A,2,-1540.7712068678507,-0.015407712068678506,0.0,0.0
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,ETH/USDT,ETH,True,2,A,2,-1290.639995511271,-0.01290639995511271,0.0,0.0
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,LTC/USDT,LTC,False,8,B,4,656.7362675181467,0.006567362675181467,0.25,1.376901936971009
OVERLAY_NEW,DAILY_PULLBACK_RECLAIM,XRP/USDT,XRP,False,4,A,2,-1275.2454718672775,-0.012752454718672776,0.0,0.0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,ADA/USDT,ADA,False,7,B,1,-760.7478226934614,-0.007607478226934614,0.0,0.0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,ATOM/USDT,ATOM,False,10,B,2,-1267.2734130674885,-0.012672734130674886,0.0,0.0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,AVAX/USDT,AVAX,True,6,A,1,333.02275453595416,0.0033302275453595417,1.0,
STANDALONE,DAILY_COMPRESSION_BREAKOUT,BTC/USDT,BTC,True,1,A,5,3363.320634239014,0.03363320634239014,0.6,3.187960109871958
STANDALONE,DAILY_COMPRESSION_BREAKOUT,ETH/USDT,ETH,True,2,A,9,4387.662345652834,0.04387662345652834,0.5555555555555556,2.624618665354766
STANDALONE,DAILY_COMPRESSION_BREAKOUT,LINK/USDT,LINK,True,9,B,5,-141.80822220564255,-0.0014180822220564255,0.6,0.8889176691894957
STANDALONE,DAILY_COMPRESSION_BREAKOUT,LTC/USDT,LTC,False,8,B,3,-1366.4183998717904,-0.013664183998717903,0.3333333333333333,0.10970263680329337
STANDALONE,DAILY_COMPRESSION_BREAKOUT,NEAR/USDT,NEAR,True,5,A,1,282.7093333451153,0.0028270933334511527,1.0,
STANDALONE,DAILY_COMPRESSION_BREAKOUT,SOL/USDT,SOL,True,3,A,4,6041.454552197976,0.060414545521979765,1.0,
STANDALONE,DAILY_COMPRESSION_BREAKOUT,XRP/USDT,XRP,False,4,A,5,1192.0183852538723,0.011920183852538723,0.2,1.3917032928842976
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,ADA/USDT,ADA,False,7,B,1,-760.7478226934614,-0.007607478226934614,0.0,0.0
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,ATOM/USDT,ATOM,False,10,B,2,-1268.1003057318371,-0.012681003057318372,0.0,0.0
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,LINK/USDT,LINK,True,9,B,2,-1276.6046694460674,-0.012766046694460674,0.0,0.0
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,LTC/USDT,LTC,False,8,B,4,-2129.8098461442023,-0.02129809846144202,0.25,0.07326247698615548
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,NEAR/USDT,NEAR,True,5,A,1,-761.7960161048583,-0.0076179601610485825,0.0,0.0
OVERLAY_NEW,DAILY_COMPRESSION_BREAKOUT,XRP/USDT,XRP,False,4,A,5,1192.0183852538723,0.011920183852538723,0.2,1.3917032928842976
STANDALONE,WEEKLY_TREND_ACCELERATION,ADA/USDT,ADA,False,7,B,1,2301.6393557138194,0.023016393557138193,1.0,
STANDALONE,WEEKLY_TREND_ACCELERATION,AVAX/USDT,AVAX,True,6,A,1,-508.6463775074404,-0.005086463775074403,0.0,0.0
STANDALONE,WEEKLY_TREND_ACCELERATION,BTC/USDT,BTC,True,1,A,2,1672.0053432681302,0.016720053432681303,0.5,3.171982475637747
STANDALONE,WEEKLY_TREND_ACCELERATION,LTC/USDT,LTC,False,8,B,4,-2275.6347774054857,-0.022756347774054858,0.0,0.0
STANDALONE,WEEKLY_TREND_ACCELERATION,NEAR/USDT,NEAR,True,5,A,1,-507.08490020143813,-0.005070849002014381,0.0,0.0
STANDALONE,WEEKLY_TREND_ACCELERATION,XRP/USDT,XRP,False,4,A,2,23.483298922783302,0.000234832989227833,0.5,2.36164379066682
OVERLAY_NEW,WEEKLY_TREND_ACCELERATION,LTC/USDT,LTC,False,8,B,3,-2037.8165907663065,-0.020378165907663066,0.0,0.0
OVERLAY_NEW,WEEKLY_TREND_ACCELERATION,NEAR/USDT,NEAR,True,5,A,1,-507.08490020143813,-0.005070849002014381,0.0,0.0
OVERLAY_NEW,WEEKLY_TREND_ACCELERATION,XRP/USDT,XRP,False,4,A,1,-17.246286498529205,-0.00017246286498529204,0.0,0.0
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,ADA/USDT,ADA,False,7,B,5,3755.6882608061287,0.03755688260806129,0.8,5.956525448010106
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,ATOM/USDT,ATOM,False,10,B,8,-2701.800713990422,-0.02701800713990422,0.25,0.38133010666770595
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,AVAX/USDT,AVAX,True,6,A,6,1990.584860919023,0.01990584860919023,0.3333333333333333,1.8718183295376498
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,BTC/USDT,BTC,True,1,A,12,5377.239455266768,0.053772394552667684,0.5833333333333334,2.3972134514061216
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,ETH/USDT,ETH,True,2,A,16,3815.4723558816127,0.03815472355881613,0.3125,1.496479491958957
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,LINK/USDT,LINK,True,9,B,5,541.8757076916173,0.005418757076916173,0.2,1.2653952968065634
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,LTC/USDT,LTC,False,8,B,6,667.2452033309297,0.006672452033309297,0.5,1.2908613995998814
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,NEAR/USDT,NEAR,True,5,A,7,2299.588172114245,0.02299588172114245,0.5714285714285714,2.012362433856544
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,SOL/USDT,SOL,True,3,A,6,4684.801022184818,0.04684801022184818,0.5,3.050363866533662
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,XRP/USDT,XRP,False,4,A,11,-7167.20435929885,-0.0716720435929885,0.09090909090909091,0.021043009481391334
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,ADA/USDT,ADA,False,7,B,5,2936.6687189906115,0.029366687189906114,0.6,2.937389864666251
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,ATOM/USDT,ATOM,False,10,B,7,-1944.4610123679322,-0.01944461012367932,0.2857142857142857,0.46133416384630777
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,AVAX/USDT,AVAX,True,6,A,2,4273.841353099781,0.04273841353099781,1.0,
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,BTC/USDT,BTC,True,1,A,4,-3081.693466442372,-0.03081693466442372,0.0,0.0
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,ETH/USDT,ETH,True,2,A,5,-3842.961926527919,-0.038429619265279186,0.0,0.0
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,LINK/USDT,LINK,True,9,B,2,-1267.4747953753315,-0.012674747953753314,0.0,0.0
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,LTC/USDT,LTC,False,8,B,6,667.2452033309297,0.006672452033309297,0.5,1.2908613995998814
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,NEAR/USDT,NEAR,True,5,A,3,357.0633701579519,0.003570633701579519,0.3333333333333333,1.2355485967579862
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,SOL/USDT,SOL,True,3,A,4,-504.9375233282399,-0.005049375233282399,0.25,0.7789806417208645
OVERLAY_NEW,CROSS_SECTIONAL_LEADER_PULLBACK,XRP/USDT,XRP,False,4,A,10,-6278.8102561242285,-0.06278810256124229,0.1,0.023949096582661162
STANDALONE,DEEP_PULLBACK_RECOVERY,ADA/USDT,ADA,False,7,B,10,3440.898294830032,0.03440898294830032,0.4,1.9527197107265373
STANDALONE,DEEP_PULLBACK_RECOVERY,ATOM/USDT,ATOM,False,10,B,8,-2777.7644392331213,-0.027777644392331213,0.375,0.20372739335214402
STANDALONE,DEEP_PULLBACK_RECOVERY,AVAX/USDT,AVAX,True,6,A,7,-2710.704686558229,-0.02710704686558229,0.14285714285714285,0.28598484349731845
STANDALONE,DEEP_PULLBACK_RECOVERY,BTC/USDT,BTC,True,1,A,10,5813.4602745687325,0.058134602745687325,0.6,3.256237812253099
STANDALONE,DEEP_PULLBACK_RECOVERY,ETH/USDT,ETH,True,2,A,19,976.2475223288737,0.009762475223288738,0.42105263157894735,1.1161123288351453
STANDALONE,DEEP_PULLBACK_RECOVERY,LINK/USDT,LINK,True,9,B,9,-1283.3805924586054,-0.012833805924586054,0.3333333333333333,0.7136274159185365
STANDALONE,DEEP_PULLBACK_RECOVERY,LTC/USDT,LTC,False,8,B,12,3362.720390061308,0.03362720390061308,0.5,1.9983450495219628
STANDALONE,DEEP_PULLBACK_RECOVERY,NEAR/USDT,NEAR,True,5,A,3,-788.7990467385212,-0.007887990467385211,0.3333333333333333,0.3796285448562129
STANDALONE,DEEP_PULLBACK_RECOVERY,SOL/USDT,SOL,True,3,A,5,-1067.134569702463,-0.010671345697024631,0.2,0.5487203756326682
STANDALONE,DEEP_PULLBACK_RECOVERY,XRP/USDT,XRP,False,4,A,8,4486.682625583486,0.04486682625583486,0.375,2.3396842805171767
