scope,domain_id,symbol,canonical_id,core_asset,liquidity_rank,liquidity_tier,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,ADA/USDT,ADA,False,7,B,7,-1743.1767910910735,-0.017431767910910737,0.2857142857142857,0.389312762470913
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,ATOM/USDT,ATOM,False,10,B,6,-2205.930239175421,-0.02205930239175421,0.3333333333333333,0.19237652042184955
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,AVAX/USDT,AVAX,True,6,A,1,-759.5918570437306,-0.007595918570437305,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,BTC/USDT,BTC,True,1,A,4,-3075.1006959386796,-0.030751006959386797,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,ETH/USDT,ETH,True,2,A,3,-2303.58160810399,-0.0230358160810399,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,LINK/USDT,LINK,True,9,B,3,-2199.8360854515163,-0.02199836085451516,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,LTC/USDT,LTC,False,8,B,9,-554.7213699557044,-0.005547213699557044,0.3333333333333333,0.8594244382452676
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,NEAR/USDT,NEAR,True,5,A,1,-508.16845737307216,-0.005081684573730721,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,SOL/USDT,SOL,True,3,A,1,-763.0592864583186,-0.007630592864583187,0.0,0.0
OVERLAY_NEW,DEEP_PULLBACK_RECOVERY,XRP/USDT,XRP,False,4,A,7,5245.326518463275,0.052453265184632746,0.42857142857142855,3.0248975155568463
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,ADA/USDT,ADA,False,7,B,9,-2759.2501399677913,-0.027592501399677914,0.3333333333333333,0.3480083709321344
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,ATOM/USDT,ATOM,False,10,B,10,-3972.188530484032,-0.03972188530484032,0.2,0.29539890710917693
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,AVAX/USDT,AVAX,True,6,A,3,3514.2494960560507,0.03514249496056051,0.6666666666666666,5.626497063479883
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,BTC/USDT,BTC,True,1,A,7,-5385.486493548962,-0.053854864935489626,0.0,0.0
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,ETH/USDT,ETH,True,2,A,8,-5882.70530312033,-0.0588270530312033,0.0,0.0
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,LINK/USDT,LINK,True,9,B,6,-4061.2597677232593,-0.04061259767723259,0.0,0.0
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,LTC/USDT,LTC,False,8,B,16,1966.3711036406057,0.019663711036406056,0.375,1.29114092867934
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,NEAR/USDT,NEAR,True,5,A,5,-911.8175461483445,-0.009118175461483444,0.2,0.6725688040869627
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,SOL/USDT,SOL,True,3,A,5,-1267.9968097865585,-0.012679968097865585,0.2,0.5839420002115513
OVERLAY_NEW,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,XRP/USDT,XRP,False,4,A,18,-2171.8672125852167,-0.021718672125852167,0.16666666666666666,0.782978421993485
