scope,variant_id,period,start_equity,end_equity,return,trade_count
STANDALONE,DAILY_PULLBACK_RECLAIM,2019,100000.0,100000.0,0.0,0
STANDALONE,DAILY_PULLBACK_RECLAIM,2020,100000.0,110429.08720908138,0.10429087209081378,9
STANDALONE,DAILY_PULLBACK_RECLAIM,2021,110429.08720908138,116937.11893907971,0.05893403535679265,7
STANDALONE,DAILY_PULLBACK_RECLAIM,2022,116937.11893907971,115156.14546849561,-0.015230180859098552,3
STANDALONE,DAILY_PULLBACK_RECLAIM,2023,115156.14546849561,115327.28938800082,0.00148619006661721,6
STANDALONE,DAILY_PULLBACK_RECLAIM,2024,115327.28938800082,114629.69337934868,-0.006048837290410836,9
STANDALONE,DAILY_PULLBACK_RECLAIM,2025,114629.69337934868,114629.69337934868,0.0,0
OVERLAY,DAILY_PULLBACK_RECLAIM,2019,100000.0,95490.52571550729,-0.045094742844927094,15
OVERLAY,DAILY_PULLBACK_RECLAIM,2020,95490.52571550729,143671.1656188396,0.5045593742658383,121
OVERLAY,DAILY_PULLBACK_RECLAIM,2021,143671.1656188396,171674.69459386243,0.19491405150367025,134
OVERLAY,DAILY_PULLBACK_RECLAIM,2022,171674.69459386243,169505.94340264425,-0.012632911311412975,20
OVERLAY,DAILY_PULLBACK_RECLAIM,2023,169505.94340264425,203113.08279646968,0.19826525677624796,108
OVERLAY,DAILY_PULLBACK_RECLAIM,2024,203113.08279646968,202433.57936023377,-0.0033454439609722497,182
OVERLAY,DAILY_PULLBACK_RECLAIM,2025,202433.57936023377,202433.57936023377,0.0,0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2019,100000.0,100000.0,0.0,0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2020,100000.0,106261.79586366264,0.06261795863662645,5
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2021,106261.79586366264,107193.44679957227,0.008767506029212724,9
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2022,107193.44679957227,107193.44679957227,0.0,0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2023,107193.44679957227,108480.64553063017,0.012008184916981746,10
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2024,108480.64553063017,112063.94014738635,0.03303164909490164,12
STANDALONE,DAILY_COMPRESSION_BREAKOUT,2025,112063.94014738635,112063.94014738635,0.0,0
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2019,100000.0,95490.52571550729,-0.045094742844927094,15
