scope,variant_id,period,start_equity,end_equity,return,trade_count
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2020,95490.52571550729,142199.66786374926,0.48914949203862834,120
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2021,142199.66786374926,170629.7806662968,0.1999309367570976,140
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2022,170629.7806662968,170242.0029456627,-0.002272626262073696,17
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2023,170242.0029456627,203820.59569336858,0.1972403529487572,108
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2024,203820.59569336858,203150.82286536004,-0.003286090032904032,182
OVERLAY,DAILY_COMPRESSION_BREAKOUT,2025,203150.82286536004,203150.82286536004,0.0,0
STANDALONE,WEEKLY_TREND_ACCELERATION,2019,100000.0,100000.0,0.0,0
STANDALONE,WEEKLY_TREND_ACCELERATION,2020,100000.0,100000.0,0.0,0
STANDALONE,WEEKLY_TREND_ACCELERATION,2021,100000.0,100040.72958542132,0.0004072958542131744,1
STANDALONE,WEEKLY_TREND_ACCELERATION,2022,100040.72958542132,99534.34329989934,-0.005061801204574334,1
STANDALONE,WEEKLY_TREND_ACCELERATION,2023,99534.34329989934,100206.90624411497,0.00675709430451743,4
STANDALONE,WEEKLY_TREND_ACCELERATION,2024,100206.90624411497,100705.76194279037,0.0049782566628704394,5
STANDALONE,WEEKLY_TREND_ACCELERATION,2025,100705.76194279037,100705.76194279037,0.0,0
OVERLAY,WEEKLY_TREND_ACCELERATION,2019,100000.0,95490.52571550729,-0.045094742844927094,15
OVERLAY,WEEKLY_TREND_ACCELERATION,2020,95490.52571550729,142031.29748814326,0.4873862765327506,119
OVERLAY,WEEKLY_TREND_ACCELERATION,2021,142031.29748814326,170790.26231134802,0.2024832929911491,133
OVERLAY,WEEKLY_TREND_ACCELERATION,2022,170790.26231134802,169896.09830519196,-0.005235450745581849,18
OVERLAY,WEEKLY_TREND_ACCELERATION,2023,169896.09830519196,204492.75900409184,0.20363422729551073,106
OVERLAY,WEEKLY_TREND_ACCELERATION,2024,204492.75900409184,205593.7153627602,0.005383840308234689,181
OVERLAY,WEEKLY_TREND_ACCELERATION,2025,205593.7153627602,205593.7153627602,0.0,0
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2019,100000.0,99234.96568871205,-0.007650343112879487,1
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2020,99234.96568871205,107385.10681180403,0.08212973185941297,17
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2021,107385.10681180403,112015.88171672345,0.04312306466328719,20
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2022,112015.88171672345,109379.7696417376,-0.023533377897719032,2
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2023,109379.7696417376,111795.21604308736,0.022083118379763622,16
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2024,111795.21604308736,113258.44702135748,0.013088493676743473,26
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2025,113258.44702135748,113263.4899649058,4.4525981778509305e-05,0
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2019,100000.0,94725.49140421934,-0.05274508595780658,16
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2020,94725.49140421934,143217.92733605267,0.5119259368621585,125
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2021,143217.92733605267,171532.3821673277,0.19770188940688116,148
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2022,171532.3821673277,169628.65270574886,-0.011098367768960338,19
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2023,169628.65270574886,203889.10353084182,0.20197325321285087,115
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2024,203889.10353084182,199464.97269667088,-0.021698711493435496,192
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2025,199464.97269667088,199470.34280563978,2.692256638492374e-05,0
STANDALONE,DEEP_PULLBACK_RECOVERY,2019,100000.0,98197.76153930838,-0.018022384606916186,3
STANDALONE,DEEP_PULLBACK_RECOVERY,2020,98197.76153930838,104476.99484175719,0.06394477026785617,14
STANDALONE,DEEP_PULLBACK_RECOVERY,2021,104476.99484175719,113111.06738653773,0.08264089676256359,28
STANDALONE,DEEP_PULLBACK_RECOVERY,2022,113111.06738653773,112353.43122256905,-0.006698161209809705,1
STANDALONE,DEEP_PULLBACK_RECOVERY,2023,112353.43122256905,119875.59345247403,0.06695089013350897,14
STANDALONE,DEEP_PULLBACK_RECOVERY,2024,119875.59345247403,109437.3772090226,-0.08707540828642302,31
STANDALONE,DEEP_PULLBACK_RECOVERY,2025,109437.3772090226,109452.2257726814,0.0001356809166801476,0
OVERLAY,DEEP_PULLBACK_RECOVERY,2019,100000.0,93189.8033689478,-0.06810196631052201,18
OVERLAY,DEEP_PULLBACK_RECOVERY,2020,93189.8033689478,140644.65003587768,0.5092278870795699,125
OVERLAY,DEEP_PULLBACK_RECOVERY,2021,140644.65003587768,167315.52081705825,0.18963302745164468,145
OVERLAY,DEEP_PULLBACK_RECOVERY,2022,167315.52081705825,166927.74309642415,-0.002317643448380924,17
OVERLAY,DEEP_PULLBACK_RECOVERY,2023,166927.74309642415,206791.19590783876,0.23880663616465414,112
OVERLAY,DEEP_PULLBACK_RECOVERY,2024,206791.19590783876,199273.1747044396,-0.03635561548156885,192
OVERLAY,DEEP_PULLBACK_RECOVERY,2025,199273.1747044396,199288.0232680984,7.451361017762892e-05,0
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2019,100000.0,93188.45042798026,-0.06811549572019737,18
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2020,93188.45042798026,143682.2956752777,0.5418466023997373,128
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2021,143682.2956752777,167155.1488794322,0.16336635696024238,157
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2022,167155.1488794322,163721.6597970893,-0.020540731801324652,22
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2023,163721.6597970893,202250.41627373337,0.2353308445833937,123
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2024,202250.41627373337,187218.54182758965,-0.07432308285486544,206
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2025,187218.54182758965,187223.91193655855,2.8683638471305173e-05,0
