variant_id,new_trade_count,trade_count,net_return,monthly_geometric_return,profit_factor,maximum_drawdown,minimum_cash,capital_feasible,two_x_net_return,two_x_profit_factor,two_x_minimum_cash,two_x_capital_feasible,mean_high_opportunity_capture,delta_net_return_vs_v3,delta_profit_factor_vs_v3,delta_capture_vs_v3,noncore_new_trade_count,noncore_net_pnl,noncore_profit_factor
ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,87,654,0.8722391193655854,0.00874641682521693,1.3324212885278528,0.16271650627841716,2622.0496548236333,True,0.3743768666652336,1.1274959948636016,-1240.1259764695933,False,0.05990801946488396,-0.20931951203668042,-0.1733650473832713,-0.002795077107768759,53,-6936.934779396435,0.7395181193108551
