scope,variant_id,window_id,start,end,days,portfolio_return,equal_weight_return,capture_ratio,high_opportunity_window,strategic_bull_adequacy
OVERLAY,DAILY_COMPRESSION_BREAKOUT,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.026251944178492748,0.37052437252117865,-0.07085078911237404,False,
OVERLAY,DAILY_COMPRESSION_BREAKOUT,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.014343933992732927,-0.15141585105211164,,False,
OVERLAY,DAILY_COMPRESSION_BREAKOUT,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.16985003199358628,2.667291938689029,0.06367883077585702,True,False
OVERLAY,DAILY_COMPRESSION_BREAKOUT,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07346243394712437,0.37373514866458524,-0.1965628178393637,False,
STANDALONE,WEEKLY_TREND_ACCELERATION,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,0.0,0.6437975137033425,0.0,False,
STANDALONE,WEEKLY_TREND_ACCELERATION,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.0,8.977084241529303,0.0,True,False
STANDALONE,WEEKLY_TREND_ACCELERATION,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.0,0.33154791649728477,0.0,False,
STANDALONE,WEEKLY_TREND_ACCELERATION,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.0004072958542131744,0.37052437252117865,0.0010992417352785448,False,
STANDALONE,WEEKLY_TREND_ACCELERATION,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.01777525659211643,-0.15141585105211164,,False,
STANDALONE,WEEKLY_TREND_ACCELERATION,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.009208559978421738,2.667291938689029,0.003452400483371061,True,False
STANDALONE,WEEKLY_TREND_ACCELERATION,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.02338966392060593,0.37373514866458524,0.06258352741020184,False,
OVERLAY,WEEKLY_TREND_ACCELERATION,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.014018995338449192,0.6437975137033425,-0.021775472939942184,False,
OVERLAY,WEEKLY_TREND_ACCELERATION,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5215815050932315,8.977084241529303,0.05810143817970643,True,False
OVERLAY,WEEKLY_TREND_ACCELERATION,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03827935935759674,0.33154791649728477,-0.1154564919665548,False,
OVERLAY,WEEKLY_TREND_ACCELERATION,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.013176310543214553,0.37052437252117865,-0.035561251891632076,False,
OVERLAY,WEEKLY_TREND_ACCELERATION,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.02034738602887254,-0.15141585105211164,,False,
OVERLAY,WEEKLY_TREND_ACCELERATION,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.181470733042278,2.667291938689029,0.06803557211344127,True,False
OVERLAY,WEEKLY_TREND_ACCELERATION,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07265296140184907,0.37373514866458524,-0.1943969189450058,False,
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.007650343112879487,0.6437975137033425,-0.011883151068527912,False,
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.1734988188926061,8.977084241529303,0.01932685649645296,True,False
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,0.010183412780474299,0.33154791649728477,0.030714754259533093,False,
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.019601542498418723,0.37052437252117865,-0.05290216771718121,False,
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.04168989873875495,-0.15141585105211164,,False,
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.06969316589460917,2.667291938689029,0.026128810605135066,True,False
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,0.027711270508839148,0.37373514866458524,0.0741468138810489,False,
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.02166933845132868,0.6437975137033425,-0.0336586240084701,False,
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5592792846656123,8.977084241529303,0.06230077268054416,True,False
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.031290379662485046,0.33154791649728477,-0.09437664393448632,False,
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.021544145014508853,0.37052437252117865,-0.058145014504484234,False,
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.034297579781573884,-0.15141585105211164,,False,
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.1922596709405966,2.667291938689029,0.0720804753884916,True,False
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07680054486880239,0.37373514866458524,-0.2054945732110637,False,
STANDALONE,DEEP_PULLBACK_RECOVERY,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.00935397627037704,0.6437975137033425,-0.014529376195583274,False,
STANDALONE,DEEP_PULLBACK_RECOVERY,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.21937772851003845,8.977084241529303,0.024437525883422708,True,False
STANDALONE,DEEP_PULLBACK_RECOVERY,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.01955655398503131,0.33154791649728477,-0.05898560362448084,False,
STANDALONE,DEEP_PULLBACK_RECOVERY,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,0.005999660281314156,0.37052437252117865,0.016192349886433515,False,
STANDALONE,DEEP_PULLBACK_RECOVERY,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.016050680881288915,-0.15141585105211164,,False,
STANDALONE,DEEP_PULLBACK_RECOVERY,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,-0.03649173130398975,2.667291938689029,-0.013681191314185652,True,False
STANDALONE,DEEP_PULLBACK_RECOVERY,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.04030738656829225,0.37373514866458524,-0.10785013588450781,False,
OVERLAY,DEEP_PULLBACK_RECOVERY,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.02430895533062083,0.6437975137033425,-0.03775869712634869,False,
OVERLAY,DEEP_PULLBACK_RECOVERY,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5571815907559428,8.977084241529303,0.062067100604708526,True,False
OVERLAY,DEEP_PULLBACK_RECOVERY,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.038781756933017664,0.33154791649728477,-0.11697180106796198,False,
OVERLAY,DEEP_PULLBACK_RECOVERY,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.019483379321073024,0.37052437252117865,-0.05258325974213581,False,
OVERLAY,DEEP_PULLBACK_RECOVERY,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.020205442102427362,-0.15141585105211164,,False,
OVERLAY,DEEP_PULLBACK_RECOVERY,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.1472199906229359,2.667291938689029,0.05519455462955224,True,False
OVERLAY,DEEP_PULLBACK_RECOVERY,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.07902294162946844,0.37373514866458524,-0.21144102156789346,False,
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,1,2019-05-01T00:00:00+00:00,2019-09-20T00:00:00+00:00,143,-0.02432248474029619,0.6437975137033425,-0.03777971213399843,False,
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,2,2020-05-27T00:00:00+00:00,2021-05-15T00:00:00+00:00,354,0.5789948454564156,8.977084241529303,0.06449698252556224,True,False
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,3,2021-08-15T00:00:00+00:00,2021-09-21T00:00:00+00:00,38,-0.03602253197841898,0.33154791649728477,-0.10864955014342245,False,
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,4,2021-10-01T00:00:00+00:00,2021-12-04T00:00:00+00:00,65,-0.030812054979198367,0.37052437252117865,-0.08315797087663158,False,
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,5,2023-03-13T00:00:00+00:00,2023-06-14T00:00:00+00:00,94,-0.03836683922194073,-0.15141585105211164,,False,
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,6,2023-10-23T00:00:00+00:00,2024-06-02T00:00:00+00:00,224,0.1475520732028215,2.667291938689029,0.055319056404205674,True,False
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,7,2024-10-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,66,-0.08141512097754344,0.37373514866458524,-0.21784175576863066,False,
