scope,variant_id,router_decision,candidate_count,hypothetical_net_pnl,hypothetical_return_on_initial_equity,hypothetical_profit_factor
STANDALONE,DAILY_PULLBACK_RECLAIM,ADMITTED,34,14629.693379348717,0.14629693379348718,2.082988420636476
STANDALONE,DAILY_PULLBACK_RECLAIM,REJECTED_ENGINE_COOLDOWN,1,136.80306869850278,0.0013680306869850278,
STANDALONE,DAILY_PULLBACK_RECLAIM,REJECTED_SAME_SYMBOL_ACTIVE,3,-35.43931518156546,-0.0003543931518156546,0.9768087966610888
OVERLAY,DAILY_PULLBACK_RECLAIM,ADMITTED,13,-5722.283779992712,-0.05722283779992712,0.29541361021630735
OVERLAY,DAILY_PULLBACK_RECLAIM,REJECTED_MAX_OPEN_RISK,3,-2277.638068292128,-0.02277638068292128,0.0
OVERLAY,DAILY_PULLBACK_RECLAIM,REJECTED_SAME_SYMBOL_OVERLAP,22,22730.9789811505,0.227309789811505,5.901398181794655
STANDALONE,DAILY_COMPRESSION_BREAKOUT,ADMITTED,36,12063.940147386382,0.12063940147386382,1.9953327451000653
STANDALONE,DAILY_COMPRESSION_BREAKOUT,REJECTED_MAX_OPEN_RISK,3,-2291.440353777671,-0.022914403537776712,0.0
STANDALONE,DAILY_COMPRESSION_BREAKOUT,REJECTED_SAME_SYMBOL_ACTIVE,8,3118.7629636830266,0.031187629636830267,2.0193117560789537
OVERLAY,DAILY_COMPRESSION_BREAKOUT,ADMITTED,15,-5005.040274866553,-0.050050402748665526,0.4680353520528532
OVERLAY,DAILY_COMPRESSION_BREAKOUT,REJECTED_MAX_OPEN_RISK,4,-81.26698902255947,-0.0008126698902255948,0.8928566545616023
OVERLAY,DAILY_COMPRESSION_BREAKOUT,REJECTED_SAME_SYMBOL_OVERLAP,28,17977.57002118085,0.1797757002118085,3.461149795585502
STANDALONE,WEEKLY_TREND_ACCELERATION,ADMITTED,11,705.7619427903685,0.007057619427903685,1.1730479483983105
OVERLAY,WEEKLY_TREND_ACCELERATION,ADMITTED,5,-2562.1477774662735,-0.025621477774662733,0.0
OVERLAY,WEEKLY_TREND_ACCELERATION,REJECTED_MAX_OPEN_RISK,4,1595.904376988512,0.01595904376988512,3.137950619012969
OVERLAY,WEEKLY_TREND_ACCELERATION,REJECTED_SAME_SYMBOL_OVERLAP,2,1672.0053432681302,0.016720053432681303,3.171982475637747
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,ADMITTED,82,13263.489964905872,0.13263489964905872,1.3772846130839786
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,REJECTED_ENGINE_COOLDOWN,2,-1542.7550577916197,-0.015427550577916197,0.0
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,REJECTED_MAX_OPEN_RISK,1,-768.0031624582687,-0.007680031624582686,0.0
STANDALONE,CROSS_SECTIONAL_LEADER_PULLBACK,REJECTED_SAME_SYMBOL_ACTIVE,62,940.2813772118016,0.009402813772118015,1.0327541664640596
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,ADMITTED,48,-8685.52033458675,-0.08685520334586751,0.6639388171011881
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,REJECTED_MAX_OPEN_RISK,7,-1190.1299139847877,-0.011901299139847877,0.5676259004400184
OVERLAY,CROSS_SECTIONAL_LEADER_PULLBACK,REJECTED_SAME_SYMBOL_OVERLAP,92,21768.66337043932,0.2176866337043932,1.5793310671788785
STANDALONE,DEEP_PULLBACK_RECOVERY,ADMITTED,91,9452.22577268149,0.0945222577268149,1.2574416987120915
STANDALONE,DEEP_PULLBACK_RECOVERY,REJECTED_ENGINE_COOLDOWN,2,1367.4183631541362,0.013674183631541362,5.6060551783251
STANDALONE,DEEP_PULLBACK_RECOVERY,REJECTED_MAX_OPEN_RISK,16,5782.256836342928,0.057822568363429284,2.0900569407929406
STANDALONE,DEEP_PULLBACK_RECOVERY,REJECTED_SAME_SYMBOL_ACTIVE,42,-1906.2167425970435,-0.019062167425970434,0.8878340675256404
OVERLAY,DEEP_PULLBACK_RECOVERY,ADMITTED,42,-8867.83987212823,-0.0886783987212823,0.5919391745254523
OVERLAY,DEEP_PULLBACK_RECOVERY,REJECTED_ENGINE_COOLDOWN,1,-296.8740734129396,-0.002968740734129396,0.0
OVERLAY,DEEP_PULLBACK_RECOVERY,REJECTED_MAX_OPEN_RISK,26,4341.539215131773,0.043415392151317726,1.4662433092661826
OVERLAY,DEEP_PULLBACK_RECOVERY,REJECTED_SAME_SYMBOL_OVERLAP,82,19518.858959990914,0.19518858959990915,1.6978064424371488
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,ADMITTED,87,-20931.95120366784,-0.2093195120366784,0.5688810218161405
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,REJECTED_ENGINE_COOLDOWN,1,-296.8740734129396,-0.002968740734129396,0.0
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,REJECTED_MAX_OPEN_RISK,62,-871.3175940964277,-0.008713175940964277,0.9654249776310354
OVERLAY,ALL_RD16T_LONG_HORIZON_HYPOTHESES_OVERLAY,REJECTED_SAME_SYMBOL_OVERLAP,244,77016.92205557425,0.7701692205557426,1.8749766675750648
