path,role,sha256,stage
data/research/rd18_p3r/performance-gate-registry.json,FROZEN_GATE_AUTHORITY,033a955c3d13826886692a20690bfb74b6029fedd7778dd7e7d25fea5dd50105,P3R
data/research/rd18_p3e_dry_run_runtime/rd18-p3e-technical-dry-run-report-v1.json,TECHNICAL_VALIDITY,9a51c375a9a59ea3d50328a38c518afce4645de378088650cb1286a50850b4fb,P3E_TECHNICAL_DRY_RUN
data/research/rd18_p3e_cash_remediation_runtime/rd18-p3e-cash-feasibility-remediation-report-v1.json,CORRECTED_BASE_ECONOMICS,d918bf20c44e3ca2e422933b201105ae6b57b2e8fb8595be3fed7ecc837f74e4,P3E_CASH_FEASIBILITY_REMEDIATION
data/research/rd18_p3e_sensitivity_runtime/rd18-p3e-loyo-loao-sensitivity-report-v1.json,SENSITIVITY_EVIDENCE,59edeca6b13511e724cac43709e45c2be3ffbc6041574d3525906ff299885697,P3E_LOYO_LOAO_SENSITIVITY
