architecture_id,engine_id,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,positive_net_contribution
COMPOSITE_ALPHA_V1,COMPRESSION_EXPANSION_SPECIALIST,275,17818.28728326049,0.17818287283260492,0.38545454545454544,1.2461729181032934,0.12958754387825816,-0.6212292177712827,2.0999282300194593,-1.0594412180664532,16.01818181818182,True
COMPOSITE_ALPHA_V1,TREND_CONTINUATION_CORE,279,31295.910861410604,0.31295910861410603,0.4265232974910394,1.4314383281181884,0.22434344703520145,-0.6124045985380443,2.3805748097159976,-1.0752145798289652,16.36200716845878,True
