architecture_id,net_r_p05,net_r_p10,net_r_p25,net_r_p50,net_r_p75,net_r_p90,net_r_p95,net_r_skew,tail_ratio,mfe_r_median,mfe_r_p90,mae_r_median,mae_r_p10,holding_bars_p50,holding_bars_p90
COMPOSITE_ALPHA_V1,-1.115416282797534,-1.1024697657922808,-1.062810131824927,-0.6188088772062883,0.33436730655329805,2.1405753685490803,4.668779940444646,4.1718801695295955,4.185683867492998,1.163584460794568,5.748880616713569,-1.067075901972288,-1.8548705243941406,9.5,48.0
