architecture_id,gross_profit,gross_loss,top_1_trade_profit_share,top_3_trade_profit_share,top_5_trade_profit_share,top_10_trade_profit_share,positive_trade_hhi,top_asset_profit_share,top_asset,top_year_profit_share,top_year,largest_loss_share,net_return_without_top_1,net_return_without_top_3,net_return_without_top_5,net_return_without_top_10,top_engine_profit_share,top_engine
COMPOSITE_ALPHA_V1,194033.93244405245,144919.73429938135,0.06038871671337932,0.11744280129667305,0.17035197354928602,0.2864042983654175,0.01617741123824421,0.3540558501500306,ETH/USDT,0.2806904216243953,2020,0.003905184436417891,0.37396737965524235,0.2632630957183217,0.16060134817297927,-0.06457954136050553,0.6372070000863125,TREND_CONTINUATION_CORE
