architecture_id,exit_reason,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r,median_r,average_mfe_r,average_mae_r,average_holding_bars,average_exit_efficiency,average_giveback_r
COMPOSITE_ALPHA_V1,HARD_STOP,310,-144217.15728516073,-1.4421715728516074,0.0,0.0,-0.9304332728074887,-1.046144670413356,0.5597518234975909,-1.482208217775034,7.848387096774194,-5.54275955945908,1.3738233285560306
COMPOSITE_ALPHA_V1,PROFIT_FLOOR,172,31138.195030612762,0.31138195030612764,0.9186046511627907,239.6309640664484,0.3620720352396833,0.1753670522911064,2.760699040092515,-0.5755363224803388,17.912790697674417,0.11798794506940753,2.2791946161990464
COMPOSITE_ALPHA_V1,TIME_EXIT,72,162193.16039921908,1.6219316039921907,0.9305555555555556,284.5097704810166,4.505365566644975,3.72656705911845,8.240240763693736,-0.45631121893995896,48.0,0.5134555313603657,3.607466466603246
