architecture_id,holding_bucket,trade_count,net_pnl,return_on_initial_equity,win_rate,profit_factor,average_r
COMPOSITE_ALPHA_V1,01_06_BARS,218,-83413.0228359328,-0.834130228359328,0.11467889908256881,0.03711753529921526,-0.7652570902379157
COMPOSITE_ALPHA_V1,07_12_BARS,105,-25460.61125189634,-0.25460611251896337,0.34285714285714286,0.18012961796440738,-0.48496402384564447
COMPOSITE_ALPHA_V1,13_24_BARS,104,-6317.02769116586,-0.06317027691165861,0.5769230769230769,0.6516492951637065,-0.12148130175318962
COMPOSITE_ALPHA_V1,25_36_BARS,37,-1223.6629320287284,-0.012236629320287283,0.6216216216216216,0.8368280841276834,-0.06614394227182314
COMPOSITE_ALPHA_V1,37_48_BARS,90,165528.52285569478,1.655285228556948,0.9,104.2286487261867,3.67841161901544
