architecture_id,classification,strategic_objective_met,starting_equity,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,calmar_ratio,recovery_factor,annualized_sharpe,annualized_sortino,annualized_volatility,ulcer_index,trade_count,winning_trades,losing_trades,breakeven_trades,win_rate,profit_factor,gross_profit,gross_loss,expectancy_per_trade,average_r,median_r,payoff_ratio,average_holding_bars,median_holding_bars,maximum_winning_streak,maximum_losing_streak,total_fees,turnover_on_initial_equity,exposure_fraction,average_gross_exposure,maximum_positions_observed,minimum_cash,minimum_equity,capital_feasible
COMPOSITE_ALPHA_V1,ROBUST_POSITIVE_COMPOSITE_BASELINE,False,100000.0,149114.19814467017,0.49114198144670174,0.06884267638874997,0.005563456550970125,0.099340842472462,0.6929946905557365,4.944008619444212,0.9070513315851976,1.252775653671279,0.07660355539797419,0.034118652907060704,554,225,329,0,0.40613718411552346,1.338906211649608,194033.93244405245,144919.73429938135,88.65378726474927,0.17730757452949852,-0.6188088772062883,1.957778416145427,16.1913357400722,9.5,13,10,32893.9737213666,164.05982774750282,0.13093065693430658,0.03908845994865347,3,29657.560719591755,96206.36168124848,True
