architecture_id,window_days,observation_count,minimum_return,p10_return,median_return,mean_return,p90_return,maximum_return,positive_fraction
COMPOSITE_ALPHA_V1,90,2103,-0.07080549836451844,-0.02506359348033187,0.0034096987670795276,0.020590133836864127,0.08764327724128584,0.17650112956511954,0.5501664289110794
COMPOSITE_ALPHA_V1,180,2013,-0.06902019109185942,-0.025905851850383185,0.012016745545188945,0.04522901457329409,0.15588875225957777,0.2391759852890094,0.5981122702434177
COMPOSITE_ALPHA_V1,365,1828,-0.041998327614371056,-0.01705613600215794,0.0964892069836567,0.10213196306647587,0.22852918899940494,0.37229233686868257,0.7478118161925602
