architecture_id,cost_multiplier,final_equity,net_return,cagr,monthly_geometric_return,maximum_drawdown,profit_factor,win_rate,total_fees,minimum_cash,minimum_equity,capital_feasible
COMPOSITE_ALPHA_V1,1.0,149114.19814467017,0.49114198144670174,0.06884267638874997,0.005563456550970125,0.099340842472462,1.338906211649608,0.40613718411552346,32893.9737213666,29657.560719591755,96206.36168124848,True
COMPOSITE_ALPHA_V1,1.5,132667.21128398867,0.3266721128398866,0.04822936487258378,0.00393291549085828,0.13182381160657108,1.2107769424749408,0.36462093862815886,49340.9605820499,23647.885431977673,95614.6455143022,True
COMPOSITE_ALPHA_V1,2.0,116220.22442330282,0.1622022442330282,0.025363868720485128,0.002089475206308311,0.17022062421682516,1.0978834295292306,0.33212996389891697,65787.9474427332,15105.393043231845,95022.9293473558,True
COMPOSITE_ALPHA_V1,3.0,83326.25070193777,-0.16673749298062235,-0.029937459868057403,-0.0025296895291012644,0.2891488274508819,0.9116606433909145,0.2833935018050541,98681.9211640998,-9321.464471433697,83326.25070193777,False
