architecture_id,period,start_equity,end_equity,return,trade_count
COMPOSITE_ALPHA_V1,2019,100000.0,96494.824739251,-0.03505175260749005,15
COMPOSITE_ALPHA_V1,2020,96494.824739251,125767.42887424563,0.3033593170835356,112
COMPOSITE_ALPHA_V1,2021,125767.42887424563,134950.40254598702,0.07301551565408415,132
COMPOSITE_ALPHA_V1,2022,134950.40254598702,135190.41024873272,0.0017784882313627293,17
COMPOSITE_ALPHA_V1,2023,135190.41024873272,147444.41060064532,0.09064252656210492,104
COMPOSITE_ALPHA_V1,2024,147444.41060064532,149114.19814467017,0.011324861601891945,174
COMPOSITE_ALPHA_V1,2025,149114.19814467017,149114.19814467017,0.0,0
