family_id,rule_id,universe_id,period_id,pair,signal_time,entry_time,horizon_hours,exit_time,entry_price,exit_price,gross_markout,net_markout
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,24,2022-01-02 21:00:00+00:00,112.747,113.02,0.002421350457218363,-0.002584702918924683
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,72,2022-01-04 21:00:00+00:00,112.747,105.477,-0.06448065136988124,-0.06931944974145654
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,168,2022-01-08 21:00:00+00:00,112.747,81.205,-0.2797591066724614,-0.28405970890578025
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,24,2022-01-02 21:00:00+00:00,112.747,113.02,0.002421350457218363,-0.002584702918924683
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,72,2022-01-04 21:00:00+00:00,112.747,105.477,-0.06448065136988124,-0.06931944974145654
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,168,2022-01-08 21:00:00+00:00,112.747,81.205,-0.2797591066724614,-0.28405970890578025
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,24,2022-01-02 21:00:00+00:00,112.747,113.02,0.002421350457218363,-0.002584702918924683
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,72,2022-01-04 21:00:00+00:00,112.747,105.477,-0.06448065136988124,-0.06931944974145654
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-01 18:00:00+00:00,2022-01-01 21:00:00+00:00,168,2022-01-08 21:00:00+00:00,112.747,81.205,-0.2797591066724614,-0.28405970890578025
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,24,2022-01-03 04:00:00+00:00,115.762,110.889,-0.04209498799260558,-0.04698975052262407
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,72,2022-01-05 04:00:00+00:00,115.762,105.798,-0.08607315008379257,-0.09085796720858309
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-01-02 01:00:00+00:00,2022-01-02 04:00:00+00:00,168,2022-01-09 04:00:00+00:00,115.762,85.072,-0.2651129040617819,-0.2694501218016274
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,24,2022-02-10 23:00:00+00:00,3235.06,3115.62,-0.03692048988272245,-0.041828188658015644
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,72,2022-02-12 23:00:00+00:00,3235.06,2915.88,-0.09866277596087858,-0.10341611902097639
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,168,2022-02-16 23:00:00+00:00,3235.06,3136.16,-0.03057130315975598,-0.03549487490185659
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,24,2022-02-10 23:00:00+00:00,3235.06,3115.62,-0.03692048988272245,-0.041828188658015644
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,72,2022-02-12 23:00:00+00:00,3235.06,2915.88,-0.09866277596087858,-0.10341611902097639
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,168,2022-02-16 23:00:00+00:00,3235.06,3136.16,-0.03057130315975598,-0.03549487490185659
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,24,2022-02-10 23:00:00+00:00,3235.06,3115.62,-0.03692048988272245,-0.041828188658015644
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,72,2022-02-12 23:00:00+00:00,3235.06,2915.88,-0.09866277596087858,-0.10341611902097639
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,2022-02-09 23:00:00+00:00,168,2022-02-16 23:00:00+00:00,3235.06,3136.16,-0.03057130315975598,-0.03549487490185659
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,24,2022-02-16 02:00:00+00:00,27.6443,28.5667,0.03336673382939703,0.028283316994823542
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,72,2022-02-18 02:00:00+00:00,27.6443,28.3466,0.025404875507790026,0.02034136331902055
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,168,2022-02-22 02:00:00+00:00,27.6443,24.0311,-0.13070325528228255,-0.13537649714407685
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,24,2022-02-16 02:00:00+00:00,27.6443,28.5667,0.03336673382939703,0.028283316994823542
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,72,2022-02-18 02:00:00+00:00,27.6443,28.3466,0.025404875507790026,0.02034136331902055
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,168,2022-02-22 02:00:00+00:00,27.6443,24.0311,-0.13070325528228255,-0.13537649714407685
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,24,2022-02-16 02:00:00+00:00,27.6443,28.5667,0.03336673382939703,0.028283316994823542
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,72,2022-02-18 02:00:00+00:00,27.6443,28.3466,0.025404875507790026,0.02034136331902055
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,168,2022-02-22 02:00:00+00:00,27.6443,24.0311,-0.13070325528228255,-0.13537649714407685
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,24,2022-02-16 02:00:00+00:00,27.6443,28.5667,0.03336673382939703,0.028283316994823542
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,72,2022-02-18 02:00:00+00:00,27.6443,28.3466,0.025404875507790026,0.02034136331902055
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,168,2022-02-22 02:00:00+00:00,27.6443,24.0311,-0.13070325528228255,-0.13537649714407685
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,24,2022-02-16 02:00:00+00:00,27.6443,28.5667,0.03336673382939703,0.028283316994823542
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,2022-02-15 02:00:00+00:00,72,2022-02-18 02:00:00+00:00,27.6443,28.3466,0.025404875507790026,0.02034136331902055
