family_id,rule_id,universe_id,period_id,pair,signal_time,confirmed,reason,entry_time,value_t1,value_t2,breakout_reference
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-01-02 17:00:00+00:00,False,PERSISTENCE_FAILED,,3824.44,3795.73,3814.64
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,True,CONFIRMED,2022-02-09 23:00:00+00:00,3258.26,3234.95,3233.51
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,False,ACCELERATION_FAILED,,3258.26,3234.95,3233.51
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,True,CONFIRMED,2022-02-09 23:00:00+00:00,3258.26,3234.95,3233.51
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,False,ACCELERATION_FAILED,,3258.26,3234.95,3233.51
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,True,CONFIRMED,2022-02-09 23:00:00+00:00,3258.26,3234.95,3233.51
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-09 20:00:00+00:00,False,ACCELERATION_FAILED,,3258.26,3234.95,3233.51
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-14 23:00:00+00:00,True,CONFIRMED,2022-02-15 02:00:00+00:00,0.0202841357537491,0.05220794762055392,
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,101.574,101.334,99.8
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,101.574,101.334,99.8
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,101.574,101.334,99.8
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,101.574,101.334,99.8
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,43572.2,43562.3,43033.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,3029.26,3024.61,2985.6
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,True,CONFIRMED,2022-02-15 05:00:00+00:00,101.574,101.334,99.8
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 02:00:00+00:00,False,ACCELERATION_FAILED,,101.574,101.334,99.8
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,True,CONFIRMED,2022-02-15 10:00:00+00:00,0.08829051805069543,0.07959770718290038,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,False,ACCELERATION_FAILED,,0.08829051805069543,0.07959770718290038,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,True,CONFIRMED,2022-02-15 10:00:00+00:00,0.08829051805069543,0.07959770718290038,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,False,ACCELERATION_FAILED,,0.08829051805069543,0.07959770718290038,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,True,CONFIRMED,2022-02-15 10:00:00+00:00,0.08829051805069543,0.07959770718290038,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 07:00:00+00:00,False,ACCELERATION_FAILED,,0.08829051805069543,0.07959770718290038,
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ETH-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,3077.95,3098.19,3045.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 08:00:00+00:00,True,CONFIRMED,2022-02-15 11:00:00+00:00,86.226,87.491,85.0
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,44055.5,44270.9,43806.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,SOL-USDT,2022-02-15 09:00:00+00:00,True,CONFIRMED,2022-02-15 12:00:00+00:00,102.717,102.875,102.501
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,False,ACCELERATION_FAILED,,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,False,ACCELERATION_FAILED,,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,BTC-USDT,2022-02-15 11:00:00+00:00,False,ACCELERATION_FAILED,,44232.4,44181.6,44180.4
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,ATOM-USDT,2022-02-15 11:00:00+00:00,False,PERSISTENCE_FAILED,,28.4438,28.6668,28.5771
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,AVAX-USDT,2022-02-15 11:00:00+00:00,True,CONFIRMED,2022-02-15 14:00:00+00:00,0.07585474000513015,0.08976004739804466,
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,NEAR-USDT,2022-02-15 19:00:00+00:00,False,PERSISTENCE_FAILED,,11.2318,11.2228,11.3505
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,BTC-USDT,2022-02-16 00:00:00+00:00,False,PERSISTENCE_FAILED,,44200.0,43986.1,44537.3
