family_id,rule_id,universe_id,period_id,horizon_hours,event_count,mean_net_markout,median_net_markout,positive_share,p10_net_markout
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,168,137,0.03972846740747646,0.025497953178969003,0.656934306569343,-0.07377854418720733
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,24,47,-0.007227278654114127,-0.010083110895413831,0.40425531914893614,-0.04177505972725042
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,72,47,-0.0020992625760846064,0.004879649397603146,0.5531914893617021,-0.09489522348374166
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,168,47,-0.05422977489596077,-0.046155344611329086,0.3404255319148936,-0.219302272242499
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,24,140,0.003492826421342162,-0.0009520911508210724,0.4928571428571429,-0.046125493537241165
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,72,140,0.016488160833665454,0.00670233801378234,0.5571428571428572,-0.06272622535830226
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,168,140,0.04003089474973259,0.0257177192617164,0.6571428571428571,-0.07519177628942962
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,24,47,-0.007227278654114127,-0.010083110895413831,0.40425531914893614,-0.04177505972725042
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,72,47,-0.0020992625760846064,0.004879649397603146,0.5531914893617021,-0.09489522348374166
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,168,47,-0.05422977489596077,-0.046155344611329086,0.3404255319148936,-0.219302272242499
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,24,139,0.003408620490043881,-0.0019445206418871714,0.48201438848920863,-0.04466056158933114
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,72,139,0.01817292777172172,0.009363157010209726,0.5683453237410072,-0.061721936841476005
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,168,139,0.04067354699942573,0.028192909482237287,0.6546762589928058,-0.07556090350980432
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,24,39,-0.00827135314713214,-0.014779982152439187,0.38461538461538464,-0.053179798922750626
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,72,39,-0.041418591469081535,-0.03290990486849459,0.3076923076923077,-0.1629613843330802
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2022,168,39,-0.061884189846550905,-0.00908798317795112,0.4358974358974359,-0.2926234142210898
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2023,24,86,0.005658781829558196,-0.003120917046390245,0.46511627906976744,-0.050338299263399444
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2023,72,86,0.034465094797584105,0.002719621119213803,0.5116279069767442,-0.061232704699575785
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,C2,ROBUSTNESS_2023,168,86,0.047057496328263254,-0.0017745239423684243,0.47674418604651164,-0.07933874314540779
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,24,39,-0.00827135314713214,-0.014779982152439187,0.38461538461538464,-0.053179798922750626
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,72,39,-0.041418591469081535,-0.03290990486849459,0.3076923076923077,-0.1629613843330802
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2022,168,39,-0.061884189846550905,-0.00908798317795112,0.4358974358974359,-0.2926234142210898
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2023,24,101,0.00577716688704131,-0.0024561300815065085,0.4752475247524752,-0.04811372660238229
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2023,72,101,0.030264803653037728,0.0050633233579121546,0.5346534653465347,-0.06169683619430244
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,D2,ROBUSTNESS_2023,168,101,0.04920986037521604,0.0038378617838156826,0.5148514851485149,-0.07209113980224378
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,24,39,-0.00827135314713214,-0.014779982152439187,0.38461538461538464,-0.053179798922750626
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,72,39,-0.041418591469081535,-0.03290990486849459,0.3076923076923077,-0.1629613843330802
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2022,168,39,-0.061884189846550905,-0.00908798317795112,0.4358974358974359,-0.2926234142210898
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2023,24,92,0.0034747436404134664,-0.003653367378048329,0.45652173913043476,-0.0509818539184377
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2023,72,92,0.02904243198091746,0.002719621119213803,0.5108695652173914,-0.06556824313017853
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE,E2,ROBUSTNESS_2023,168,92,0.04736187354804255,-0.001047144034360674,0.4891304347826087,-0.08476510566088152
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,24,18,-0.0037050882657416887,-0.012798107499130471,0.4444444444444444,-0.046713118160121116
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,72,18,-0.022842132118627012,-0.03135309796086109,0.3888888888888889,-0.0935413778652035
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,168,18,-0.02541727663492373,-0.0052811512604871765,0.4444444444444444,-0.20487828737915792
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,24,40,0.008288732835508286,0.004455650114156817,0.525,-0.04905810826767448
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,72,40,0.018245923585915817,0.002719621119213803,0.525,-0.06362772990046259
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,168,40,0.03871133638891797,0.001572072253164476,0.5,-0.08573726908221518
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,24,18,-0.0037050882657416887,-0.012798107499130471,0.4444444444444444,-0.046713118160121116
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,72,18,-0.022842132118627012,-0.03135309796086109,0.3888888888888889,-0.0935413778652035
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2022,168,18,-0.02541727663492373,-0.0052811512604871765,0.4444444444444444,-0.20487828737915792
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,24,49,0.007122494728741534,0.00046371218722777085,0.5306122448979592,-0.052676307602366725
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,72,49,0.022133586025878393,0.0050633233579121546,0.5714285714285714,-0.06739710701340086
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,D2,ROBUSTNESS_2023,168,49,0.05326873686586274,0.014776537108287413,0.5714285714285714,-0.06981429818121851
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,24,18,-0.0037050882657416887,-0.012798107499130471,0.4444444444444444,-0.046713118160121116
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,72,18,-0.022842132118627012,-0.03135309796086109,0.3888888888888889,-0.0935413778652035
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2022,168,18,-0.02541727663492373,-0.0052811512604871765,0.4444444444444444,-0.20487828737915792
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,24,44,0.004666109440856243,0.00028642926434570564,0.5227272727272727,-0.05570308053607644
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,72,44,0.02124797240431375,0.005679931038454387,0.5454545454545454,-0.07217276489016489
RELATIVE_STRENGTH_ROTATION,RS_TWO_BAR_LEADER_PERSISTENCE_ACCELERATION,E2,ROBUSTNESS_2023,168,44,0.04616769723095156,0.021580565566920028,0.5454545454545454,-0.08420983361304567
