family_id,rule_id,universe_id,period_id,horizon_hours,event_count,mean_net_markout,median_net_markout,positive_share,p10_net_markout
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,24,87,-0.011773889934682204,-0.01563257134402332,0.39080459770114945,-0.047037444261676865
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,72,87,-0.019663966197852094,-0.01231432896064586,0.4482758620689655,-0.1027410184021696
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2022,168,87,-0.05863721898420063,-0.046155344611329086,0.367816091954023,-0.23103975038324323
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2023,24,254,-0.0009544659372085157,-0.007893124417789813,0.3937007874015748,-0.04563139821525958
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2023,72,254,0.018456307040939784,0.0032527593625595952,0.5118110236220472,-0.06185480695591713
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,C2,ROBUSTNESS_2023,168,254,0.03574297812949999,0.016159058084939833,0.6023622047244095,-0.07317078378303785
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,24,87,-0.011773889934682204,-0.01563257134402332,0.39080459770114945,-0.047037444261676865
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,72,87,-0.019663966197852094,-0.01231432896064586,0.4482758620689655,-0.1027410184021696
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2022,168,87,-0.05863721898420063,-0.046155344611329086,0.367816091954023,-0.23103975038324323
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2023,24,262,-0.0006257560507384929,-0.005987133606427158,0.4083969465648855,-0.04806104345048184
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2023,72,262,0.01871252607594456,0.0045914761649199776,0.5267175572519084,-0.06196365289936598
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,D2,ROBUSTNESS_2023,168,262,0.038206631977990554,0.019656656672127636,0.6145038167938931,-0.07296684065193258
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,24,87,-0.011773889934682204,-0.01563257134402332,0.39080459770114945,-0.047037444261676865
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,72,87,-0.019663966197852094,-0.01231432896064586,0.4482758620689655,-0.1027410184021696
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2022,168,87,-0.05863721898420063,-0.046155344611329086,0.367816091954023,-0.23103975038324323
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2023,24,260,-0.0008844902074423053,-0.00705471663040593,0.4,-0.046446927234705365
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2023,72,260,0.01909643712597217,0.0045914761649199776,0.5269230769230769,-0.062087698243180896
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE,E2,ROBUSTNESS_2023,168,260,0.037112262885460726,0.018284694927943088,0.6038461538461538,-0.0751178647068965
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,24,47,-0.007227278654114127,-0.010083110895413831,0.40425531914893614,-0.04177505972725042
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,72,47,-0.0020992625760846064,0.004879649397603146,0.5531914893617021,-0.09489522348374166
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2022,168,47,-0.05422977489596077,-0.046155344611329086,0.3404255319148936,-0.219302272242499
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,24,137,0.0032908272759348245,-0.00199237647317851,0.4744525547445255,-0.04278843318623542
MOMENTUM_BREAKOUT,MB_TWO_BAR_BREAKOUT_PERSISTENCE_ACCELERATION,C2,ROBUSTNESS_2023,72,137,0.017958171568074357,0.009363157010209726,0.5620437956204379,-0.06006323132572796
