symbol,month,zip_url,checksum_url,archive_present,checksum_present,checksum_match,archive_reused,checksum_reused,archive_sha256,expected_archive_sha256,archive_bytes,schema_exact_12_columns,archive_row_count,expected_month_hours,month_exact_hourly_coverage,header_present,first_open_time,last_open_time,parse_ok,error
BTCUSDT,2022-11,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2022-11.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2022-11.zip.CHECKSUM,True,True,True,False,False,5608adf8602a8ac616ee03c2c4461a37f4646631d67edf3d2f1a94e82e5c5065,5608adf8602a8ac616ee03c2c4461a37f4646631d67edf3d2f1a94e82e5c5065,43509,True,720,720,True,False,2022-11-01T00:00:00+00:00,2022-11-30T23:00:00+00:00,True,
BTCUSDT,2022-12,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2022-12.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2022-12.zip.CHECKSUM,True,True,True,False,False,69c5e5f01df947bfea48ab3c8e2f462b7358effa9e2700489a4ad0dbd29b24aa,69c5e5f01df947bfea48ab3c8e2f462b7358effa9e2700489a4ad0dbd29b24aa,44019,True,744,744,True,False,2022-12-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,True,
BTCUSDT,2023-01,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-01.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-01.zip.CHECKSUM,True,True,True,False,False,ea8caf7fd56c7f7143723f56f8d12a2fc0b643badbcdae5c660db2d11454a11d,ea8caf7fd56c7f7143723f56f8d12a2fc0b643badbcdae5c660db2d11454a11d,44765,True,744,744,True,False,2023-01-01T00:00:00+00:00,2023-01-31T23:00:00+00:00,True,
BTCUSDT,2023-02,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-02.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-02.zip.CHECKSUM,True,True,True,False,False,53525b700548a19488fcb8754778acdf7941c9ba0b6e7eb548a51a376ef8d86b,53525b700548a19488fcb8754778acdf7941c9ba0b6e7eb548a51a376ef8d86b,40955,True,672,672,True,False,2023-02-01T00:00:00+00:00,2023-02-28T23:00:00+00:00,True,
BTCUSDT,2023-03,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-03.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-03.zip.CHECKSUM,True,True,True,False,False,7f2afb8e0179a57ac31eab5205660298ba5eb77039ac2e21aef9b715ff3d06ce,7f2afb8e0179a57ac31eab5205660298ba5eb77039ac2e21aef9b715ff3d06ce,44928,True,743,744,False,False,2023-03-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,True,
BTCUSDT,2023-04,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-04.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-04.zip.CHECKSUM,True,True,True,False,False,1787dc83836deafaa77d4276cbe3b3ca1fe0083b3017079e3560605ff4f7a4ba,1787dc83836deafaa77d4276cbe3b3ca1fe0083b3017079e3560605ff4f7a4ba,41904,True,720,720,True,False,2023-04-01T00:00:00+00:00,2023-04-30T23:00:00+00:00,True,
BTCUSDT,2023-05,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-05.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-05.zip.CHECKSUM,True,True,True,False,False,16b33557a4a4040fc56c711f4b1a750ebafb5a7f8dd46c060d9fc8c66cdc1982,16b33557a4a4040fc56c711f4b1a750ebafb5a7f8dd46c060d9fc8c66cdc1982,43095,True,744,744,True,False,2023-05-01T00:00:00+00:00,2023-05-31T23:00:00+00:00,True,
BTCUSDT,2023-06,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-06.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-06.zip.CHECKSUM,True,True,True,False,False,05f87fb5f004ee0aff019adb7015afab8df0baaaf2b77154d75ae53e18d59b11,05f87fb5f004ee0aff019adb7015afab8df0baaaf2b77154d75ae53e18d59b11,41669,True,720,720,True,False,2023-06-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,True,
BTCUSDT,2023-07,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-07.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-07.zip.CHECKSUM,True,True,True,False,False,f49a738a793055a583784e78a54840a43861fd110118cbe1add14ef1afb63032,f49a738a793055a583784e78a54840a43861fd110118cbe1add14ef1afb63032,42245,True,744,744,True,False,2023-07-01T00:00:00+00:00,2023-07-31T23:00:00+00:00,True,
BTCUSDT,2023-08,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-08.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-08.zip.CHECKSUM,True,True,True,False,False,e983243d44536a06ff4707cf35df29f636fe788e6fb69c3b3feed2ef43d343d4,e983243d44536a06ff4707cf35df29f636fe788e6fb69c3b3feed2ef43d343d4,42213,True,744,744,True,False,2023-08-01T00:00:00+00:00,2023-08-31T23:00:00+00:00,True,
BTCUSDT,2023-09,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-09.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-09.zip.CHECKSUM,True,True,True,False,False,28e12ccaf15745bfe11f570b9079793750047fde3d340fe0231858b26bc0f9d9,28e12ccaf15745bfe11f570b9079793750047fde3d340fe0231858b26bc0f9d9,40962,True,720,720,True,False,2023-09-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,True,
BTCUSDT,2023-10,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-10.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-10.zip.CHECKSUM,True,True,True,False,False,165ec50601f914d6c41b776414096bc73974bf45fcd41aaddfedd1cf66cb6c6e,165ec50601f914d6c41b776414096bc73974bf45fcd41aaddfedd1cf66cb6c6e,42928,True,744,744,True,False,2023-10-01T00:00:00+00:00,2023-10-31T23:00:00+00:00,True,
BTCUSDT,2023-11,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-11.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-11.zip.CHECKSUM,True,True,True,False,False,4f550d182d529839dd9cfc28ef0ecca8cd8003e991067e92a2af5b9e92762f49,4f550d182d529839dd9cfc28ef0ecca8cd8003e991067e92a2af5b9e92762f49,41648,True,720,720,True,False,2023-11-01T00:00:00+00:00,2023-11-30T23:00:00+00:00,True,
BTCUSDT,2023-12,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-12.zip,https://data.binance.vision/data/spot/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2023-12.zip.CHECKSUM,True,True,True,False,False,6117d93e3eb6574df6b0087a45cf12e171afe91789b523b0bfcce00d8f1b6e37,6117d93e3eb6574df6b0087a45cf12e171afe91789b523b0bfcce00d8f1b6e37,43309,True,744,744,True,False,2023-12-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,True,
ETHUSDT,2022-01,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-01.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-01.zip.CHECKSUM,True,True,True,False,False,14a3875732b7e404be2522aec94b5f17fc43f81e77c0a68fdd72980ea644ef5a,14a3875732b7e404be2522aec94b5f17fc43f81e77c0a68fdd72980ea644ef5a,41862,True,744,744,True,False,2022-01-01T00:00:00+00:00,2022-01-31T23:00:00+00:00,True,
ETHUSDT,2022-02,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-02.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-02.zip.CHECKSUM,True,True,True,False,False,2c155824e909de8c1f91a41bbdc2356c29f3c16944db3982a7c912ff58083eb3,2c155824e909de8c1f91a41bbdc2356c29f3c16944db3982a7c912ff58083eb3,37936,True,672,672,True,False,2022-02-01T00:00:00+00:00,2022-02-28T23:00:00+00:00,True,
ETHUSDT,2022-03,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-03.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-03.zip.CHECKSUM,True,True,True,False,False,9af5cd5120e2942f763f0a45cec35b0a98322015d52b29884655875f8bfe361d,9af5cd5120e2942f763f0a45cec35b0a98322015d52b29884655875f8bfe361d,41670,True,744,744,True,False,2022-03-01T00:00:00+00:00,2022-03-31T23:00:00+00:00,True,
ETHUSDT,2022-04,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-04.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-04.zip.CHECKSUM,True,True,True,False,False,d47fd9d00967d87564a52cc7025960de98513f863a83018e9f9dd0eb5875df39,d47fd9d00967d87564a52cc7025960de98513f863a83018e9f9dd0eb5875df39,40240,True,720,720,True,False,2022-04-01T00:00:00+00:00,2022-04-30T23:00:00+00:00,True,
ETHUSDT,2022-05,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-05.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-05.zip.CHECKSUM,True,True,True,False,False,382390f47d0660bb3dc16aaedf7901002a2293ca7a375045b08d956208c95615,382390f47d0660bb3dc16aaedf7901002a2293ca7a375045b08d956208c95615,41837,True,744,744,True,False,2022-05-01T00:00:00+00:00,2022-05-31T23:00:00+00:00,True,
ETHUSDT,2022-06,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-06.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-06.zip.CHECKSUM,True,True,True,False,False,9fd8dabf04723354423f643b62b74ac5f1046e28f855c0e15d9eb68b5e49f559,9fd8dabf04723354423f643b62b74ac5f1046e28f855c0e15d9eb68b5e49f559,40835,True,720,720,True,False,2022-06-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,True,
ETHUSDT,2022-07,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-07.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-07.zip.CHECKSUM,True,True,True,False,False,87c81755af5e05b5b24182eed98582284b6896048d231a245581d76df669d4b4,87c81755af5e05b5b24182eed98582284b6896048d231a245581d76df669d4b4,42054,True,744,744,True,False,2022-07-01T00:00:00+00:00,2022-07-31T23:00:00+00:00,True,
ETHUSDT,2022-08,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-08.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-08.zip.CHECKSUM,True,True,True,False,False,7792ffb44dbcd7a9964ea796ffc2dc2049b5437a5a317c07b64eb4be8aac1a13,7792ffb44dbcd7a9964ea796ffc2dc2049b5437a5a317c07b64eb4be8aac1a13,41777,True,744,744,True,False,2022-08-01T00:00:00+00:00,2022-08-31T23:00:00+00:00,True,
ETHUSDT,2022-09,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-09.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-09.zip.CHECKSUM,True,True,True,False,False,e64c3e782b8421fa035843584bff1ddcdee84ee1bcb06d6e154915855d6917c4,e64c3e782b8421fa035843584bff1ddcdee84ee1bcb06d6e154915855d6917c4,40195,True,720,720,True,False,2022-09-01T00:00:00+00:00,2022-09-30T23:00:00+00:00,True,
ETHUSDT,2022-10,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-10.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-10.zip.CHECKSUM,True,True,True,False,False,e0e1d08f8e089a0273e2ad62ad052b690d4082c82bf56da6f7b2c37795e2ab6f,e0e1d08f8e089a0273e2ad62ad052b690d4082c82bf56da6f7b2c37795e2ab6f,40772,True,744,744,True,False,2022-10-01T00:00:00+00:00,2022-10-31T23:00:00+00:00,True,
ETHUSDT,2022-11,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-11.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-11.zip.CHECKSUM,True,True,True,False,False,109c93bc5db33562650e146c9a9332ec4496dae5021cf942f5c75317c75d16eb,109c93bc5db33562650e146c9a9332ec4496dae5021cf942f5c75317c75d16eb,39897,True,720,720,True,False,2022-11-01T00:00:00+00:00,2022-11-30T23:00:00+00:00,True,
ETHUSDT,2022-12,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-12.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2022-12.zip.CHECKSUM,True,True,True,False,False,6f704c3ed1be5ce404b5ca53e733e42b005308714218ff9e21d15e7cfb128f01,6f704c3ed1be5ce404b5ca53e733e42b005308714218ff9e21d15e7cfb128f01,40023,True,744,744,True,False,2022-12-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,True,
ETHUSDT,2023-01,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-01.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-01.zip.CHECKSUM,True,True,True,False,False,6a646f674ecfa736db1e6fd0c4ebaf26594806efde851f2c7081aec533714e3d,6a646f674ecfa736db1e6fd0c4ebaf26594806efde851f2c7081aec533714e3d,40509,True,744,744,True,False,2023-01-01T00:00:00+00:00,2023-01-31T23:00:00+00:00,True,
ETHUSDT,2023-02,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-02.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-02.zip.CHECKSUM,True,True,True,False,False,c23f2ce377caba0279a932cfea93701bd02c996879293c5c395eaba06a943039,c23f2ce377caba0279a932cfea93701bd02c996879293c5c395eaba06a943039,36954,True,672,672,True,False,2023-02-01T00:00:00+00:00,2023-02-28T23:00:00+00:00,True,
ETHUSDT,2023-03,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-03.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-03.zip.CHECKSUM,True,True,True,False,False,90d268be1e0d39f7411f88ca3c0f21fe110fee7ff3c1dd054555e1fea6e22d8d,90d268be1e0d39f7411f88ca3c0f21fe110fee7ff3c1dd054555e1fea6e22d8d,41120,True,743,744,False,False,2023-03-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,True,
ETHUSDT,2023-04,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-04.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-04.zip.CHECKSUM,True,True,True,False,False,36598c7b9ac93706b8c9f9e6da11bc2137f605c442dab139ac35e397efcd9473,36598c7b9ac93706b8c9f9e6da11bc2137f605c442dab139ac35e397efcd9473,39687,True,720,720,True,False,2023-04-01T00:00:00+00:00,2023-04-30T23:00:00+00:00,True,
ETHUSDT,2023-05,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-05.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-05.zip.CHECKSUM,True,True,True,False,False,e03f762cd90b9a4eb6bf3499a05f4df84a71fd23f18d8b1b9c2e88eb469b0f2e,e03f762cd90b9a4eb6bf3499a05f4df84a71fd23f18d8b1b9c2e88eb469b0f2e,40460,True,744,744,True,False,2023-05-01T00:00:00+00:00,2023-05-31T23:00:00+00:00,True,
ETHUSDT,2023-06,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-06.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-06.zip.CHECKSUM,True,True,True,False,False,7ca4b8f6f6ff04f6899fe49b68df2c7b60841dfadb4a334631491af2d192bfbf,7ca4b8f6f6ff04f6899fe49b68df2c7b60841dfadb4a334631491af2d192bfbf,39155,True,720,720,True,False,2023-06-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,True,
ETHUSDT,2023-07,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-07.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-07.zip.CHECKSUM,True,True,True,False,False,b141e7b3ec07f24756b1c5c27b562acfe06d331678a49c493a5fa2cba44eb97a,b141e7b3ec07f24756b1c5c27b562acfe06d331678a49c493a5fa2cba44eb97a,39931,True,744,744,True,False,2023-07-01T00:00:00+00:00,2023-07-31T23:00:00+00:00,True,
ETHUSDT,2023-08,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-08.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-08.zip.CHECKSUM,True,True,True,False,False,25930d0ba8280ec82b879d130071582c3ee4d5a1fbe31dc34c016b2c314d3525,25930d0ba8280ec82b879d130071582c3ee4d5a1fbe31dc34c016b2c314d3525,39655,True,744,744,True,False,2023-08-01T00:00:00+00:00,2023-08-31T23:00:00+00:00,True,
ETHUSDT,2023-09,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-09.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-09.zip.CHECKSUM,True,True,True,False,False,3453dc6570a7193ab358e5a4c592439b4073028b1ab09412610d9409cf330219,3453dc6570a7193ab358e5a4c592439b4073028b1ab09412610d9409cf330219,38385,True,720,720,True,False,2023-09-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,True,
ETHUSDT,2023-10,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-10.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-10.zip.CHECKSUM,True,True,True,False,False,d91229dd47c4cf53b8e326b500295a4fb9f0316faca0e2149076065bc53ae049,d91229dd47c4cf53b8e326b500295a4fb9f0316faca0e2149076065bc53ae049,40238,True,744,744,True,False,2023-10-01T00:00:00+00:00,2023-10-31T23:00:00+00:00,True,
ETHUSDT,2023-11,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-11.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-11.zip.CHECKSUM,True,True,True,False,False,2be46057e4a5b40b4b7c6bdf5b163aa22e353048e62907e730cd471fbf3a62b5,2be46057e4a5b40b4b7c6bdf5b163aa22e353048e62907e730cd471fbf3a62b5,39562,True,720,720,True,False,2023-11-01T00:00:00+00:00,2023-11-30T23:00:00+00:00,True,
ETHUSDT,2023-12,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-12.zip,https://data.binance.vision/data/spot/monthly/klines/ETHUSDT/1h/ETHUSDT-1h-2023-12.zip.CHECKSUM,True,True,True,False,False,89ec0d0b4f4ee72f4f1c2fad52ec1d94435d525bb107ae23d6f9716c77dbc428,89ec0d0b4f4ee72f4f1c2fad52ec1d94435d525bb107ae23d6f9716c77dbc428,41082,True,744,744,True,False,2023-12-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,True,
