universe_mode,portfolio_mode,fold_id,trade_id,position_id,candidate_id,symbol,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,net_pnl,return_fraction,exit_reason,alignment_tier,holding_hours,mfe,mae,natural_reselection_sequence,previous_position_id
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-969580d00a68fd664f5e,POS-69ae57f720d8cd50fcb8,CAND-f288269c94195e4b8f0f,DOGE,2024-10-28T16:00:00+00:00,2024-12-02T04:00:00+00:00,0.14794,0.44211,275344.7464525498,80998.16406394659,80673.22972865794,1.9765113547408366,REBALANCE_EXIT,FULL,828.0,2.2445586048398,-0.03852913343247255,0,
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-aa8e1aef712f59e1aa22,POS-b67222ed3bc752446378,CAND-2e082ee5193bd320b251,ADA,2024-11-27T00:00:00+00:00,2024-12-09T04:00:00+00:00,0.9602,1.1626,83832.64319784599,16967.72698324403,16611.807113283252,0.20595592817697242,REBALANCE_EXIT,FULL,292.0,0.38117058946052906,-0.029577171422620396,1,POS-a42382771a852c3d29b2
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-8137a3e39ed04f3a870d,POS-c6ac53869a9ff12be066,CAND-184ef392621cef9170cd,PEPE,2024-12-10T08:00:00+00:00,2024-12-16T04:00:00+00:00,2.52e-05,2.363e-05,3401193371.7326517,-5339.873593620264,-5672.034138303674,-0.06604489433830751,REBALANCE_EXIT,FULL,140.0,0.044841269841269904,-0.1424603174603174,3,POS-0fcc1c24c22583799a62
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-2ebfe4a3706e4564b042,POS-16d9257b6971e5af7a39,CAND-65e9a80224cbd6035934,XLM,2024-11-18T04:00:00+00:00,2024-12-16T04:00:00+00:00,0.2139,0.4209,299841.1282153606,62067.11354057964,61686.43524419742,0.9598866782563905,REBALANCE_EXIT,FULL,672.0,1.9780271154745206,-0.004207573632538653,0,
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-2e3c8f45da1d2eb9d321,POS-2150e6976cd45240cb8b,CAND-4b6fdb4c416e696b4e69,ENA,2024-12-19T04:00:00+00:00,2024-12-23T04:00:00+00:00,1.1787,1.0824,71355.49298052517,-6871.533974024578,-7194.21778438111,-0.08536604571462832,REBALANCE_EXIT,FULL,96.0,0.04080766946636105,-0.28192076015949774,2,POS-3370b12111744717225b
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-de1d857afaff034df952,POS-07a6ebb4c08d7a9400c7,CAND-adbd98ece02602780d49,XRP,2024-12-06T20:00:00+00:00,2024-12-30T04:00:00+00:00,2.36458,2.10152,40074.82890789406,-10542.084492510623,-10900.040879281714,-0.11479810427103582,REBALANCE_EXIT,FULL,560.0,0.15365096549915824,-0.19647463820213318,1,POS-564530a9a08fb82f60da
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-a3fc620b0b3cd0305374,POS-8bd5f636536d6e2fe53b,CAND-ad1358531c84b19a5515,AAVE,2024-12-16T08:00:00+00:00,2025-01-01T00:00:00+00:00,384.238,308.743,223.97995270716953,-16909.366529627765,-17219.7942328417,-0.19968745149107575,END_OF_FOLD_EXIT,FULL,376.0,0.04089132256570149,-0.29333642169696905,2,POS-017ce7264986be433881
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-17211f39d0b2a062654d,POS-0a7ac2d27fd8a9da8877,CAND-9a4462617e8c348e0b0c,DEXE,2024-12-30T12:00:00+00:00,2025-01-01T00:00:00+00:00,12.948,14.8673,6031.512424097445,11576.281795570225,11240.74514051023,0.1436476290545261,END_OF_FOLD_EXIT,FULL,36.0,0.2299042323138707,-0.020466481309854845,1,POS-c10bfa631ff573169b36
FIXED_SURVIVOR_30,CONTROL,WF03,TRADE-8e9f1e7ee904870400f6,POS-2980b5a0812e917ed63b,CAND-b9c72b8b892cfd03ff20,TRX,2024-12-30T04:00:00+00:00,2025-01-01T00:00:00+00:00,0.259,0.2547,204732.05937352972,-880.3478553061831,-1090.6895731065474,-0.02052805585739727,END_OF_FOLD_EXIT,MEDIUM,44.0,0.0007722007722006374,-0.032818532818532864,3,POS-e55b435d3628e6498ac8
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-65bca3e9f4fa2385c53b,POS-6ed884f20752ae2e77b8,CAND-57c4f3427ef83e7e9474,SNX,2022-02-07T04:00:00+00:00,2022-02-10T12:00:00+00:00,5.841641,5.320552057142857,4279.619374076565,-2230.0623354685063,-2325.602210797569,-0.09283841160868539,STRUCTURAL_ATR_STOP,FULL,80.0,0.03985164442662592,-0.0892024934187402,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-8bf5b920b721abc18566,POS-5e2bf66b722cdaffe139,CAND-42f0987a435eab09a98f,BTC,2022-02-09T20:00:00+00:00,2022-02-11T16:00:00+00:00,44457.5,42145.36571428571,0.5625672223024363,-1300.7309627045147,-1398.170829921148,-0.05579214437666555,STRUCTURAL_ATR_STOP,FULL,44.0,0.030914918742619424,-0.05200774415372633,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-dda78d22bb1bed415acb,POS-51e76e7ffbe789fbc539,CAND-f0525cf311b5e6bbd708,DOGE,2022-02-09T00:00:00+00:00,2022-02-11T20:00:00+00:00,0.1582,0.143812,154804.8951030221,-2227.332830742284,-2320.8387027019917,-0.09457711631099375,STRUCTURAL_ATR_STOP,FULL,68.0,0.027054361567635965,-0.0909481668773705,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-3f2c4f78caf50a0d92c0,POS-f417abd7b2a08fa9a559,CAND-16a75983b3be06ff9343,XRP,2022-02-15T04:00:00+00:00,2022-02-17T20:00:00+00:00,0.82368,0.7625048571428571,19106.361126866057,-1168.8343714161922,-1229.446812805268,-0.07796604800721571,STRUCTURAL_ATR_STOP,MEDIUM,64.0,0.04385198135198132,-0.07427052114552113,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-c089d41892728bb364ce,POS-f92ff79838baa96409b2,CAND-bbd828e6e8257032af5b,XMR,2022-03-22T04:00:00+00:00,2022-03-28T04:00:00+00:00,194.77,217.33,119.02656461080835,2685.2392976198366,2587.1376030676083,0.11137451953412064,REBALANCE_EXIT,FULL,144.0,0.11577758381680958,-0.020023617600246513,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-955520fad76cae015c92,POS-aaf9b93f36fd6d00d806,CAND-f2b0b8cd03abd65f843a,NEAR,2022-03-28T04:00:00+00:00,2022-04-04T04:00:00+00:00,13.2633,16.3603,1886.8122548749807,5843.457553347815,5731.669210320785,0.22857730890183323,REBALANCE_EXIT,FULL,168.0,0.3328960364313558,-0.05679582004478523,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-9186d8f5b4bef5968771,POS-42b43bfd1fb410bee7b4,CAND-7a91ad6877025aa7b872,ZEC,2022-03-21T20:00:00+00:00,2022-04-04T16:00:00+00:00,178.519,164.08064285714286,129.85444328583233,-1874.884828747735,-1963.8610005340133,-0.08454769346228157,STRUCTURAL_ATR_STOP,FULL,332.0,0.21142287375573465,-0.08087854594108834,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-7478ecb5bc18835a36af,POS-c322d7af0b67bb6364df,CAND-07d12dbb2e1191742df6,AAVE,2022-04-04T20:00:00+00:00,2022-04-06T00:00:00+00:00,236.467,215.62072857142857,110.80571596439881,-2309.8860308310495,-2410.0738397172013,-0.09179730287978513,STRUCTURAL_ATR_STOP,FULL,28.0,0.02110653917882832,-0.08815721190936343,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-c044fe4cb80a5c105f52,POS-4774862460ae98b8c7bd,CAND-6f5824d5923934863997,SNX,2022-03-22T04:00:00+00:00,2022-04-11T04:00:00+00:00,5.076076,4.951109,3055.6547067946785,-381.8560017440101,-443.1352318263121,-0.028512556980554393,REBALANCE_EXIT,MEDIUM,480.0,0.6102625335002865,-0.028707608002716878,1,POS-6ed884f20752ae2e77b8
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-1e0dc4598e6b48f7940e,POS-759fdcfda3b7eddc4b89,CAND-be2f790e9f4554688d2b,SOL,2022-04-17T16:00:00+00:00,2022-04-17T20:00:00+00:00,105.1,99.84,75.38032736548202,-396.5005219424347,-427.3974105229985,-0.05383979899382957,STRUCTURAL_ATR_STOP,FOUR_HOUR_ONLY,4.0,0.0033491912464320706,-0.0500475737392958,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-6c474e6cdd77105d825d,POS-035de31a64bf560467c6,CAND-6c0145adfe98e5b1cb2c,AAVE,2022-04-15T20:00:00+00:00,2022-04-18T04:00:00+00:00,173.487,169.297,45.28623730431938,-189.7493343050981,-220.79612944134573,-0.02804726767622535,REBALANCE_EXIT,FOUR_HOUR_ONLY,56.0,0.023949921319753154,-0.04776726786445096,1,POS-c322d7af0b67bb6364df
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-b6d94fe9c90eeb7f5b14,POS-7c8cb62d30136a10aa0f,CAND-4b197dad97c30812189e,NEAR,2022-04-12T12:00:00+00:00,2022-04-18T08:00:00+00:00,16.6633,14.80753857142857,1443.7068015501861,-2679.1753964830637,-2770.0447238751826,-0.11491561449390547,STRUCTURAL_ATR_STOP,FULL,140.0,0.06600133226911842,-0.11136818208706745,1,POS-aaf9b93f36fd6d00d806
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-b9c4bc9e2ecd4ca5ce0e,POS-960070c3980eaa91d84e,CAND-57087f5b9b0fc633ede2,DOGE,2022-04-19T16:00:00+00:00,2022-04-24T08:00:00+00:00,0.14286,0.13279,109111.29702059297,-1098.7507609973707,-1158.9038190448236,-0.07419921461850201,STRUCTURAL_ATR_STOP,MEDIUM,112.0,0.026669466610667936,-0.07048859022819542,1,POS-51e76e7ffbe789fbc539
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-bf46839f20a4bb5c7760,POS-525b6f42f34cc50c6611,CAND-84e1a97f068d46ee31bd,XMR,2022-04-18T16:00:00+00:00,2022-04-26T20:00:00+00:00,252.69,230.2297142857143,91.82144121378501,-2062.3358043590997,-2151.0205726716267,-0.09252192967682558,STRUCTURAL_ATR_STOP,FULL,196.0,0.14563298903795174,-0.08888474302222371,1,POS-f92ff79838baa96409b2
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-7c40b85af0c592b5c8f6,POS-05f0f2e33255f368510a,CAND-325ca2665ed41bbb401b,SNX,2022-04-26T00:00:00+00:00,2022-04-29T16:00:00+00:00,6.17196,5.3,3740.2503788079534,-3261.348720305385,-3347.1647257767245,-0.14470568257583313,STRUCTURAL_ATR_STOP,FULL,88.0,0.15441448097524924,-0.14127764923946373,2,POS-4774862460ae98b8c7bd
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-c7517166202c9a7f7736,POS-ddecbaf3b0912c0feb17,CAND-ec75194eeb2e70b58291,AAVE,2022-08-01T16:00:00+00:00,2022-08-08T04:00:00+00:00,98.134,103.0,219.47630485803117,1067.9716994391797,979.6834052365492,0.045395299848059,REBALANCE_EXIT,FULL,156.0,0.06561436403285303,-0.10096398801638573,2,POS-035de31a64bf560467c6
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-3630e1c9180547595b8a,POS-e9817ea6020c5bd95535,CAND-deb021795386f4437cdf,UNI,2022-08-03T08:00:00+00:00,2022-08-08T04:00:00+00:00,8.4889,8.8668,2532.747575582534,957.1253088126405,869.2100946175649,0.040347229065529296,REBALANCE_EXIT,FULL,116.0,0.10644488685224252,-0.003969890091766848,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-204cbefd6867d7c8dcfc,POS-51bbff2fd9e2704ea077,CAND-36bba3c0b6299f53dda9,SNX,2022-08-08T12:00:00+00:00,2022-08-09T08:00:00+00:00,4.238889,3.9436903857142855,5216.354333399416,-1539.860570842791,-1625.227037716902,-0.07335457221894373,STRUCTURAL_ATR_STOP,FULL,20.0,0.006357326176741118,-0.06964056248835837,3,POS-05f0f2e33255f368510a
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-f267cb58d1f562a1fbf8,POS-7298d3435526823ffc59,CAND-1be0e750462af95608e1,AVAX,2022-08-09T20:00:00+00:00,2022-08-15T04:00:00+00:00,27.348,28.892,810.0994011043648,1250.7934753051397,1159.6734946689207,0.05224011535215369,REBALANCE_EXIT,FULL,128.0,0.10991663010092156,-0.026802691238847487,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-3f4415c0ac302dfaffba,POS-9c0b152db491d8691bcb,CAND-dbbbe6a0dee139f98cca,DEXE,2022-08-02T12:00:00+00:00,2022-08-15T04:00:00+00:00,3.974,3.8384,5363.869613635,-727.3407196089069,-811.150109548031,-0.03797759287665237,REBALANCE_EXIT,FULL,304.0,0.21462003019627574,-0.043910417715148475,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-577c70e831eb82767a7e,POS-d19d925803ad66d2892a,CAND-5504511b25fdf8314c08,SHIB,2022-09-06T00:00:00+00:00,2022-09-06T16:00:00+00:00,1.263e-05,1.196742857142857e-05,1150147312.6717508,-762.054748024512,-818.6360807646399,-0.056242723240319537,STRUCTURAL_ATR_STOP,MEDIUM,16.0,0.022961203483768955,-0.052460128944689544,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-a0ac791f98786a91e9fd,POS-f7c16678812d3931fd45,CAND-a8a9fd53337d9db2fe32,TRX,2022-10-26T12:00:00+00:00,2022-10-31T04:00:00+00:00,0.062935,0.062852,230360.66041933518,-19.11993481480476,-77.07268759913859,-0.005305572219349333,REBALANCE_EXIT,MEDIUM,112.0,0.029935647890680706,-0.0076745848891713875,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-e90ae7099f2cb957ca9e,POS-94e44381df1c55122a04,CAND-bc2633918e9afae53cda,UNI,2022-10-24T12:00:00+00:00,2022-10-31T04:00:00+00:00,6.2041,6.8682,1142.3473391862253,758.6328679535716,728.7666537094833,0.10262278749990217,REBALANCE_EXIT,FOUR_HOUR_ONLY,160.0,0.1875533921116681,-0.022227236827259467,1,POS-e9817ea6020c5bd95535
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-d5022710b7c347266b10,POS-01a31e07df44de3851d5,CAND-77cfceb5421b427c22dd,ETH,2022-10-31T12:00:00+00:00,2022-10-31T12:00:00+00:00,1621.43,1548.106142857143,13.304761559489672,-975.556435907798,-1059.8962811775957,-0.04903321240226259,STRUCTURAL_ATR_STOP,FULL,0.0,0.0,-0.045221722271610365,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-8e88260fb6c523eb5f3e,POS-8a1fb3f671a96f533131,CAND-a4bc759b3863aa2b0e72,AAVE,2022-10-27T04:00:00+00:00,2022-11-02T20:00:00+00:00,85.013,79.70688571428572,171.47005564058927,-909.8397118067544,-966.3287677438345,-0.06615818105760715,STRUCTURAL_ATR_STOP,MEDIUM,160.0,0.02856033783068468,-0.06241532807587413,3,POS-ddecbaf3b0912c0feb17
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-2c45d2503039212a1b3a,POS-12e64ea6ce14d9dbd2f1,CAND-9baf80fa41c6e43ec544,LTC,2022-11-07T04:00:00+00:00,2022-11-07T20:00:00+00:00,71.52,66.60072857142858,287.4121741132339,-1413.858496338826,-1493.2536541164623,-0.0724991974344694,STRUCTURAL_ATR_STOP,FULL,16.0,0.007130872483221529,-0.06878175934803443,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-4bd3c609ff328397c781,POS-18406271f5edf21c77ef,CAND-8de8a268b9feaaff3594,BNB,2022-11-07T20:00:00+00:00,2022-11-08T04:00:00+00:00,342.364,325.134,58.88766331005976,-1014.6344388323273,-1093.2492338006039,-0.054117664590203535,STRUCTURAL_ATR_STOP,FULL,8.0,0.018865885431879503,-0.05032655302543476,0,
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-65c55567f5bfbffa50d6,POS-e8c50e35ad87c556488f,CAND-1075b00a97b1c5032d7b,DOGE,2022-10-31T16:00:00+00:00,2022-11-08T16:00:00+00:00,0.12687,0.09045485714285714,167723.21455654717,-6107.66481853589,-6180.565665821975,-0.28987341444979975,STRUCTURAL_ATR_STOP,FULL,192.0,0.2516749428548908,-0.2870272157101196,2,POS-960070c3980eaa91d84e
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-f25a5a684fb212ece02a,POS-420c2720e46df583d1a1,CAND-052935f6ec24882d1d04,LTC,2022-12-05T04:00:00+00:00,2022-12-08T04:00:00+00:00,77.841,75.472,243.3303302041837,-576.4495522537111,-651.0609580828991,-0.03430435669045511,STRUCTURAL_ATR_STOP,FULL,72.0,0.09182821392325402,-0.030433833069975935,1,POS-12e64ea6ce14d9dbd2f1
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-715a7528ccbb3ece5dbc,POS-98366153542a910d0f72,CAND-c9ed355a0524eaa966d4,LTC,2022-12-13T12:00:00+00:00,2022-12-15T00:00:00+00:00,76.912,73.54,163.58264465772703,-551.6006777858555,-600.8233498939442,-0.0476593100464351,STRUCTURAL_ATR_STOP,MEDIUM,36.0,0.03738038277511957,-0.043842313293114166,2,POS-420c2720e46df583d1a1
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-66a9c97bc9f819d1f592,POS-6e69a78e01d4cb011ea6,CAND-bf296e8f5cc40b0e3d26,SNX,2022-12-14T08:00:00+00:00,2022-12-16T08:00:00+00:00,1.923054,1.77816,6557.475914054178,-950.1389150909666,-998.6801584064868,-0.0790370125403512,STRUCTURAL_ATR_STOP,MEDIUM,48.0,0.004098168850172668,-0.0753457781216752,4,POS-51bbff2fd9e2704ea077
FIXED_SURVIVOR_30,TREATMENT,WF01,TRADE-a77a7e7c3273c5d48adf,POS-4ecd2890e7f47f720eab,CAND-37d7d87bc937ef9d298e,DEXE,2022-12-15T00:00:00+00:00,2022-12-16T20:00:00+00:00,2.4189,2.2521271428571428,2537.483332185916,-423.1833452610227,-446.8886522993987,-0.0726625262140861,STRUCTURAL_ATR_STOP,FOUR_HOUR_ONLY,44.0,0.0569267022200175,-0.06894574275201826,1,POS-9c0b152db491d8691bcb
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-de410b9257903bdcfff2,POS-d521be09b24528c9a2aa,CAND-a2ee4842f29b4a8cec0d,XMR,2023-01-09T04:00:00+00:00,2023-01-16T04:00:00+00:00,160.09,175.4,156.16215878568306,2390.842651008808,2286.0609657067903,0.09125991879069023,REBALANCE_EXIT,FULL,168.0,0.17433943406833663,-0.020176150915110158,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-27177f0a3386fe478cf5,POS-3f4e4d16cd0d6417c2d3,CAND-38921539b7f81ce91c02,DEXE,2023-01-09T16:00:00+00:00,2023-01-25T04:00:00+00:00,2.4705,2.3713257142857143,10095.386096889008,-1001.2027051688975,-1098.962905168017,-0.043975169330578705,STRUCTURAL_ATR_STOP,FULL,372.0,0.1812993321190044,-0.04014340648220427,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-87e92dfa4bbe541176bc,POS-306cbb46071ec65354c9,CAND-d1bb81d9370ff2e31d7f,NEAR,2023-01-16T04:00:00+00:00,2023-02-06T04:00:00+00:00,2.3356,2.383,8067.917742972591,382.4193010169017,306.2807476929208,0.016221538768669254,REBALANCE_EXIT,MEDIUM,504.0,0.16402637437917456,-0.16496831649255006,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-5633d5197fbabe31e161,POS-7209221ae37bd3926f8a,CAND-4233467697ad539728d8,SOL,2023-01-11T20:00:00+00:00,2023-02-06T04:00:00+00:00,16.013,23.381,1060.0056788485533,7810.1218417561395,7726.60611433102,0.45429730060892376,REBALANCE_EXIT,MEDIUM,608.0,0.6725160806844437,-0.034971585586710985,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-6c6f9d9c3bc644c22a22,POS-e4c65a93cd958e5ed26c,CAND-8d4c52b08c62eae6380e,AVAX,2023-02-08T00:00:00+00:00,2023-02-09T00:00:00+00:00,20.848,19.436,1349.0474516854806,-1904.8550017798973,-2013.545056867293,-0.07144996269931353,STRUCTURAL_ATR_STOP,FULL,24.0,0.008202225633154203,-0.06772831926323863,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-d0afc048af4c714b19bb,POS-fb41d097d9ff739e45fd,CAND-eb4011ce3bea2bfbbe3d,SHIB,2023-02-07T04:00:00+00:00,2023-02-09T16:00:00+00:00,1.4118e-05,1.2857128571428571e-05,1968429046.350516,-2481.935943713469,-2588.1331969315484,-0.09294498449723908,STRUCTURAL_ATR_STOP,FULL,60.0,0.03038674033149169,-0.08930949345313988,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-a5b2ac3c5c116b3be30b,POS-c755501f610ee5b8157c,CAND-48842217dda2ee0a3ca6,DEXE,2023-02-01T20:00:00+00:00,2023-02-20T04:00:00+00:00,2.774,2.994,10039.41093416988,2208.6704055173755,2092.8557609807917,0.0749992444814769,REBALANCE_EXIT,FULL,440.0,0.36986301369863006,-0.05623648161499639,1,POS-3f4e4d16cd0d6417c2d3
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-72b430b4e456d19ffc3b,POS-3513dab333a9200764eb,CAND-87f5c5241c4733f71e7c,SHIB,2023-02-15T08:00:00+00:00,2023-02-20T04:00:00+00:00,1.288e-05,1.3428e-05,1360244898.0867972,745.4142041515632,673.8435585938283,0.038384721240748224,REBALANCE_EXIT,MEDIUM,116.0,0.08695652173913038,-0.025698757763975233,1,POS-fb41d097d9ff739e45fd
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-aa6a939ab4662e7e4339,POS-b8e7bdf4235f1689a4ef,CAND-10c2c5cb9a3d0fd2b3e6,SNX,2023-02-15T16:00:00+00:00,2023-02-20T04:00:00+00:00,2.539864,2.67448,10454.454327710399,1407.3368237790614,1298.31058138512,0.04879766520322836,REBALANCE_EXIT,FULL,108.0,0.09494051650009605,-0.05094800351514883,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-d8af0a77ad281ffad0ec,POS-47296280b9ee54fdc9ec,CAND-c47f32334278446eeea0,TRX,2023-02-20T04:00:00+00:00,2023-02-21T20:00:00+00:00,0.072113,0.069666,376781.2896763539,-921.9838158380346,-1028.8231647760822,-0.037789410847297,STRUCTURAL_ATR_STOP,FULL,40.0,0.013326307323228814,-0.0339328553797511,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-1837dd6308d076adcdfb,POS-d17f1836a22776fba01e,CAND-39b4ecac810420a6ac70,LINK,2023-02-20T08:00:00+00:00,2023-02-22T00:00:00+00:00,8.3683,7.4906,3246.366533797687,-2849.3359067142296,-2952.303511159918,-0.1084572248617257,STRUCTURAL_ATR_STOP,FULL,40.0,0.0035730076598592397,-0.1048839071257005,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-fb275913fb8aa3d98f50,POS-3ecb61fd9f8d8446563d,CAND-276bc46cacb9c5fe2de6,DOT,2023-02-23T00:00:00+00:00,2023-02-24T12:00:00+00:00,7.1878,6.803101428571428,3641.663300793972,-1400.9426694393,-1502.8429739942092,-0.05729940468067942,STRUCTURAL_ATR_STOP,FULL,36.0,0.026878878099001025,-0.053521045581203186,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-a502c353f1fda0dc586d,POS-20bd5479133b4541fc5c,CAND-7b7b65867da803f8223b,DEXE,2023-03-02T00:00:00+00:00,2023-03-03T00:00:00+00:00,3.03,2.8926414285714284,5779.600544315249,-793.8776741949365,-862.3386774436475,-0.04914390831726459,STRUCTURAL_ATR_STOP,MEDIUM,24.0,0.0065676567656767215,-0.045332861857614315,2,POS-c755501f610ee5b8157c
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-1630151552c49b0e7d6e,POS-a09ed50899ff26ad1cfd,CAND-10f593243fc6ba800bd3,TRX,2023-02-28T00:00:00+00:00,2023-03-03T00:00:00+00:00,0.069417,0.06689154285714285,377077.7550811961,-952.2937099823462,-1055.091548660267,-0.04022774320514131,STRUCTURAL_ATR_STOP,FULL,72.0,0.01322442629327103,-0.03638096061277718,1,POS-47296280b9ee54fdc9ec
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-f4166dd6e1ee471deb7a,POS-a51674e6d2e9bb88f142,CAND-620b46c8d33fd3e60271,GRAM,2023-03-06T08:00:00+00:00,2023-03-07T08:00:00+00:00,2.4156,2.3133,7310.705992234724,-747.8852230056127,-817.0284181389702,-0.046172681958487415,STRUCTURAL_ATR_STOP,MEDIUM,24.0,0.001780096042391266,-0.042349726775956276,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-5de1cf989f10c28d0dfc,POS-b5c12b287c1110940f9e,CAND-cbb1bec1d483ac801ed8,SNX,2023-02-27T16:00:00+00:00,2023-03-09T12:00:00+00:00,2.763725,2.481844,9335.167836868126,-2631.4064450242226,-2729.3429790539676,-0.1055780010233447,STRUCTURAL_ATR_STOP,FULL,236.0,0.24223647432360296,-0.10199314331201548,1,POS-b8e7bdf4235f1689a4ef
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-e47c7916be578c8726ab,POS-c3efa0abf0490701fac7,CAND-75325a512b05fed4d279,DEXE,2023-03-13T16:00:00+00:00,2023-03-15T12:00:00+00:00,2.9229,2.6896228571428566,5600.842942681303,-1306.5486392602884,-1369.4183573304206,-0.08348358146051081,STRUCTURAL_ATR_STOP,MEDIUM,44.0,0.05713503712066803,-0.07981016896135451,3,POS-20bd5479133b4541fc5c
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-2115a2a2a9a791cdcfb9,POS-404d5ffdd2ff3484803a,CAND-7d177f6749013df85b5e,ETH,2023-03-15T20:00:00+00:00,2023-03-20T04:00:00+00:00,1647.7,1751.04,14.621309543479722,1510.9661282231932,1411.5780690275808,0.058475341603011086,REBALANCE_EXIT,FULL,104.0,0.11761242944710815,-0.009601262365721897,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-6a97cc783f1bdff7ca40,POS-0a3a7909aec80c019378,CAND-0a7fcde443d510ed5421,BTC,2023-03-22T16:00:00+00:00,2023-03-22T16:00:00+00:00,28596.2,27300.1,0.8151953458138931,-1056.5746877093886,-1147.7074949258229,-0.04913528493750018,STRUCTURAL_ATR_STOP,FULL,0.0,0.0,-0.04532420391520564,0,
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-fb686b99f4325edb313b,POS-3e14dc8a60a94a952b63,CAND-c62d42d6b49b8bc6e3c0,GRAM,2023-03-22T08:00:00+00:00,2023-03-23T00:00:00+00:00,2.4165,2.3481,9828.054034635194,-672.2388959690473,-765.892388475893,-0.032184420730234135,STRUCTURAL_ATR_STOP,FULL,16.0,0.01593213325056908,-0.02830540037243945,1,POS-a51674e6d2e9bb88f142
FIXED_SURVIVOR_30,TREATMENT,WF02,TRADE-3192178e1b21ef772747,POS-0d6a90de28c5b85d19d2,CAND-b31ed2ea8cf754cc4029,SNX,2023-03-17T12:00:00+00:00,2023-03-24T16:00:00+00:00,3.120888,2.518237,7797.340955669625,-4699.0753242752535,-4787.015684908535,-0.19632355993402173,STRUCTURAL_ATR_STOP,FULL,172.0,0.02600509854887445,-0.19310241187764499,2,POS-b5c12b287c1110940f9e
