portfolio,cost_mode,transaction_cost,fold_id,interval_start,interval_end,net_return
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-09-19T00:00:00+00:00,2022-09-26T00:00:00+00:00,0.047985723935710656
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-09-26T00:00:00+00:00,2022-10-03T00:00:00+00:00,-0.019678759069941876
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-10-03T00:00:00+00:00,2022-10-10T00:00:00+00:00,0.03699391541147379
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-10-10T00:00:00+00:00,2022-10-17T00:00:00+00:00,-0.049631884297201334
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-10-17T00:00:00+00:00,2022-10-24T00:00:00+00:00,0.0171751394423727
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-10-24T00:00:00+00:00,2022-10-31T00:00:00+00:00,0.07902325120741338
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-10-31T00:00:00+00:00,2022-11-07T00:00:00+00:00,0.011525860026407875
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-11-07T00:00:00+00:00,2022-11-14T00:00:00+00:00,-0.2661325132866853
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-11-14T00:00:00+00:00,2022-11-21T00:00:00+00:00,-0.028548235188295634
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-11-21T00:00:00+00:00,2022-11-28T00:00:00+00:00,0.06927522044552759
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,0.039804021017522784
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-12-05T00:00:00+00:00,2022-12-12T00:00:00+00:00,-0.02818804060946123
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-12-12T00:00:00+00:00,2022-12-19T00:00:00+00:00,-0.10097950898327213
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF01,2022-12-19T00:00:00+00:00,2022-12-26T00:00:00+00:00,-0.019428051155529813
M05_PIT,BASE_COST,0.002,WF02,2023-01-02T00:00:00+00:00,2023-01-09T00:00:00+00:00,0.0
M05_PIT,BASE_COST,0.002,WF02,2023-01-09T00:00:00+00:00,2023-01-16T00:00:00+00:00,0.07461449240404772
M05_PIT,BASE_COST,0.002,WF02,2023-01-16T00:00:00+00:00,2023-01-23T00:00:00+00:00,-0.003686591087713298
M05_PIT,BASE_COST,0.002,WF02,2023-01-23T00:00:00+00:00,2023-01-30T00:00:00+00:00,-0.003745623763847683
M05_PIT,BASE_COST,0.002,WF02,2023-01-30T00:00:00+00:00,2023-02-06T00:00:00+00:00,-0.029534408441441173
M05_PIT,BASE_COST,0.002,WF02,2023-02-06T00:00:00+00:00,2023-02-13T00:00:00+00:00,-0.038468063303828126
M05_PIT,BASE_COST,0.002,WF02,2023-02-13T00:00:00+00:00,2023-02-20T00:00:00+00:00,0.03322653945500442
M05_PIT,BASE_COST,0.002,WF02,2023-02-20T00:00:00+00:00,2023-02-27T00:00:00+00:00,-0.013730026473852353
M05_PIT,BASE_COST,0.002,WF02,2023-02-27T00:00:00+00:00,2023-03-06T00:00:00+00:00,-0.09673237824176184
M05_PIT,BASE_COST,0.002,WF02,2023-03-06T00:00:00+00:00,2023-03-13T00:00:00+00:00,-0.09415312433110756
M05_PIT,BASE_COST,0.002,WF02,2023-03-13T00:00:00+00:00,2023-03-20T00:00:00+00:00,0.08935480918553895
M05_PIT,BASE_COST,0.002,WF02,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,-0.05826484289236178
M05_PIT,BASE_COST,0.002,WF02,2023-03-27T00:00:00+00:00,2023-04-03T00:00:00+00:00,0.037143410791255826
M05_PIT,BASE_COST,0.002,WF02,2023-04-03T00:00:00+00:00,2023-04-10T00:00:00+00:00,-0.025538945585107053
M05_PIT,BASE_COST,0.002,WF02,2023-04-10T00:00:00+00:00,2023-04-17T00:00:00+00:00,0.039105997745935595
M05_PIT,BASE_COST,0.002,WF02,2023-04-17T00:00:00+00:00,2023-04-24T00:00:00+00:00,-0.09946859052412194
M05_PIT,BASE_COST,0.002,WF02,2023-04-24T00:00:00+00:00,2023-05-01T00:00:00+00:00,0.01044698605134542
M05_PIT,BASE_COST,0.002,WF02,2023-05-01T00:00:00+00:00,2023-05-08T00:00:00+00:00,-0.07064483183808845
M05_PIT,BASE_COST,0.002,WF02,2023-05-08T00:00:00+00:00,2023-05-15T00:00:00+00:00,-0.06344387078270253
M05_PIT,BASE_COST,0.002,WF02,2023-05-15T00:00:00+00:00,2023-05-22T00:00:00+00:00,0.0040821372365424935
M05_PIT,BASE_COST,0.002,WF02,2023-05-22T00:00:00+00:00,2023-05-29T00:00:00+00:00,-0.0026503020076336092
M05_PIT,BASE_COST,0.002,WF02,2023-05-29T00:00:00+00:00,2023-06-05T00:00:00+00:00,0.008397258150032227
M05_PIT,BASE_COST,0.002,WF02,2023-06-05T00:00:00+00:00,2023-06-12T00:00:00+00:00,-0.08741167611883671
M05_PIT,BASE_COST,0.002,WF02,2023-06-12T00:00:00+00:00,2023-06-19T00:00:00+00:00,-0.02318129028188587
M05_PIT,BASE_COST,0.002,WF02,2023-06-19T00:00:00+00:00,2023-06-26T00:00:00+00:00,0.0018160481477265122
M05_PIT,BASE_COST,0.002,WF02,2023-06-26T00:00:00+00:00,2023-07-03T00:00:00+00:00,0.1611231374304971
M05_PIT,BASE_COST,0.002,WF02,2023-07-03T00:00:00+00:00,2023-07-10T00:00:00+00:00,-0.06779899754005636
M05_PIT,BASE_COST,0.002,WF02,2023-07-10T00:00:00+00:00,2023-07-17T00:00:00+00:00,0.08894423443311728
M05_PIT,BASE_COST,0.002,WF02,2023-07-17T00:00:00+00:00,2023-07-24T00:00:00+00:00,-0.06451000266542728
M05_PIT,BASE_COST,0.002,WF02,2023-07-24T00:00:00+00:00,2023-07-31T00:00:00+00:00,-0.009281341908763951
M05_PIT,BASE_COST,0.002,WF02,2023-07-31T00:00:00+00:00,2023-08-07T00:00:00+00:00,-0.03205021129307195
M05_PIT,BASE_COST,0.002,WF02,2023-08-07T00:00:00+00:00,2023-08-14T00:00:00+00:00,-0.004293608296570772
M05_PIT,BASE_COST,0.002,WF02,2023-08-14T00:00:00+00:00,2023-08-21T00:00:00+00:00,-0.09498068249787828
M05_PIT,BASE_COST,0.002,WF02,2023-08-21T00:00:00+00:00,2023-08-28T00:00:00+00:00,-0.007919310386882983
M05_PIT,BASE_COST,0.002,WF02,2023-08-28T00:00:00+00:00,2023-09-04T00:00:00+00:00,-0.0024853996492222308
M05_PIT,BASE_COST,0.002,WF02,2023-09-04T00:00:00+00:00,2023-09-11T00:00:00+00:00,0.0
M05_PIT,BASE_COST,0.002,WF02,2023-09-11T00:00:00+00:00,2023-09-18T00:00:00+00:00,0.0
M05_PIT,BASE_COST,0.002,WF02,2023-09-18T00:00:00+00:00,2023-09-25T00:00:00+00:00,-0.010523096840141966
M05_PIT,BASE_COST,0.002,WF02,2023-09-25T00:00:00+00:00,2023-10-02T00:00:00+00:00,0.033517825214218755
M05_PIT,BASE_COST,0.002,WF02,2023-10-02T00:00:00+00:00,2023-10-09T00:00:00+00:00,-0.05674586454481678
M05_PIT,BASE_COST,0.002,WF02,2023-10-09T00:00:00+00:00,2023-10-16T00:00:00+00:00,-0.01915418597757812
M05_PIT,BASE_COST,0.002,WF02,2023-10-16T00:00:00+00:00,2023-10-23T00:00:00+00:00,0.16481396851191787
M05_PIT,BASE_COST,0.002,WF02,2023-10-23T00:00:00+00:00,2023-10-30T00:00:00+00:00,0.04829028270086999
M05_PIT,BASE_COST,0.002,WF02,2023-10-30T00:00:00+00:00,2023-11-06T00:00:00+00:00,0.042905412531705656
M05_PIT,BASE_COST,0.002,WF02,2023-11-06T00:00:00+00:00,2023-11-13T00:00:00+00:00,0.15601749640857188
M05_PIT,BASE_COST,0.002,WF02,2023-11-13T00:00:00+00:00,2023-11-20T00:00:00+00:00,0.04785983756328083
M05_PIT,BASE_COST,0.002,WF02,2023-11-20T00:00:00+00:00,2023-11-27T00:00:00+00:00,0.003991660023467736
M05_PIT,BASE_COST,0.002,WF02,2023-11-27T00:00:00+00:00,2023-12-04T00:00:00+00:00,0.06919526591111813
M05_PIT,BASE_COST,0.002,WF02,2023-12-04T00:00:00+00:00,2023-12-11T00:00:00+00:00,0.27799770166459736
M05_PIT,BASE_COST,0.002,WF02,2023-12-11T00:00:00+00:00,2023-12-18T00:00:00+00:00,-0.04779335452449429
M05_PIT,BASE_COST,0.002,WF02,2023-12-18T00:00:00+00:00,2023-12-25T00:00:00+00:00,0.07571250538067598
M05_PIT,BASE_COST,0.002,WF02,2023-12-25T00:00:00+00:00,2024-01-01T00:00:00+00:00,-0.0164497107720204
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-01-02T00:00:00+00:00,2023-01-09T00:00:00+00:00,0.1204281555746205
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-01-09T00:00:00+00:00,2023-01-16T00:00:00+00:00,0.2147869497076087
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-01-16T00:00:00+00:00,2023-01-23T00:00:00+00:00,0.04948230156533806
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-01-23T00:00:00+00:00,2023-01-30T00:00:00+00:00,0.04844178689975975
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-01-30T00:00:00+00:00,2023-02-06T00:00:00+00:00,-0.022754932276015438
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-02-06T00:00:00+00:00,2023-02-13T00:00:00+00:00,-0.04573270793073503
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-02-13T00:00:00+00:00,2023-02-20T00:00:00+00:00,0.09910596406702199
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-02-20T00:00:00+00:00,2023-02-27T00:00:00+00:00,-0.03898054114468108
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-02-27T00:00:00+00:00,2023-03-06T00:00:00+00:00,-0.08382104311122385
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-03-06T00:00:00+00:00,2023-03-13T00:00:00+00:00,-0.04889309882961568
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-03-13T00:00:00+00:00,2023-03-20T00:00:00+00:00,0.0886968636492178
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,-0.026564964072247177
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-03-27T00:00:00+00:00,2023-04-03T00:00:00+00:00,0.021034223142178066
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-04-03T00:00:00+00:00,2023-04-10T00:00:00+00:00,0.009920680792408598
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-04-10T00:00:00+00:00,2023-04-17T00:00:00+00:00,0.0839708460720312
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-04-17T00:00:00+00:00,2023-04-24T00:00:00+00:00,-0.12539762363420692
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-04-24T00:00:00+00:00,2023-05-01T00:00:00+00:00,-1.6163176793315692e-05
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-05-01T00:00:00+00:00,2023-05-08T00:00:00+00:00,-0.04692457333565636
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-05-08T00:00:00+00:00,2023-05-15T00:00:00+00:00,-0.05536265668142726
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-05-15T00:00:00+00:00,2023-05-22T00:00:00+00:00,0.0035558260500170302
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-05-22T00:00:00+00:00,2023-05-29T00:00:00+00:00,0.03196848418030851
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-05-29T00:00:00+00:00,2023-06-05T00:00:00+00:00,-0.012930191286351311
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-06-05T00:00:00+00:00,2023-06-12T00:00:00+00:00,-0.1824750753475155
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-06-12T00:00:00+00:00,2023-06-19T00:00:00+00:00,0.0052356822738572895
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-06-19T00:00:00+00:00,2023-06-26T00:00:00+00:00,0.17364594067371053
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-06-26T00:00:00+00:00,2023-07-03T00:00:00+00:00,0.0961019852306666
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-07-03T00:00:00+00:00,2023-07-10T00:00:00+00:00,-0.05871340096960309
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-07-10T00:00:00+00:00,2023-07-17T00:00:00+00:00,0.0953385123384538
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-07-17T00:00:00+00:00,2023-07-24T00:00:00+00:00,-0.0003232058549164085
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-07-24T00:00:00+00:00,2023-07-31T00:00:00+00:00,-0.017938396609438634
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-07-31T00:00:00+00:00,2023-08-07T00:00:00+00:00,-0.04765371135673169
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-08-07T00:00:00+00:00,2023-08-14T00:00:00+00:00,-0.0030995704165059923
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-08-14T00:00:00+00:00,2023-08-21T00:00:00+00:00,-0.12682097923633517
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-08-21T00:00:00+00:00,2023-08-28T00:00:00+00:00,-0.017433253452656117
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-08-28T00:00:00+00:00,2023-09-04T00:00:00+00:00,-0.026908222241983304
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-09-04T00:00:00+00:00,2023-09-11T00:00:00+00:00,-0.010247565489957089
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-09-11T00:00:00+00:00,2023-09-18T00:00:00+00:00,0.006407581421735031
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-09-18T00:00:00+00:00,2023-09-25T00:00:00+00:00,0.013615261705967052
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-09-25T00:00:00+00:00,2023-10-02T00:00:00+00:00,0.08056767845533397
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-10-02T00:00:00+00:00,2023-10-09T00:00:00+00:00,-0.046435788839776726
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-10-09T00:00:00+00:00,2023-10-16T00:00:00+00:00,-0.03895393285216886
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-10-16T00:00:00+00:00,2023-10-23T00:00:00+00:00,0.07418409274182336
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-10-23T00:00:00+00:00,2023-10-30T00:00:00+00:00,0.10427253238391687
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-10-30T00:00:00+00:00,2023-11-06T00:00:00+00:00,0.07382290652805401
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-11-06T00:00:00+00:00,2023-11-13T00:00:00+00:00,0.1814299840834226
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-11-13T00:00:00+00:00,2023-11-20T00:00:00+00:00,-0.01599126342023005
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-11-20T00:00:00+00:00,2023-11-27T00:00:00+00:00,0.009712909421785598
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-11-27T00:00:00+00:00,2023-12-04T00:00:00+00:00,0.04285550904775892
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-12-04T00:00:00+00:00,2023-12-11T00:00:00+00:00,0.1373438342157931
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-12-11T00:00:00+00:00,2023-12-18T00:00:00+00:00,-0.04244182243012218
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-12-18T00:00:00+00:00,2023-12-25T00:00:00+00:00,0.0572824034883872
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF02,2023-12-25T00:00:00+00:00,2024-01-01T00:00:00+00:00,0.006633480853232454
M05_PIT,BASE_COST,0.002,WF03,2024-01-01T00:00:00+00:00,2024-01-08T00:00:00+00:00,-0.13765743490868987
M05_PIT,BASE_COST,0.002,WF03,2024-01-08T00:00:00+00:00,2024-01-15T00:00:00+00:00,0.01354570718926218
M05_PIT,BASE_COST,0.002,WF03,2024-01-15T00:00:00+00:00,2024-01-22T00:00:00+00:00,-0.07072144314446538
M05_PIT,BASE_COST,0.002,WF03,2024-01-22T00:00:00+00:00,2024-01-29T00:00:00+00:00,-0.013692442111240433
M05_PIT,BASE_COST,0.002,WF03,2024-01-29T00:00:00+00:00,2024-02-05T00:00:00+00:00,-0.06966928261943739
M05_PIT,BASE_COST,0.002,WF03,2024-02-05T00:00:00+00:00,2024-02-12T00:00:00+00:00,0.02290549259377661
M05_PIT,BASE_COST,0.002,WF03,2024-02-12T00:00:00+00:00,2024-02-19T00:00:00+00:00,0.018977222069775035
M05_PIT,BASE_COST,0.002,WF03,2024-02-19T00:00:00+00:00,2024-02-26T00:00:00+00:00,-0.03650571323467111
M05_PIT,BASE_COST,0.002,WF03,2024-02-26T00:00:00+00:00,2024-03-04T00:00:00+00:00,0.08004367381681754
M05_PIT,BASE_COST,0.002,WF03,2024-03-04T00:00:00+00:00,2024-03-11T00:00:00+00:00,0.0820941886828328
M05_PIT,BASE_COST,0.002,WF03,2024-03-11T00:00:00+00:00,2024-03-18T00:00:00+00:00,0.01179313452242714
M05_PIT,BASE_COST,0.002,WF03,2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,-0.08543702573010348
M05_PIT,BASE_COST,0.002,WF03,2024-03-25T00:00:00+00:00,2024-04-01T00:00:00+00:00,0.03176297541401363
M05_PIT,BASE_COST,0.002,WF03,2024-04-01T00:00:00+00:00,2024-04-08T00:00:00+00:00,-0.025340866558761888
M05_PIT,BASE_COST,0.002,WF03,2024-04-08T00:00:00+00:00,2024-04-15T00:00:00+00:00,-0.17837857666754064
M05_PIT,BASE_COST,0.002,WF03,2024-04-15T00:00:00+00:00,2024-04-22T00:00:00+00:00,-0.05965426408410146
M05_PIT,BASE_COST,0.002,WF03,2024-04-22T00:00:00+00:00,2024-04-29T00:00:00+00:00,-0.03074894518677762
M05_PIT,BASE_COST,0.002,WF03,2024-04-29T00:00:00+00:00,2024-05-06T00:00:00+00:00,-0.03127159123883794
M05_PIT,BASE_COST,0.002,WF03,2024-05-06T00:00:00+00:00,2024-05-13T00:00:00+00:00,-0.011459912998981303
M05_PIT,BASE_COST,0.002,WF03,2024-05-13T00:00:00+00:00,2024-05-20T00:00:00+00:00,-0.052022959582543105
M05_PIT,BASE_COST,0.002,WF03,2024-05-20T00:00:00+00:00,2024-05-27T00:00:00+00:00,0.05778339740319938
M05_PIT,BASE_COST,0.002,WF03,2024-05-27T00:00:00+00:00,2024-06-03T00:00:00+00:00,-0.03636974471287968
M05_PIT,BASE_COST,0.002,WF03,2024-06-03T00:00:00+00:00,2024-06-10T00:00:00+00:00,-0.007556372628322983
M05_PIT,BASE_COST,0.002,WF03,2024-06-10T00:00:00+00:00,2024-06-17T00:00:00+00:00,0.06566687406078642
M05_PIT,BASE_COST,0.002,WF03,2024-06-17T00:00:00+00:00,2024-06-24T00:00:00+00:00,-0.06653312476881978
M05_PIT,BASE_COST,0.002,WF03,2024-06-24T00:00:00+00:00,2024-07-01T00:00:00+00:00,-0.0006389808657624174
M05_PIT,BASE_COST,0.002,WF03,2024-07-01T00:00:00+00:00,2024-07-08T00:00:00+00:00,-0.02843740338312306
M05_PIT,BASE_COST,0.002,WF03,2024-07-08T00:00:00+00:00,2024-07-15T00:00:00+00:00,0.0005922960670126098
M05_PIT,BASE_COST,0.002,WF03,2024-07-15T00:00:00+00:00,2024-07-22T00:00:00+00:00,0.04291625664913368
M05_PIT,BASE_COST,0.002,WF03,2024-07-22T00:00:00+00:00,2024-07-29T00:00:00+00:00,-0.017910901666740586
M05_PIT,BASE_COST,0.002,WF03,2024-07-29T00:00:00+00:00,2024-08-05T00:00:00+00:00,-0.07882262436501897
M05_PIT,BASE_COST,0.002,WF03,2024-08-05T00:00:00+00:00,2024-08-12T00:00:00+00:00,0.09843377712048529
M05_PIT,BASE_COST,0.002,WF03,2024-08-12T00:00:00+00:00,2024-08-19T00:00:00+00:00,0.02329063392202868
M05_PIT,BASE_COST,0.002,WF03,2024-08-19T00:00:00+00:00,2024-08-26T00:00:00+00:00,0.04026658587625209
M05_PIT,BASE_COST,0.002,WF03,2024-08-26T00:00:00+00:00,2024-09-02T00:00:00+00:00,-0.1492857412276588
M05_PIT,BASE_COST,0.002,WF03,2024-09-02T00:00:00+00:00,2024-09-09T00:00:00+00:00,0.018450778269123225
M05_PIT,BASE_COST,0.002,WF03,2024-09-09T00:00:00+00:00,2024-09-16T00:00:00+00:00,0.03588038866878773
M05_PIT,BASE_COST,0.002,WF03,2024-09-16T00:00:00+00:00,2024-09-23T00:00:00+00:00,0.039210003378375546
M05_PIT,BASE_COST,0.002,WF03,2024-09-23T00:00:00+00:00,2024-09-30T00:00:00+00:00,0.016761753503314658
M05_PIT,BASE_COST,0.002,WF03,2024-09-30T00:00:00+00:00,2024-10-07T00:00:00+00:00,0.07311330547144435
M05_PIT,BASE_COST,0.002,WF03,2024-10-07T00:00:00+00:00,2024-10-14T00:00:00+00:00,-0.06519175690540935
M05_PIT,BASE_COST,0.002,WF03,2024-10-14T00:00:00+00:00,2024-10-21T00:00:00+00:00,0.028160623462025525
M05_PIT,BASE_COST,0.002,WF03,2024-10-21T00:00:00+00:00,2024-10-28T00:00:00+00:00,-0.04851787912966732
M05_PIT,BASE_COST,0.002,WF03,2024-10-28T00:00:00+00:00,2024-11-04T00:00:00+00:00,-0.023774061979373484
M05_PIT,BASE_COST,0.002,WF03,2024-11-04T00:00:00+00:00,2024-11-11T00:00:00+00:00,0.32688346527483825
M05_PIT,BASE_COST,0.002,WF03,2024-11-11T00:00:00+00:00,2024-11-18T00:00:00+00:00,0.15691448117788154
M05_PIT,BASE_COST,0.002,WF03,2024-11-18T00:00:00+00:00,2024-11-25T00:00:00+00:00,0.5326842474806062
M05_PIT,BASE_COST,0.002,WF03,2024-11-25T00:00:00+00:00,2024-12-02T00:00:00+00:00,0.06466584640674555
M05_PIT,BASE_COST,0.002,WF03,2024-12-02T00:00:00+00:00,2024-12-09T00:00:00+00:00,-0.02058431999132715
M05_PIT,BASE_COST,0.002,WF03,2024-12-09T00:00:00+00:00,2024-12-16T00:00:00+00:00,-0.0775607209881255
M05_PIT,BASE_COST,0.002,WF03,2024-12-16T00:00:00+00:00,2024-12-23T00:00:00+00:00,-0.1336788871915383
M05_PIT,BASE_COST,0.002,WF03,2024-12-23T00:00:00+00:00,2024-12-30T00:00:00+00:00,0.025045580192328165
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-01-01T00:00:00+00:00,2024-01-08T00:00:00+00:00,-0.11922652120560495
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-01-08T00:00:00+00:00,2024-01-15T00:00:00+00:00,0.07247194750065877
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-01-15T00:00:00+00:00,2024-01-22T00:00:00+00:00,-0.030905581634893764
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-01-22T00:00:00+00:00,2024-01-29T00:00:00+00:00,-0.02858202030310497
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-01-29T00:00:00+00:00,2024-02-05T00:00:00+00:00,-0.023606421777284337
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-02-05T00:00:00+00:00,2024-02-12T00:00:00+00:00,0.061422504443307435
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-02-12T00:00:00+00:00,2024-02-19T00:00:00+00:00,0.06592357331664944
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-02-19T00:00:00+00:00,2024-02-26T00:00:00+00:00,0.0201327472717574
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-02-26T00:00:00+00:00,2024-03-04T00:00:00+00:00,0.2563542728805146
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-03-04T00:00:00+00:00,2024-03-11T00:00:00+00:00,0.06983969142192414
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-03-11T00:00:00+00:00,2024-03-18T00:00:00+00:00,-0.029579174725749446
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,0.0013049764349553072
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-03-25T00:00:00+00:00,2024-04-01T00:00:00+00:00,0.04864179382990885
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-04-01T00:00:00+00:00,2024-04-08T00:00:00+00:00,-0.07314662777849634
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-04-08T00:00:00+00:00,2024-04-15T00:00:00+00:00,-0.1890931645405728
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-04-15T00:00:00+00:00,2024-04-22T00:00:00+00:00,0.02824695568092883
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-04-22T00:00:00+00:00,2024-04-29T00:00:00+00:00,-0.02600749884337783
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-04-29T00:00:00+00:00,2024-05-06T00:00:00+00:00,0.003295537068344956
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-05-06T00:00:00+00:00,2024-05-13T00:00:00+00:00,-0.05938135251957233
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-05-13T00:00:00+00:00,2024-05-20T00:00:00+00:00,0.0279627844521686
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-05-20T00:00:00+00:00,2024-05-27T00:00:00+00:00,0.09822959826123778
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-05-27T00:00:00+00:00,2024-06-03T00:00:00+00:00,-0.034350376855812326
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-06-03T00:00:00+00:00,2024-06-10T00:00:00+00:00,-0.04135584972672268
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-06-10T00:00:00+00:00,2024-06-17T00:00:00+00:00,-0.0434334831782599
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-06-17T00:00:00+00:00,2024-06-24T00:00:00+00:00,-0.10926371649982747
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-06-24T00:00:00+00:00,2024-07-01T00:00:00+00:00,0.026427998367893668
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-07-01T00:00:00+00:00,2024-07-08T00:00:00+00:00,-0.13987431654512028
PIT_EQUAL_WEIGHT,BASE_COST,0.002,WF03,2024-07-08T00:00:00+00:00,2024-07-15T00:00:00+00:00,0.14628432240793
